start_date,end_date,similarity,distance,character,metrics
2011-09-06,2011-09-08,96.4,0.272,cloudy,"{'temperature_mean_c': 18.700000000000003, 'precipitation_total_mm': 3.8, 'wind_speed_10m_mean_ms': 3.1699999999999986, 'shortwave_total_mj_m2': 32.61, 'cloud_cover_mean_pct': 70.33333333333333, 'pressure_mean_hpa': 1014.4666666666666}"
2019-09-27,2019-09-29,95.2,0.312,"cool, cloudy","{'temperature_mean_c': 16.33333333333334, 'precipitation_total_mm': 2.599999999999993, 'wind_speed_10m_mean_ms': 2.569999999999997, 'shortwave_total_mj_m2': 32.57000000000005, 'cloud_cover_mean_pct': 77.66666666666667, 'pressure_mean_hpa': 1016.4333333333337}"
2012-09-28,2012-09-30,94.4,0.338,seasonally typical mixed weather,"{'temperature_mean_c': 19.400000000000002, 'precipitation_total_mm': 1.8999999999999964, 'wind_speed_10m_mean_ms': 2.526666666666666, 'shortwave_total_mj_m2': 36.360000000000014, 'cloud_cover_mean_pct': 63.666666666666664, 'pressure_mean_hpa': 1018.0666666666667}"
2016-10-01,2016-10-03,94.0,0.351,"wet, cloudy","{'temperature_mean_c': 17.36666666666667, 'precipitation_total_mm': 7.899999999999993, 'wind_speed_10m_mean_ms': 2.759999999999998, 'shortwave_total_mj_m2': 27.13000000000005, 'cloud_cover_mean_pct': 81.33333333333333, 'pressure_mean_hpa': 1015.6333333333333}"
2017-09-05,2017-09-07,94.0,0.352,cloudy,"{'temperature_mean_c': 17.26666666666667, 'precipitation_total_mm': 1.299999999999993, 'wind_speed_10m_mean_ms': 3.1233333333333313, 'shortwave_total_mj_m2': 39.02000000000005, 'cloud_cover_mean_pct': 67.0, 'pressure_mean_hpa': 1014.9}"
