time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,day_ahead_price_eur_mwh,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-09-09 22:00:00+00:00,1703.2,1861.2,2.1,199.8,190.7,0.0,559.6,0.2,2.0,64.3,22.1,14.8,182.7,2.4,4802.6,4617.5,8.7,13.5,185.27,1.019,-0.921,-0.383,-0.203,2.585,-0.327,0.04,1.81,3620.0
2026-09-09 22:15:00+00:00,1654.0,1860.9,2.2,200.9,190.6,0.0,553.7,0.2,2.0,30.1,21.9,13.4,179.1,0.8,4713.0,4533.1,8.8,13.5,175.85,0.925,-0.935,-0.369,-0.203,2.512,-0.372,0.04,1.599,3197.0
2026-09-09 22:30:00+00:00,1576.3,1861.1,2.2,200.4,191.2,0.0,533.1,0.2,2.0,42.9,21.7,10.3,194.1,0.8,4657.0,4462.1,9.2,13.9,167.27,0.938,-0.924,-0.387,-0.203,2.442,-0.344,0.04,1.562,3124.0000000000005
2026-09-09 22:45:00+00:00,1525.9,1861.4,2.1,200.7,192.0,0.0,519.4,0.2,2.0,66.1,21.9,13.0,200.6,1.0,4620.1,4418.5,9.4,14.1,159.34,0.919,-0.92,-0.385,-0.203,2.414,-0.353,0.04,1.513,3025.0000000000005
2026-09-09 23:00:00+00:00,1524.6,1862.2,2.1,200.5,192.7,0.0,522.2,0.2,2.0,45.8,21.7,14.5,198.7,1.2,4542.6,4342.6,9.5,14.2,160.58,0.875,-0.942,-0.361,-0.216,2.379,-0.35,0.115,1.5,3000.0
2026-09-09 23:15:00+00:00,1441.4,1863.5,2.1,200.4,191.4,0.0,524.9,0.2,2.0,32.9,21.6,14.5,184.5,0.8,4488.0,4302.7,9.3,13.8,163.01,0.831,-0.921,-0.341,-0.216,2.286,-0.366,0.115,1.388,2776.0
2026-09-09 23:30:00+00:00,1397.3,1864.1,2.1,200.2,191.2,0.0,526.3,0.2,2.0,30.7,21.4,15.6,168.4,0.6,4412.4,4243.4,9.1,13.3,161.49,0.813,-0.926,-0.371,-0.216,2.329,-0.384,0.115,1.36,2720.0
2026-09-09 23:45:00+00:00,1352.7,1864.1,2.1,200.5,190.9,0.0,522.3,0.2,2.0,22.9,21.3,16.2,150.9,0.3,4365.4,4214.3,8.8,12.9,162.27,0.837,-0.986,-0.39,-0.216,2.436,-0.389,0.115,1.407,2814.0
2026-09-10 00:00:00+00:00,1343.8,1864.5,2.1,200.3,191.5,0.0,507.4,0.2,2.0,33.2,21.5,14.1,133.0,1.1,4309.2,4175.1,8.5,12.4,164.06,0.76,-0.997,-0.406,-0.275,2.539,-0.406,0.071,1.287,2572.9999999999995
2026-09-10 00:15:00+00:00,1252.0,1864.5,2.1,200.6,189.1,0.0,534.6,0.2,2.0,45.2,21.3,14.0,118.9,0.6,4287.9,4168.4,8.2,11.8,166.18,0.785,-1.004,-0.431,-0.275,2.554,-0.393,0.071,1.307,2614.0
2026-09-10 00:30:00+00:00,1310.5,1864.0,2.1,200.3,189.3,0.0,524.9,0.2,2.0,42.1,21.3,14.0,126.9,0.9,4293.0,4165.3,8.4,12.1,163.7,0.765,-0.973,-0.411,-0.275,2.485,-0.396,0.071,1.266,2532.0
2026-09-10 00:45:00+00:00,1296.7,1864.2,2.1,200.3,190.1,0.0,509.5,0.2,2.0,32.4,21.4,14.3,133.6,0.4,4262.1,4128.1,8.6,12.4,164.06,0.773,-0.986,-0.438,-0.275,2.545,-0.379,0.071,1.311,2622.0
2026-09-10 01:00:00+00:00,1200.9,1864.4,2.1,200.0,189.8,0.0,515.8,0.2,2.0,41.2,21.4,14.4,138.6,0.0,4221.4,4082.8,8.8,12.4,163.86,0.78,-0.989,-0.474,-0.263,2.567,-0.359,0.014,1.275,2551.0
2026-09-10 01:15:00+00:00,1205.9,1864.2,2.1,200.3,189.1,0.0,503.6,0.2,2.0,44.1,21.3,14.6,141.5,0.0,4189.4,4047.8,8.9,12.6,167.91,0.696,-0.933,-0.47,-0.263,2.518,-0.355,0.014,1.206,2412.9999999999995
2026-09-10 01:30:00+00:00,1247.5,1863.6,2.1,200.4,190.7,0.0,492.2,0.2,2.0,25.9,21.3,15.0,137.4,0.0,4199.8,4062.3,8.8,12.6,165.99,0.687,-0.926,-0.471,-0.263,2.545,-0.354,0.014,1.232,2464.0
2026-09-10 01:45:00+00:00,1287.0,1863.9,2.1,200.6,183.8,0.0,512.4,0.2,2.0,32.3,21.3,14.6,132.4,0.0,4253.2,4120.8,8.6,12.3,167.01,0.664,-0.908,-0.454,-0.263,2.535,-0.36,0.014,1.227,2455.0000000000005
2026-09-10 02:00:00+00:00,1229.3,1864.2,2.1,200.5,190.6,0.0,514.6,0.2,2.0,37.6,21.4,14.1,137.9,0.4,4240.7,4102.5,8.8,12.4,163.29,0.595,-0.853,-0.432,-0.16,2.386,-0.356,0.108,1.289,2577.0
2026-09-10 02:15:00+00:00,1339.5,1863.6,2.1,200.4,190.4,0.0,514.9,0.2,2.0,23.8,21.4,14.4,136.4,0.1,4288.7,4152.2,8.6,12.5,165.99,0.6,-0.82,-0.413,-0.16,2.362,-0.341,0.108,1.337,2673.0
2026-09-10 02:30:00+00:00,1322.7,1863.5,2.1,200.3,188.8,0.0,518.1,0.2,2.0,29.9,21.4,14.4,128.3,0.1,4289.7,4161.3,8.4,12.2,171.36,0.546,-0.806,-0.383,-0.16,2.314,-0.346,0.108,1.274,2547.0
2026-09-10 02:45:00+00:00,1332.0,1862.9,2.1,200.4,189.5,0.0,533.1,0.2,2.0,29.3,21.3,13.8,123.1,0.0,4373.0,4249.8,8.1,12.0,178.03,0.568,-0.778,-0.406,-0.16,2.341,-0.321,0.108,1.353,2705.0
2026-09-10 03:00:00+00:00,1469.7,1863.5,2.1,200.3,186.9,0.0,537.1,0.2,2.0,41.5,21.2,13.9,120.0,0.4,4442.5,4322.1,8.0,11.8,172.24,0.524,-0.676,-0.399,-0.078,2.229,-0.29,0.052,1.362,2724.0
2026-09-10 03:15:00+00:00,1489.5,1862.7,2.1,200.2,189.8,0.0,551.0,0.2,2.0,39.8,21.7,13.9,120.4,0.0,4513.4,4393.0,7.8,11.8,193.03,0.587,-0.684,-0.439,-0.078,2.376,-0.26,0.052,1.554,3108.0
