metric,label,value,baseline_mean,anomaly,z_score,percentile,unit
temperature_mean_c,Temperature,18.865277777777777,20.163333333333334,-1.2980555555555569,-0.6970012564730441,30.0,deg C
precipitation_total_mm,Precipitation,3.0,7.06,-4.06,-0.38156411780013433,70.0,mm
wind_speed_mean_ms,Wind,4.977777777777778,3.7269999999999994,1.2507777777777784,1.2746335007059995,90.0,m/s
pressure_mean_hpa,Pressure,1017.4013888888888,1015.4566666666666,1.9447222222222535,0.3802409676142015,70.0,hPa
cloud_cover_mean_pct,Cloud,76.41666666666667,47.36666666666666,29.05000000000001,1.0175570024545304,80.0,%
shortwave_total_wh_m2,Solar radiation,8800.0,12407.777778770402,-3607.7777787704017,-1.182831377923675,20.0,Wh/m2
