temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
19.5,0.2,3.73,1016.0,60.0,3866.666666976,2.82,-2.6199999999999997,1991
17.5,0.0,3.31,1018.6,71.0,2219.4444446220004,2.03,-2.03,1992
17.5,3.0,5.32,1013.9,38.0,4469.444444802,3.28,-0.2799999999999998,1993
18.3,0.9,5.74,1011.1,70.0,3247.2222224820002,3.1,-2.2,1994
15.6,0.0,2.96,1016.4,77.0,3316.666666932,2.2,-2.2,1995
10.9,4.9,3.4,1014.0,99.0,1111.1111112,0.88,4.0200000000000005,1996
14.4,0.0,1.34,1027.6,4.0,4733.333333712,2.84,-2.84,1997
13.7,11.1,4.62,1008.8,100.0,1452.7777778940003,0.93,10.17,1998
19.2,0.0,3.16,1011.4,76.0,3547.222222506,2.66,-2.66,1999
16.5,12.0,6.54,1008.3,79.0,3213.8888891460006,2.45,9.55,2000
12.6,6.4,5.99,1007.0,90.0,1780.5555556980003,1.14,5.260000000000001,2001
12.0,0.1,3.41,1014.3,82.0,3194.4444447,1.95,-1.8499999999999999,2002
17.6,0.0,2.63,1020.8,40.0,4869.444444834001,3.27,-3.27,2003
15.4,0.0,7.14,1024.6,61.0,4288.888889232,3.67,-3.67,2004
17.9,2.3,5.46,1007.2,76.0,3772.2222225240002,2.88,-0.5800000000000001,2005
19.9,1.5,4.64,1015.3,89.0,3683.333333628,3.29,-1.79,2006
17.9,0.0,5.42,1017.5,11.0,4558.333333698,3.56,-3.56,2007
9.9,5.3,5.24,1015.0,100.0,755.5555556160001,0.7,4.6,2008
18.9,0.0,2.3,1013.1,95.0,1986.1111112700003,1.54,-1.54,2009
16.4,8.0,2.36,1012.8,95.0,1386.111111222,0.91,7.09,2010
17.3,0.0,3.44,1017.6,23.0,4888.8888892800005,3.31,-3.31,2011
17.9,0.0,2.65,1017.0,54.0,2725.0000002180004,2.15,-2.15,2012
16.1,10.1,6.88,998.9,96.0,1755.5555556960003,1.53,8.57,2013
17.1,0.0,2.69,1018.9,78.0,3825.0000003060004,2.49,-2.49,2014
27.1,0.0,8.49,1010.0,41.0,4777.77777816,6.02,-6.02,2015
22.4,2.9,4.12,1010.8,64.0,3716.6666669640003,3.17,-0.27,2016
18.1,6.7,5.24,1010.6,78.0,3350.0000002680003,2.35,4.35,2017
17.5,0.0,2.44,1024.1,40.0,4788.888889272,3.2,-3.2,2018
19.1,1.8,5.64,1012.6,71.0,2644.444444656,2.64,-0.8400000000000001,2019
21.9,0.5,5.03,1017.0,80.0,3461.1111113880006,3.68,-3.18,2020
