time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,day_ahead_price_eur_mwh,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-08-13 22:00:00+00:00,2859.9,415.1,3.9,115.7,283.7,0.0,915.5,0.2,4.5,57.0,16.0,15.5,26.3,0.3,4617.2,4590.6,3.8,9.4,185.7,0.043,-0.103,-0.093,0.157,2.501,-0.179,0.446,2.772,5544.000000000001
2026-08-13 22:15:00+00:00,2780.3,418.1,3.9,115.9,247.1,0.0,920.1,0.2,4.5,79.7,15.9,14.4,27.6,0.3,4523.4,4495.4,3.9,9.5,159.2,-0.021,-0.109,-0.079,0.157,2.469,-0.228,0.446,2.635,5270.0
2026-08-13 22:30:00+00:00,2598.0,419.3,3.9,127.6,241.5,0.0,893.4,0.2,4.5,72.3,16.0,13.5,28.8,0.1,4429.8,4400.9,4.2,10.3,156.53,-0.041,-0.103,-0.07,0.157,2.416,-0.237,0.446,2.568,5136.0
2026-08-13 22:45:00+00:00,2543.1,419.4,3.9,135.6,239.4,0.0,900.9,0.2,4.5,56.9,16.0,13.8,30.6,0.1,4355.1,4324.4,4.5,10.9,151.33,-0.048,-0.088,-0.07,0.157,2.338,-0.244,0.446,2.491,4982.0
2026-08-13 23:00:00+00:00,2427.7,419.6,3.8,137.8,223.0,0.0,903.4,0.2,4.5,76.5,15.9,13.1,38.1,0.1,4267.8,4229.7,4.8,11.3,162.49,-0.112,-0.2,-0.084,0.153,2.486,-0.298,0.486,2.432,4863.0
2026-08-13 23:15:00+00:00,2410.2,419.4,3.8,145.7,208.8,0.0,898.4,0.2,4.5,47.4,15.9,13.5,51.2,0.0,4205.3,4154.1,5.4,12.6,152.81,-0.154,-0.186,-0.069,0.153,2.457,-0.312,0.486,2.375,4750.0
2026-08-13 23:30:00+00:00,2308.7,419.5,3.9,156.7,208.0,0.0,894.1,0.2,4.5,49.3,15.9,13.6,63.8,0.0,4131.6,4067.8,6.1,13.8,148.62,-0.21,-0.164,-0.07,0.153,2.404,-0.327,0.486,2.271,4543.0
2026-08-13 23:45:00+00:00,2223.8,419.5,3.8,163.8,206.8,0.0,894.1,0.2,4.5,43.4,15.9,13.3,66.7,0.1,4087.8,4021.1,6.4,14.3,146.35,-0.234,-0.169,-0.067,0.153,2.389,-0.342,0.486,2.216,4431.999999999999
2026-08-14 00:00:00+00:00,2191.9,419.4,3.8,165.0,205.9,0.0,881.8,0.2,4.5,64.3,15.9,13.4,57.9,0.1,4042.5,3984.5,6.3,13.9,147.4,-0.172,-0.298,-0.147,0.094,2.594,-0.324,0.415,2.163,4324.999999999999
2026-08-14 00:15:00+00:00,2268.5,419.5,3.8,165.0,206.5,0.0,881.7,0.2,4.6,42.5,15.9,13.3,46.9,0.0,4016.3,3969.4,6.1,13.5,146.34,-0.16,-0.289,-0.139,0.094,2.573,-0.308,0.415,2.187,4372.999999999999
