metric,label,value,baseline_mean,anomaly,z_score,percentile,unit
temperature_mean_c,Temperature,25.47638888888889,23.766666666666666,1.7097222222222257,0.6537073928312385,70.0,deg C
precipitation_total_mm,Precipitation,0.0,4.470000000000001,-4.470000000000001,-0.7274488421470275,20.0,mm
wind_speed_mean_ms,Wind,4.713611111111111,3.8526666666666665,0.8609444444444443,1.153605275768774,90.0,m/s
pressure_mean_hpa,Pressure,1017.7055555555554,1015.2666666666668,2.4388888888886413,0.6857560397439179,70.0,hPa
cloud_cover_mean_pct,Cloud,6.319444444444445,40.06666666666667,-33.74722222222223,-1.5881246023896223,0.0,%
shortwave_total_wh_m2,Solar radiation,19788.0,16128.333334623603,3659.666665376397,1.8275602374569426,100.0,Wh/m2
