time,product,source_file
2026-08-14T05:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260814_0540.png
2026-08-14T08:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260814_0840.png
2026-08-14T11:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260814_1140.png
2026-08-14T14:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260814_1440.png
2026-08-14T17:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260814_1740.png
2026-08-14T20:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260814_2040.png
2026-08-14T23:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260814_2340.png
2026-08-15T02:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260815_0240.png
2026-08-15T05:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260815_0540.png
2026-08-15T08:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260815_0840.png
2026-08-15T11:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260815_1140.png
2026-08-15T14:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260815_1440.png
2026-08-15T17:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260815_1740.png
2026-08-15T20:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260815_2040.png
2026-08-15T23:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260815_2340.png
2026-08-16T02:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260816_0240.png
2026-08-16T05:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260816_0540.png
2026-08-16T08:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260816_0840.png
2026-08-16T11:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260816_1140.png
2026-08-16T14:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260816_1440.png
2026-08-16T17:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260816_1740.png
2026-08-16T20:40:00+00:00,AirmassRGB,satellite_MSG-AirmassRGB-20260816_2040.png
2026-08-14T05:40:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260814_0540.png
2026-08-14T08:40:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260814_0840.png
2026-08-14T11:40:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260814_1140.png
2026-08-14T14:40:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260814_1440.png
2026-08-14T17:40:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260814_1740.png
2026-08-15T03:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260815_0310.png
2026-08-15T06:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260815_0610.png
2026-08-15T09:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260815_0910.png
2026-08-15T12:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260815_1210.png
2026-08-15T15:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260815_1510.png
2026-08-15T18:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260815_1810.png
2026-08-16T03:10:00+00:00,NaturalRGB,satellite_MSG-NaturalRGB-20260816_0310.png
