start_date,end_date,similarity,distance,character,metrics
2022-08-02,2022-08-04,97.0,0.247,"warm, dry, bright","{'temperature_mean_c': 24.666666666666675, 'precipitation_total_mm': 0.3999999999999858, 'wind_speed_10m_mean_ms': 2.6933333333333316, 'shortwave_total_mj_m2': 69.79000000000006, 'cloud_cover_mean_pct': 17.0, 'pressure_mean_hpa': 1016.3333333333336}"
2022-07-19,2022-07-21,96.6,0.265,"warm, dry, bright","{'temperature_mean_c': 26.733333333333345, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.609999999999998, 'shortwave_total_mj_m2': 74.89000000000007, 'cloud_cover_mean_pct': 10.333333333333334, 'pressure_mean_hpa': 1019.2333333333336}"
2013-08-04,2013-08-06,95.4,0.306,"warm, dry, bright","{'temperature_mean_c': 25.8, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.3466666666666653, 'shortwave_total_mj_m2': 70.75000000000001, 'cloud_cover_mean_pct': 12.0, 'pressure_mean_hpa': 1016.8333333333334}"
2017-08-25,2017-08-27,95.0,0.321,"warm, dry","{'temperature_mean_c': 24.066666666666674, 'precipitation_total_mm': 0.4999999999999929, 'wind_speed_10m_mean_ms': 2.7599999999999976, 'shortwave_total_mj_m2': 63.71000000000005, 'cloud_cover_mean_pct': 14.666666666666666, 'pressure_mean_hpa': 1016.9666666666666}"
2025-08-09,2025-08-11,94.2,0.345,"warm, dry, bright","{'temperature_mean_c': 25.200000000000006, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 3.166666666666663, 'shortwave_total_mj_m2': 73.26000000000003, 'cloud_cover_mean_pct': 6.333333333333333, 'pressure_mean_hpa': 1020.4333333333337}"
