time,temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,cloud_cover,pressure_msl,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,sunshine_duration,rain,snowfall,vapour_pressure_deficit,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2026-08-09 22:00:00+00:00,22.5,11.0,48,0.0,3,1017.5,2.79,6.07,36,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.07,23.4,25.3,22.7,16.8,0.107,0.147,0.165,0.249
2026-08-09 23:00:00+00:00,21.5,11.4,53,0.0,2,1017.6,2.66,5.42,40,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.06,22.6,25.1,22.7,16.8,0.107,0.147,0.165,0.249
2026-08-10 00:00:00+00:00,19.2,10.7,58,0.0,0,1017.4,2.84,4.61,39,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.05,21.5,24.6,22.2,16.8,0.134,0.147,0.165,0.249
2026-08-10 01:00:00+00:00,18.4,11.0,62,0.0,0,1017.3,2.36,4.96,69,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.03,20.7,24.4,22.2,16.8,0.134,0.147,0.165,0.249
2026-08-10 02:00:00+00:00,17.3,11.5,69,0.0,0,1017.4,1.38,3.7,103,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.01,20.0,24.2,22.2,16.8,0.133,0.147,0.165,0.249
2026-08-10 03:00:00+00:00,16.5,11.9,74,0.0,0,1017.4,1.18,3.34,102,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,19.3,24.0,22.2,16.8,0.133,0.147,0.165,0.249
2026-08-10 04:00:00+00:00,16.7,11.8,73,0.0,0,1017.3,1.03,2.51,61,1.8,11.0,4.0,7.0,502.13,0.0,0.0,0.52,0.01,18.7,23.7,22.2,16.8,0.133,0.147,0.165,0.249
2026-08-10 05:00:00+00:00,18.9,12.6,67,0.0,0,1017.3,1.44,2.15,76,3.0,118.0,74.0,44.0,3600.0,0.0,0.0,0.72,0.07,19.1,23.5,22.2,16.8,0.133,0.147,0.165,0.249
2026-08-10 06:00:00+00:00,21.6,13.1,58,0.0,0,1017.6,0.55,1.74,95,2.9,284.0,214.0,70.0,3600.0,0.0,0.0,1.07,0.16,20.5,23.4,22.2,16.8,0.131,0.147,0.165,0.249
2026-08-10 07:00:00+00:00,24.8,13.9,51,0.0,0,1017.8,0.21,0.35,256,2.4,455.0,370.0,85.0,3600.0,0.0,0.0,1.54,0.28,22.5,23.3,22.2,16.8,0.13,0.147,0.165,0.249
2026-08-10 08:00:00+00:00,27.6,13.1,41,0.0,0,1017.8,0.78,1.03,243,3.5,610.0,515.0,95.0,3600.0,0.0,0.0,2.19,0.42,24.7,23.3,22.2,16.8,0.127,0.147,0.165,0.249
