time,temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,cloud_cover,pressure_msl,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,sunshine_duration,rain,snowfall,vapour_pressure_deficit,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2026-08-13 22:00:00+00:00,21.1,7.2,41,0.0,0,1022.6,4.39,7.93,24,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.13,24.1,25.4,22.0,17.1,0.092,0.146,0.163,0.247
2026-08-13 23:00:00+00:00,20.3,7.1,43,0.0,0,1022.4,4.3,7.88,23,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.12,23.2,25.2,22.0,17.1,0.092,0.146,0.163,0.247
2026-08-14 00:00:00+00:00,18.2,7.3,49,0.0,0,1022.3,3.88,7.36,22,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.09,21.8,24.9,21.8,17.1,0.092,0.146,0.163,0.247
2026-08-14 01:00:00+00:00,17.7,7.2,50,0.0,0,1021.8,3.81,7.13,23,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.08,21.1,24.7,21.8,17.1,0.092,0.146,0.163,0.247
2026-08-14 02:00:00+00:00,17.3,7.3,52,0.0,0,1021.6,3.87,7.27,25,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.08,20.5,24.5,21.8,17.1,0.092,0.146,0.163,0.247
2026-08-14 03:00:00+00:00,17.0,7.3,53,0.0,0,1021.4,3.94,7.4,26,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.08,19.9,24.3,21.8,17.1,0.092,0.146,0.163,0.247
2026-08-14 04:00:00+00:00,17.1,7.4,53,0.0,0,1021.3,4.11,7.68,32,7.6,7.0,2.0,5.0,0.0,0.0,0.0,0.92,0.08,19.5,24.1,21.8,17.1,0.092,0.146,0.163,0.247
2026-08-14 05:00:00+00:00,18.7,7.8,49,0.0,0,1021.4,3.58,8.51,30,7.6,103.0,61.0,42.0,3600.0,0.0,0.0,1.1,0.12,19.7,23.9,21.8,17.1,0.092,0.146,0.163,0.247
2026-08-14 06:00:00+00:00,20.8,8.0,44,0.0,6,1021.5,3.83,6.05,40,8.7,263.0,192.0,71.0,3600.0,0.0,0.0,1.39,0.22,20.8,23.7,21.8,17.1,0.092,0.146,0.163,0.247
2026-08-14 07:00:00+00:00,23.1,8.3,39,0.0,5,1021.2,3.78,5.32,61,9.0,423.0,328.0,95.0,3600.0,0.0,0.0,1.73,0.33,22.5,23.6,21.8,17.1,0.092,0.146,0.163,0.247
2026-08-14 08:00:00+00:00,25.2,9.2,36,0.0,1,1021.2,3.74,5.14,82,9.1,579.0,471.0,108.0,3600.0,0.0,0.0,2.03,0.44,24.5,23.5,21.8,17.1,0.092,0.146,0.163,0.247
2026-08-14 09:00:00+00:00,26.8,10.1,35,0.0,0,1021.1,3.69,5.0,103,9.4,706.0,598.0,108.0,3600.0,0.0,0.0,2.28,0.53,26.7,23.6,21.8,17.1,0.092,0.146,0.163,0.247
2026-08-14 10:00:00+00:00,28.3,10.2,32,0.0,0,1020.9,3.2,4.32,115,9.3,787.0,673.0,114.0,3600.0,0.0,0.0,2.59,0.6,28.8,23.7,21.8,17.1,0.091,0.146,0.163,0.247
2026-08-14 11:00:00+00:00,29.4,9.9,30,0.0,3,1020.3,2.57,3.41,127,8.6,821.0,706.0,115.0,3600.0,0.0,0.0,2.88,0.62,30.8,24.0,21.8,17.1,0.091,0.146,0.163,0.247
2026-08-14 12:00:00+00:00,30.8,9.6,27,0.0,57,1019.6,2.18,2.76,127,7.5,748.0,602.0,146.0,3600.0,0.0,0.0,3.25,0.59,32.6,24.3,21.8,17.1,0.091,0.146,0.163,0.247
2026-08-14 13:00:00+00:00,30.9,9.0,26,0.0,68,1018.9,2.22,2.91,121,6.7,648.0,500.0,148.0,3600.0,0.0,0.0,3.31,0.52,33.5,24.6,21.8,17.2,0.091,0.146,0.163,0.247
2026-08-14 14:00:00+00:00,31.0,8.6,25,0.0,96,1018.5,2.57,3.36,117,6.9,511.0,338.0,173.0,3600.0,0.0,0.0,3.36,0.45,33.7,24.9,21.8,17.2,0.091,0.146,0.163,0.247
2026-08-14 15:00:00+00:00,30.6,8.4,25,0.0,51,1018.1,2.56,3.42,111,6.9,380.0,242.0,138.0,3600.0,0.0,0.0,3.29,0.36,33.4,25.2,21.8,17.2,0.091,0.146,0.163,0.247
2026-08-14 16:00:00+00:00,30.2,8.3,25,0.0,52,1017.9,2.31,3.14,108,6.5,240.0,130.0,110.0,3600.0,0.0,0.0,3.19,0.25,32.6,25.5,21.8,17.2,0.091,0.146,0.163,0.247
2026-08-14 17:00:00+00:00,29.1,8.5,27,0.0,23,1017.6,1.86,2.95,85,5.6,107.0,48.0,59.0,3600.0,0.0,0.0,2.92,0.15,31.5,25.6,21.8,17.2,0.091,0.146,0.163,0.247
2026-08-14 18:00:00+00:00,26.4,9.8,35,0.0,19,1018.0,1.54,3.89,36,3.4,20.0,8.0,12.0,1600.5,0.0,0.0,2.23,0.06,29.6,25.8,21.8,17.2,0.091,0.146,0.163,0.247
2026-08-14 19:00:00+00:00,25.4,9.9,37,0.0,3,1018.3,2.32,4.91,57,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.08,28.1,25.8,21.9,17.2,0.091,0.146,0.163,0.247
2026-08-14 20:00:00+00:00,24.6,9.8,39,0.0,9,1018.5,2.84,5.66,66,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.1,26.9,25.8,21.9,17.2,0.091,0.146,0.163,0.247
