time,cape,convective_inhibition,freezing_level_height,boundary_layer_height,total_column_integrated_water_vapour,wet_bulb_temperature_2m
2026-08-14 00:00:00+00:00,0.0,0.0,3830.0,250.0,19.5,11.9
2026-08-14 01:00:00+00:00,0.0,0.0,3850.0,220.0,19.6,11.6
2026-08-14 02:00:00+00:00,0.0,0.0,3820.0,210.0,19.9,11.5
2026-08-14 03:00:00+00:00,0.0,0.0,3780.0,220.0,20.7,11.2
2026-08-14 04:00:00+00:00,0.0,0.0,3760.0,250.0,21.6,11.0
2026-08-14 05:00:00+00:00,0.0,0.0,3740.0,345.0,22.2,11.5
2026-08-14 06:00:00+00:00,0.0,0.0,3780.0,515.0,24.2,12.7
2026-08-14 07:00:00+00:00,0.0,0.0,3790.0,725.0,24.7,14.2
2026-08-14 08:00:00+00:00,0.0,0.0,3750.0,970.0,24.6,15.3
2026-08-14 09:00:00+00:00,0.0,0.0,3790.0,1210.0,24.6,16.5
2026-08-14 10:00:00+00:00,0.0,0.0,3770.0,1805.0,24.5,17.3
2026-08-14 11:00:00+00:00,0.0,0.0,3770.0,2280.0,24.3,17.9
2026-08-14 12:00:00+00:00,0.0,0.0,3790.0,2780.0,25.8,18.0
2026-08-14 13:00:00+00:00,0.0,0.0,3790.0,2865.0,25.7,18.0
2026-08-14 14:00:00+00:00,0.0,0.0,3850.0,2870.0,25.3,18.1
2026-08-14 15:00:00+00:00,0.0,0.0,3870.0,2815.0,25.2,18.0
2026-08-14 16:00:00+00:00,0.0,0.0,3860.0,2485.0,24.9,17.8
2026-08-14 17:00:00+00:00,0.0,0.0,3890.0,305.0,24.6,17.6
2026-08-14 18:00:00+00:00,0.0,0.0,3900.0,105.0,26.7,17.0
2026-08-14 19:00:00+00:00,0.0,0.0,3940.0,150.0,26.2,16.4
2026-08-14 20:00:00+00:00,0.0,0.0,3880.0,165.0,25.8,16.2
2026-08-14 21:00:00+00:00,0.0,0.0,3810.0,155.0,25.5,15.8
2026-08-14 22:00:00+00:00,0.0,0.0,3780.0,120.0,25.2,15.1
2026-08-14 23:00:00+00:00,0.0,0.0,3760.0,95.0,25.0,14.6
2026-08-15 00:00:00+00:00,0.0,0.0,3710.0,115.0,25.3,13.9
2026-08-15 01:00:00+00:00,0.0,0.0,3710.0,130.0,24.5,13.7
2026-08-15 02:00:00+00:00,0.0,0.0,3730.0,120.0,24.2,13.5
2026-08-15 03:00:00+00:00,0.0,0.0,3790.0,65.0,23.5,13.5
2026-08-15 04:00:00+00:00,0.0,0.0,3820.0,60.0,23.0,13.4
2026-08-15 05:00:00+00:00,0.0,0.0,3840.0,140.0,22.5,14.3
2026-08-15 06:00:00+00:00,0.0,0.0,3830.0,315.0,24.1,15.6
2026-08-15 07:00:00+00:00,0.0,0.0,3830.0,550.0,24.3,16.2
2026-08-15 08:00:00+00:00,0.0,0.0,3860.0,770.0,24.6,16.7
2026-08-15 09:00:00+00:00,0.0,0.0,3780.0,1200.0,24.8,17.4
2026-08-15 10:00:00+00:00,0.0,0.0,3870.0,2145.0,24.7,18.0
2026-08-15 11:00:00+00:00,0.0,0.0,3900.0,2260.0,24.5,18.0
2026-08-15 12:00:00+00:00,0.0,0.0,3910.0,2785.0,24.6,17.9
2026-08-15 13:00:00+00:00,0.0,0.0,3930.0,2895.0,24.0,18.0
2026-08-15 14:00:00+00:00,0.0,0.0,3710.0,2770.0,23.8,17.7
2026-08-15 15:00:00+00:00,0.0,0.0,4010.0,2550.0,23.7,17.5
2026-08-15 16:00:00+00:00,0.0,0.0,3980.0,1570.0,23.6,17.4
2026-08-15 17:00:00+00:00,0.0,0.0,3990.0,50.0,22.6,16.9
2026-08-15 18:00:00+00:00,0.0,0.0,4130.0,50.0,22.6,16.5
2026-08-15 19:00:00+00:00,0.0,0.0,4170.0,130.0,22.2,16.1
