time,station_id,precipitation_mm,temperature_c,visibility_m,pressure_msl_hpa,relative_humidity_pct,wind_speed_ms,wind_direction_deg,wind_gust_ms
2026-07-29 22:00:00+00:00,64711,0.0,20.9,20000,1009.0,50,3.2,81,3.6
2026-07-29 22:10:00+00:00,64711,0.0,20.9,20000,1009.0,50,3.4,83,4.0
2026-07-29 22:20:00+00:00,64711,0.0,20.6,20000,1009.0,51,3.6,85,4.1
2026-07-29 22:30:00+00:00,64711,0.0,20.3,20000,1009.0,51,3.5,84,4.2
2026-07-29 22:40:00+00:00,64711,0.0,20.1,20000,1009.0,53,3.4,81,3.9
2026-07-29 22:50:00+00:00,64711,0.0,20.0,20000,1008.9,53,3.3,82,3.7
2026-07-29 23:00:00+00:00,64711,0.0,19.7,20000,1009.0,54,2.9,79,3.3
2026-07-29 23:10:00+00:00,64711,0.0,19.6,20000,1008.9,54,3.0,83,3.8
2026-07-29 23:20:00+00:00,64711,0.0,19.5,20000,1008.9,55,3.2,84,3.9
2026-07-29 23:30:00+00:00,64711,0.0,19.3,20000,1008.9,55,3.3,81,4.0
2026-07-29 23:40:00+00:00,64711,0.0,19.3,20000,1008.9,55,3.0,84,3.4
2026-07-29 23:50:00+00:00,64711,0.0,19.3,20000,1008.9,55,3.0,84,3.6
2026-07-30 00:00:00+00:00,64711,0.0,19.2,20000,1008.9,55,2.8,85,3.3
2026-07-30 00:10:00+00:00,64711,0.0,19.0,20000,1008.8,55,2.7,80,3.3
2026-07-30 00:20:00+00:00,64711,0.0,18.4,20000,1008.8,58,2.2,82,3.1
2026-07-30 00:30:00+00:00,64711,0.0,17.7,20000,1008.8,60,2.1,83,3.1
2026-07-30 00:40:00+00:00,64711,0.0,18.6,20000,1008.7,58,2.5,84,3.2
2026-07-30 00:50:00+00:00,64711,0.0,18.2,20000,1008.7,59,1.9,76,2.5
2026-07-30 01:00:00+00:00,64711,0.0,18.5,20000,1008.7,58,2.5,72,2.9
2026-07-30 01:10:00+00:00,64711,0.0,18.5,20000,1008.6,57,2.0,74,2.8
2026-07-30 01:20:00+00:00,64711,0.0,18.2,20000,1008.6,58,1.5,76,1.9
2026-07-30 01:30:00+00:00,64711,0.0,18.0,20000,1008.6,59,1.4,63,1.8
2026-07-30 01:40:00+00:00,64711,0.0,17.9,20000,1008.6,59,2.0,52,2.3
2026-07-30 01:50:00+00:00,64711,0.0,17.4,20000,1008.6,60,2.0,51,2.2
2026-07-30 02:00:00+00:00,64711,0.0,16.4,20000,1008.6,63,1.9,58,2.1
2026-07-30 02:10:00+00:00,64711,0.0,17.0,20000,1008.6,63,1.8,57,2.1
2026-07-30 02:20:00+00:00,64711,0.0,17.1,20000,1008.6,62,1.8,53,2.1
2026-07-30 02:30:00+00:00,64711,0.0,17.2,20000,1008.6,62,1.8,54,2.1
2026-07-30 02:40:00+00:00,64711,0.0,16.9,20000,1008.5,63,1.7,54,2.0
2026-07-30 02:50:00+00:00,64711,0.0,17.1,20000,1008.5,63,1.4,52,1.7
2026-07-30 03:00:00+00:00,64711,0.0,17.5,20000,1008.4,62,1.2,59,1.5
2026-07-30 03:10:00+00:00,64711,0.0,17.6,20000,1008.4,61,1.1,62,1.4
2026-07-30 03:20:00+00:00,64711,0.0,17.7,20000,1008.5,61,1.0,52,1.4
2026-07-30 03:30:00+00:00,64711,0.0,17.6,20000,1008.6,61,1.2,43,1.5
