start_date,end_date,similarity,distance,character,metrics
2015-07-05,2015-07-07,94.9,0.323,"warm, dry, bright","{'temperature_mean_c': 27.533333333333335, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 1.9699999999999978, 'shortwave_total_mj_m2': 79.14000000000003, 'cloud_cover_mean_pct': 12.333333333333334, 'pressure_mean_hpa': 1015.6666666666665}"
2017-08-01,2017-08-03,94.4,0.338,"warm, dry, bright","{'temperature_mean_c': 28.733333333333338, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 1.8599999999999977, 'shortwave_total_mj_m2': 74.16000000000005, 'cloud_cover_mean_pct': 12.333333333333334, 'pressure_mean_hpa': 1017.5999999999999}"
2022-07-20,2022-07-22,94.1,0.349,"warm, dry, bright","{'temperature_mean_c': 28.13333333333334, 'precipitation_total_mm': 0.0999999999999858, 'wind_speed_10m_mean_ms': 2.6433333333333313, 'shortwave_total_mj_m2': 79.99000000000007, 'cloud_cover_mean_pct': 10.0, 'pressure_mean_hpa': 1017.266666666667}"
2021-07-07,2021-07-09,93.5,0.366,"warm, dry, bright","{'temperature_mean_c': 27.800000000000008, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.039999999999998, 'shortwave_total_mj_m2': 76.98000000000006, 'cloud_cover_mean_pct': 19.333333333333332, 'pressure_mean_hpa': 1016.6333333333337}"
2017-08-09,2017-08-11,90.6,0.445,"warm, dry","{'temperature_mean_c': 27.200000000000006, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.2799999999999976, 'shortwave_total_mj_m2': 70.25000000000006, 'cloud_cover_mean_pct': 5.0, 'pressure_mean_hpa': 1015.5333333333332}"
