time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,day_ahead_price_eur_mwh,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-09-12 22:00:00+00:00,1435.1,1876.9,2.8,202.2,185.6,0.0,220.9,0.2,2.1,76.1,23.2,20.3,0.2,0.3,4052.4,4051.9,6.0,9.2,,0.021,-0.482,-0.196,-0.09,1.802,-0.21,0.609,1.454,2908.0000000000005
2026-09-12 22:15:00+00:00,1354.2,1876.4,2.8,202.2,179.7,0.0,213.2,0.2,2.1,36.5,21.9,20.2,0.3,0.1,3976.5,3976.1,6.0,9.4,,-0.036,-0.49,-0.192,-0.09,1.844,-0.233,0.609,1.411,2823.0
2026-09-12 22:30:00+00:00,1328.2,1876.1,2.8,202.4,170.7,0.0,209.5,0.2,2.1,34.5,23.0,20.3,0.4,0.1,3908.2,3907.8,6.2,9.5,,-0.115,-0.454,-0.181,-0.09,1.797,-0.24,0.609,1.326,2652.0
2026-09-12 22:45:00+00:00,1287.5,1876.5,2.9,202.0,159.0,0.0,198.5,0.2,2.1,24.6,23.7,20.2,0.2,0.1,3833.0,3832.7,6.3,9.6,,-0.139,-0.443,-0.17,-0.09,1.717,-0.253,0.609,1.232,2463.0
2026-09-12 23:00:00+00:00,1244.9,1877.2,3.0,201.8,143.0,0.0,201.2,0.2,2.1,25.9,23.9,20.3,0.1,0.1,3762.4,3762.2,6.4,9.7,,-0.289,-0.37,-0.119,0.037,1.561,-0.298,0.762,1.283,2567.0
2026-09-12 23:15:00+00:00,1200.0,1877.4,3.0,202.2,135.3,0.0,197.5,0.2,2.1,23.9,23.6,20.5,0.2,0.1,3708.7,3708.3,6.5,9.7,,-0.337,-0.38,-0.141,0.037,1.6,-0.317,0.762,1.224,2448.0
2026-09-12 23:30:00+00:00,1196.4,1877.4,3.0,202.1,124.5,0.0,192.0,0.2,2.1,24.1,23.5,20.3,0.3,0.1,3668.1,3667.7,6.6,9.8,,-0.423,-0.326,-0.087,0.037,1.492,-0.337,0.762,1.118,2236.0
2026-09-12 23:45:00+00:00,1152.4,1877.2,3.0,202.4,121.7,0.0,182.2,0.2,2.1,24.0,23.2,20.8,0.4,0.1,3637.1,3636.7,6.6,9.8,,-0.399,-0.327,-0.101,0.037,1.471,-0.327,0.762,1.116,2232.0
2026-09-13 00:00:00+00:00,1224.4,1877.7,3.0,202.1,122.3,0.0,169.0,0.2,2.1,26.6,23.2,20.2,0.3,0.5,3618.0,3617.3,6.7,9.9,,-0.419,-0.364,-0.073,0.02,1.524,-0.336,0.818,1.171,2341.0
2026-09-13 00:15:00+00:00,1187.0,1877.3,3.0,201.9,121.2,0.0,164.7,0.2,2.1,24.1,22.8,20.0,0.1,0.1,3590.2,3589.9,6.7,9.9,,-0.461,-0.328,-0.054,0.02,1.485,-0.331,0.818,1.149,2298.0
2026-09-13 00:30:00+00:00,1188.6,1877.0,3.0,202.0,121.1,0.0,159.1,0.2,2.1,23.2,22.7,20.4,0.0,0.2,3591.2,3591.1,6.7,9.9,,-0.474,-0.315,-0.044,0.02,1.452,-0.34,0.818,1.118,2235.0000000000005
2026-09-13 00:45:00+00:00,1147.5,1877.0,2.9,201.9,121.4,0.0,157.7,0.2,2.1,23.1,22.7,20.2,0.0,0.2,3594.6,3594.3,6.7,9.9,,-0.465,-0.312,-0.055,0.02,1.449,-0.326,0.818,1.129,2258.0
