time,poa_irradiance_w_m2,pv_power_kw_per_kwp,pv_cell_temperature_c,air_density_kg_m3,hub_wind_speed_ms,density_corrected_wind_ms,wind_capacity_factor,wind_power_density_w_m2
2026-09-08 22:00:00+00:00,0.0,0.0,21.0,1.1965872355556093,6.23,6.18145633334356,0.12298408813725611,144.67000952690202
2026-09-08 23:00:00+00:00,0.0,0.0,19.9,1.2008287135882414,6.1,6.059612136855838,0.11493373753205077,136.2826511194863
2026-09-09 00:00:00+00:00,0.0,0.0,18.3,1.2073357402197429,6.58,6.548219313294472,0.1491959139137619,171.97912785997676
2026-09-09 01:00:00+00:00,0.0,0.0,17.7,1.2093296991529776,6.42,6.392507379141934,0.13769805067853172,159.9999353250618
2026-09-09 02:00:00+00:00,0.0,0.0,17.2,1.2110142889840823,6.22,6.196238287087314,0.12398263516324638,145.71035822776778
2026-09-09 03:00:00+00:00,0.0,0.0,16.9,1.2121121532154127,6.03,6.008778815159377,0.11166931212845134,132.88156870742867
2026-09-09 04:00:00+00:00,0.0,0.0,16.6,1.2134513337684643,5.6,5.582346439423578,0.08639646279191476,106.55073471554128
2026-09-09 05:00:00+00:00,35.67459623252999,0.03517169976814297,18.254366358640624,1.2108674507573534,4.15,4.133979025738875,0.02566067181766996,43.27239169163719
2026-09-09 06:00:00+00:00,203.24838512470694,0.19498355704727657,25.17283433811086,1.203065888793686,2.81,2.7931275043340364,0.0,13.346837633127874
2026-09-09 07:00:00+00:00,423.4194941544729,0.3899433844554733,35.17222218029021,1.1897478043847571,2.06,2.0400469453018504,0.0,5.20027819616777
2026-09-09 08:00:00+00:00,633.7305511403155,0.5635849799724065,43.40800620433045,1.1779881248401287,2.04,2.0135624731902,0.0,5.000361687941374
2026-09-09 09:00:00+00:00,803.9715731687427,0.6964639273420988,49.406433678796674,1.168829040463886,2.31,2.2741386963671824,0.0,7.20372188245634
2026-09-09 10:00:00+00:00,913.0368323481715,0.7750110682882262,53.951087313387504,1.1622081113836282,2.26,2.220705885848493,0.0,6.7077863891644105
2026-09-09 11:00:00+00:00,950.8741104171784,0.8011116729215941,55.59889400241524,1.157718558308583,2.43,2.3846715790705475,0.0,8.305997962671968
2026-09-09 12:00:00+00:00,913.7819917263834,0.769285193481705,55.763149617294914,1.1511829272339906,2.47,2.4193555861632174,0.0,8.67371612214089
2026-09-09 13:00:00+00:00,802.8598861615701,0.6881903564256338,51.777689679662544,1.1500995347766918,2.91,2.8494394670847893,0.0,14.170474701493847
2026-09-09 14:00:00+00:00,628.0317861981915,0.5486273311504535,47.5088061460893,1.1497231011997022,2.89,2.8295469148119676,0.0,13.8757603430509
2026-09-09 15:00:00+00:00,411.1473332371861,0.36844366738213613,41.631414197337946,1.1506636385422544,3.03,2.9674271240264605,0.0,16.00465361562526
2026-09-09 16:00:00+00:00,177.72910950309804,0.1638142081857586,34.97207116130283,1.154877768531738,2.96,2.9024072835410086,0.0,14.975494044016159
2026-09-09 17:00:00+00:00,17.09576022144496,0.016223329020704405,27.87292222847103,1.1653420761025675,3.9,3.8356330604463227,0.01730167205957032,34.563463306164095
2026-09-09 18:00:00+00:00,0.0,0.0,26.2,1.1702761492921672,4.16,4.097108065433285,0.024559237262802236,42.124848332716304
2026-09-09 19:00:00+00:00,0.0,0.0,25.7,1.1726774199939212,3.65,3.5972754115257786,0.011493326368269273,28.511965743360953
2026-09-09 20:00:00+00:00,0.0,0.0,24.4,1.177594353817836,5.48,5.40837878415883,0.0771299905535728,96.89634478312175
2026-09-09 21:00:00+00:00,0.0,0.0,23.5,1.1809992121488064,7.65,7.557287452367489,0.23786965741942226,264.3649759531429
