temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
18.5,8.3,4.74,1013.4,88.0,2722.22222244,2.21,6.090000000000001,1990
19.2,0.0,4.58,1024.9,7.0,5172.222222636001,4.02,-4.02,1991
15.9,0.0,5.95,1022.1,5.0,5383.333333764001,4.2,-4.2,1992
14.2,1.9,3.96,1015.8,55.0,3619.444444734,2.32,-0.41999999999999993,1993
24.7,0.0,4.48,1013.8,56.0,4836.111111498,4.37,-4.37,1994
13.3,2.4,4.88,1011.3,73.0,2650.000000212,1.69,0.71,1995
18.9,7.1,3.39,1013.4,96.0,3447.2222224980005,2.31,4.789999999999999,1996
20.7,0.3,3.35,1017.8,27.0,4630.555555926001,3.17,-2.87,1997
15.8,0.0,3.11,1022.6,70.0,4361.11111146,2.96,-2.96,1998
16.8,0.0,5.71,1014.9,81.0,3883.3333336440005,2.86,-2.86,1999
18.8,0.0,3.89,1006.4,41.0,4802.777778162,3.28,-3.28,2000
17.2,1.1,4.31,1010.0,73.0,4188.888889224,2.75,-1.65,2001
20.6,0.2,7.52,1020.2,26.0,5188.888889304,4.68,-4.4799999999999995,2002
15.1,0.0,4.67,1015.7,62.0,3663.888889182,2.89,-2.89,2003
18.1,0.0,4.23,1020.5,13.0,5158.333333746001,3.72,-3.72,2004
18.8,0.0,6.62,1019.9,9.0,5491.666667106,4.57,-4.57,2005
17.2,2.8,2.24,1017.7,73.0,3577.7777780640004,2.38,0.41999999999999993,2006
18.7,0.0,4.75,1016.6,23.0,4822.222222608,3.94,-3.94,2007
20.6,0.0,3.5,1016.2,64.0,4852.777778166,4.04,-4.04,2008
20.2,0.0,2.31,1015.5,17.0,5697.222222678001,4.14,-4.14,2009
15.3,0.6,6.95,1011.4,51.0,4350.000000348001,3.16,-2.56,2010
20.8,5.2,2.35,1013.6,42.0,4452.777778134001,3.2,2.0,2011
24.5,0.0,2.69,1019.4,8.0,5661.111111564001,4.52,-4.52,2012
16.9,0.0,5.39,1019.8,64.0,3697.2222225180003,3.39,-3.39,2013
22.5,0.0,6.57,1009.3,98.0,5211.111111528001,4.97,-4.97,2014
25.8,0.0,4.83,1009.8,3.0,5675.000000454001,5.31,-5.31,2015
21.4,0.0,3.03,1018.5,25.0,4777.77777816,3.98,-3.98,2016
22.0,1.5,5.24,1010.1,51.0,5227.777778196,4.12,-2.62,2017
26.0,0.0,4.33,1017.4,26.0,5405.555555988,5.2,-5.2,2018
25.0,0.0,4.0,1013.5,41.0,5288.888889312,4.92,-4.92,2019
16.5,0.0,4.07,1015.9,86.0,2108.333333502,1.78,-1.78,2020
16.4,0.0,4.71,1021.9,45.0,3958.3333336500004,2.79,-2.79,2021
15.8,20.2,7.0,1015.5,99.0,872.2222222920001,1.43,18.77,2022
22.1,0.1,4.52,1020.2,33.0,5288.888889312,4.48,-4.380000000000001,2023
24.9,0.0,4.04,1013.9,11.0,5688.888889344001,4.81,-4.81,2024
23.0,0.0,2.81,1011.8,19.0,5458.33333377,3.96,-3.96,2025
