time,cape,convective_inhibition,freezing_level_height,boundary_layer_height,total_column_integrated_water_vapour,wet_bulb_temperature_2m
2026-08-16 00:00:00+00:00,0.0,0.0,4220.0,65.0,22.7,15.2
2026-08-16 01:00:00+00:00,0.0,0.0,4180.0,75.0,23.1,15.0
2026-08-16 02:00:00+00:00,0.0,0.0,4160.0,145.0,23.3,14.5
2026-08-16 03:00:00+00:00,0.0,0.0,4110.0,110.0,22.5,14.2
2026-08-16 04:00:00+00:00,0.0,0.0,4080.0,135.0,22.3,14.1
2026-08-16 05:00:00+00:00,0.0,0.0,4080.0,210.0,22.2,14.6
2026-08-16 06:00:00+00:00,0.0,0.0,4120.0,345.0,21.0,15.0
2026-08-16 07:00:00+00:00,0.0,0.0,4090.0,530.0,21.1,15.7
2026-08-16 08:00:00+00:00,0.0,0.0,4140.0,700.0,21.1,16.3
2026-08-16 09:00:00+00:00,0.0,0.0,4100.0,1040.0,21.1,17.1
2026-08-16 10:00:00+00:00,0.0,0.0,4160.0,1870.0,21.1,17.6
2026-08-16 11:00:00+00:00,0.0,0.0,4130.0,2490.0,20.7,17.8
2026-08-16 12:00:00+00:00,0.0,0.0,4180.0,2560.0,21.3,18.0
2026-08-16 13:00:00+00:00,0.0,0.0,4200.0,2540.0,21.4,18.0
2026-08-16 14:00:00+00:00,0.0,0.0,4150.0,2525.0,21.6,17.7
2026-08-16 15:00:00+00:00,0.0,0.0,4180.0,2450.0,21.6,17.6
2026-08-16 16:00:00+00:00,0.0,0.0,4170.0,2295.0,21.5,17.5
2026-08-16 17:00:00+00:00,0.0,0.0,4140.0,150.0,21.4,17.3
2026-08-16 18:00:00+00:00,0.0,0.0,4190.0,60.0,21.0,17.0
2026-08-16 19:00:00+00:00,0.0,0.0,4160.0,50.0,21.2,16.3
2026-08-16 20:00:00+00:00,0.0,0.0,4130.0,45.0,21.6,15.9
2026-08-16 21:00:00+00:00,0.0,0.0,4050.0,50.0,22.2,15.5
2026-08-16 22:00:00+00:00,0.0,0.0,4070.0,65.0,22.4,15.0
2026-08-16 23:00:00+00:00,0.0,0.0,4060.0,75.0,23.5,14.8
