time,latitude,longitude,height_km,event_type,peak_current_ka,location_error,distance_km
2026-08-18 12:47:32.831563+00:00,48.6285,21.2428,0.0,1,-9.8,0.559,125.26926180143309
2026-08-18 14:06:33.158497500+00:00,48.5044,21.7049,0.0,1,61.4,0.393,108.32428105726412
2026-08-18 14:08:55.791304200+00:00,48.5065,21.7208,0.0,1,-5.7,0.392,108.62673832150031
2026-08-18 14:10:29.359920200+00:00,48.5043,21.7251,0.0,1,54.2,0.435,108.40361101779088
2026-08-18 14:11:38.203167300+00:00,48.5032,21.7388,0.0,1,9.2,0.359,108.35479418029072
2026-08-18 14:11:38.203368100+00:00,48.5013,21.737,0.0,1,8.1,0.234,108.13397271952907
2026-08-18 14:14:43.868061900+00:00,48.4784,21.7472,0.0,1,-3.8,0.523,105.6565367319216
2026-08-18 14:14:43.869864900+00:00,48.4811,21.7539,0.0,1,-9.9,0.341,105.99879523342904
2026-08-18 14:14:43.870354600+00:00,48.4888,21.7555,0.0,1,-20.8,0.354,106.86212940519437
2026-08-18 14:14:43.882327+00:00,48.4751,21.747,0.0,1,6.8,0.34,105.28967295900404
2026-08-18 14:17:52.877907300+00:00,48.4852,21.7623,0.0,1,-5.4,0.238,106.50996298007243
2026-08-18 14:17:52.878369700+00:00,48.4898,21.7869,0.0,1,-5.7,0.642,107.20632977937004
2026-08-18 14:17:52.884877200+00:00,48.5963,22.0538,0.0,1,3.3,0.704,122.5576491901293
2026-08-18 14:17:52.888730200+00:00,48.5948,22.0664,0.0,1,3.7,0.628,122.64242223294534
2026-08-18 14:19:27.184963100+00:00,48.4989,21.9009,0.0,1,-11.3,0.37,109.46697693854206
2026-08-18 14:20:23.072597600+00:00,48.4902,21.7602,0.0,1,17.8,0.39,107.04888928296896
2026-08-18 14:21:49.495416800+00:00,48.4822,21.7757,0.0,1,41.2,0.367,106.27681290970314
2026-08-18 14:23:03.465307200+00:00,48.4826,21.791,0.0,1,15.9,0.414,106.44524180949621
2026-08-18 14:25:00.342318+00:00,48.501,21.9178,0.0,1,-5.6,0.431,109.93645833411975
2026-08-18 14:26:29.206861100+00:00,48.4878,21.9685,0.0,1,-2.6,0.535,109.31187021722033
2026-08-18 14:27:53.980070+00:00,48.495,21.9247,0.0,1,14.6,0.446,109.38526361352174
2026-08-18 14:27:53.990710800+00:00,48.4937,21.9276,0.0,1,6.4,0.315,109.28764103348578
2026-08-18 14:27:53.993364500+00:00,48.4947,21.9288,0.0,1,-10.4,0.366,109.41470564255792
2026-08-18 14:35:38.992978600+00:00,48.4764,21.9761,0.0,1,-5.0,0.561,108.21413915207894
2026-08-18 14:37:33.032146900+00:00,48.4816,21.9916,0.0,1,9.3,0.395,109.05605397490834
2026-08-18 14:41:10.189691800+00:00,48.4509,21.9853,0.0,1,3.6,0.389,105.63574647209019
2026-08-18 14:42:06.346170600+00:00,48.4487,21.8651,0.0,1,7.2,0.548,103.50082405157406
2026-08-18 14:45:08.556572300+00:00,48.4685,22.0088,0.0,1,-4.2,0.435,107.97588471638609
2026-08-18 14:51:51.691852+00:00,48.4429,22.0303,0.0,1,4.1,0.524,105.67687500465154
2026-08-18 14:55:42.828440300+00:00,48.4478,22.0591,0.0,1,-6.1,0.463,106.82401669966988
2026-08-18 14:55:42.839944100+00:00,48.45,22.0582,0.0,1,-4.8,0.374,107.0370520926501
2026-08-18 14:56:17.926131400+00:00,48.4434,22.0658,0.0,1,-7.0,0.317,106.50963976149897
2026-08-18 15:00:11.493376500+00:00,48.4352,22.0558,0.0,1,-3.0,0.165,105.41533690744112
2026-08-18 15:00:11.939312+00:00,48.4529,21.9952,0.0,1,4.3,0.285,106.03862486131071
2026-08-18 15:00:11.940240300+00:00,48.4367,21.9862,0.0,1,4.7,0.535,104.12668400032841
2026-08-18 15:07:12.318048300+00:00,48.4291,22.0971,0.0,1,13.0,0.487,105.74587287010232
2026-08-18 15:07:12.318506900+00:00,48.4322,22.1155,0.0,1,-5.1,0.479,106.53016958028206
2026-08-18 15:07:12.337395700+00:00,48.433,22.1192,0.0,1,-3.5,0.475,106.70786199428844
2026-08-18 15:18:18.037276800+00:00,48.402,22.1737,0.0,1,-7.1,0.448,104.98523168304227
2026-08-18 15:25:41.964629400+00:00,48.3839,22.252,0.0,1,5.9,0.546,105.57162442098526
2026-08-18 15:25:41.985957600+00:00,48.3775,22.2392,0.0,1,-4.5,0.469,104.51548158631384
2026-08-18 15:25:41.987669900+00:00,48.392,22.1462,0.0,1,5.2,0.507,103.17856834721103
2026-08-18 17:17:01.415765100+00:00,48.5712,22.1509,0.0,1,-13.7,0.63,121.97313817047797
2026-08-18 17:30:51.030196100+00:00,48.5486,22.2297,0.0,1,6.0,0.579,121.62979058552241
2026-08-18 17:30:51.041837600+00:00,48.549,22.2285,0.0,1,-5.5,0.479,121.63827380868462
2026-08-18 17:38:55.847352900+00:00,48.5391,22.2615,0.0,1,5.9,0.611,121.54730990187
2026-08-18 17:38:55.911878600+00:00,48.5472,22.3009,0.0,1,-6.2,0.737,123.53456244199296
2026-08-18 17:38:56.111198800+00:00,48.479,22.0331,0.0,1,4.0,0.587,109.5861866150118
2026-08-18 17:38:56.149467500+00:00,48.5629,22.3174,0.0,1,10.1,0.704,125.62514360263377
