time,poa_irradiance_w_m2,pv_power_kw_per_kwp,pv_cell_temperature_c,air_density_kg_m3,hub_wind_speed_ms,density_corrected_wind_ms,wind_capacity_factor,wind_power_density_w_m2
2026-08-17 22:00:00+00:00,0.0,0.0,24.1,1.171848854687768,6.3,6.207533231436422,0.12474884668951623,146.50864528405614
2026-08-17 23:00:00+00:00,0.0,0.0,23.0,1.1759136086260742,6.82,6.727661788089994,0.16314145454205387,186.50846368282063
2026-08-18 00:00:00+00:00,0.0,0.0,21.5,1.1824395638809382,5.53,5.4652003305873045,0.08009222200950164,99.98258265337441
2026-08-18 01:00:00+00:00,0.0,0.0,19.1,1.191733246394651,8.11,8.035912077385515,0.2891981877885134,317.8422469248101
2026-08-18 02:00:00+00:00,0.0,0.0,19.0,1.1918784912259615,8.52,8.442509526664471,0.3378883194179875,368.57066918962323
2026-08-18 03:00:00+00:00,0.0,0.0,18.3,1.1947687345669697,9.2,9.12368776380694,0.43061204159977173,465.1760381912422
2026-08-18 04:00:00+00:00,0.9276608177155967,0.0009157910103193205,17.915473289104614,1.1967817706915285,8.6,8.533451872804172,0.3494440129762665,380.6101129694854
2026-08-18 05:00:00+00:00,26.90216371375231,0.026553366325740187,17.959740305450687,1.1996710077265316,8.05,7.994130592128831,0.28446437406543496,312.9102639247493
2026-08-18 06:00:00+00:00,196.98424369517966,0.1914310212716554,21.92479194781317,1.1973705600122566,6.58,6.530153488937461,0.14783345807220558,170.55963621075324
2026-08-18 07:00:00+00:00,200.64382388928584,0.19506240752610632,21.827482773886384,1.2038429194320293,3.55,3.529443746915337,0.009974242230670848,26.92928894605231
2026-08-18 08:00:00+00:00,438.3672512413707,0.4183612302421048,26.468120089503465,1.2051417275604974,4.69,4.664518871641781,0.04379151769180355,62.16224010117668
2026-08-18 09:00:00+00:00,708.9735250465827,0.6513272249395797,35.75768863601642,1.196556141021472,3.79,3.7604360466434894,0.015388519755382475,32.570221663642165
2026-08-18 10:00:00+00:00,854.6992203360325,0.7399974543990724,49.53159447055488,1.1904674892393712,0.87,0.8617469128830763,0.0,0.3919632065332968
2026-08-18 11:00:00+00:00,874.84239146396,0.7649257338118497,47.30251781295617,1.1866726417396591,1.77,1.7513443547023946,0.0,3.290188146585968
2026-08-18 12:00:00+00:00,820.986480395676,0.7179142094470676,47.277826929943686,1.1815499103079568,1.76,1.738940258818417,0.0,3.2207727219095355
2026-08-18 13:00:00+00:00,743.4548806104469,0.6652393197248844,41.980605418705,1.1782970385697062,3.31,3.2673893785339807,0.004633806289191456,21.365289004972738
2026-08-18 14:00:00+00:00,541.9560617537688,0.498320900469231,35.55057413586266,1.1735673602793306,5.79,5.707806060202768,0.09344791248963578,113.89737572623321
2026-08-18 15:00:00+00:00,310.5199229844076,0.29220364751983025,29.944226626074464,1.1750474182468862,7.76,7.6530547901710175,0.24763883660514885,274.5431174025319
2026-08-18 16:00:00+00:00,195.36694452014365,0.1851319475068743,28.226192989481937,1.1767203169948053,6.62,6.531862648600869,0.14796203410426484,170.69359475695464
2026-08-18 17:00:00+00:00,42.997923935197264,0.04141924477880032,24.14459411105442,1.1813112101382117,6.15,6.076001344513098,0.1159979752412305,137.39144047976652
2026-08-18 18:00:00+00:00,7.439371337295875,0.00724550079961982,21.369809891287282,1.1894739603408173,5.93,5.872111726339082,0.1031630641793776,124.0192279535868
2026-08-18 19:00:00+00:00,0.0,0.0,21.2,1.1903024296960465,7.45,7.37898594642606,0.22033016185020857,246.09123325066295
2026-08-18 20:00:00+00:00,0.0,0.0,20.0,1.1953775473726005,6.75,6.695146862988714,0.16055843700085556,183.81731456980387
2026-08-18 21:00:00+00:00,0.0,0.0,19.2,1.198627587357081,7.11,7.058606865360392,0.1908803883402604,215.40861859715454
