time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,day_ahead_price_eur_mwh,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-08-15 22:00:00+00:00,3104.8,418.8,3.3,208.7,105.4,0.0,148.6,0.2,4.3,94.9,16.3,19.2,98.0,1.2,4229.3,4130.1,8.1,30.5,188.25,0.602,-0.358,-0.075,0.052,2.56,-0.19,0.446,3.037,6074.0
2026-08-15 22:15:00+00:00,2998.5,418.8,3.2,208.9,105.5,0.0,162.1,0.2,4.3,114.8,16.1,20.3,97.6,6.6,4163.2,4059.0,8.3,30.0,175.26,0.589,-0.432,-0.154,0.052,2.692,-0.214,0.446,2.978,5957.000000000001
2026-08-15 22:30:00+00:00,2932.5,418.8,3.2,208.6,106.1,0.0,147.6,0.2,4.3,80.1,16.0,19.0,102.2,0.3,4065.1,3962.7,8.5,31.1,168.8,0.571,-0.431,-0.159,0.052,2.687,-0.215,0.446,2.952,5903.000000000001
2026-08-15 22:45:00+00:00,2858.3,419.1,3.2,208.9,108.9,0.0,140.4,0.2,4.3,65.9,16.0,18.5,99.5,0.1,3979.1,3879.4,8.6,31.5,164.94,0.539,-0.46,-0.158,0.052,2.713,-0.229,0.446,2.904,5807.0
2026-08-15 23:00:00+00:00,2845.7,419.2,3.3,208.9,108.9,0.0,139.5,0.2,4.3,101.2,15.9,19.2,87.5,7.3,3916.9,3822.1,8.6,30.2,180.07,0.527,-0.54,-0.19,0.006,2.817,-0.224,0.47,2.866,5731.999999999999
2026-08-15 23:15:00+00:00,2798.0,419.1,3.3,209.0,109.0,0.0,149.5,0.2,4.3,87.9,15.9,19.2,77.7,6.1,3873.3,3789.4,8.4,29.6,172.2,0.417,-0.535,-0.16,0.006,2.847,-0.27,0.47,2.774,5549.0
2026-08-15 23:30:00+00:00,2747.7,419.0,3.3,209.0,109.5,0.0,158.4,0.2,4.3,97.9,15.9,18.9,71.8,4.7,3814.6,3738.1,8.4,28.6,164.94,0.313,-0.499,-0.139,0.006,2.793,-0.29,0.47,2.654,5308.0
2026-08-15 23:45:00+00:00,2734.3,419.3,3.2,208.7,110.0,0.0,140.1,0.2,4.3,88.6,15.9,19.7,85.1,1.6,3769.2,3682.5,8.7,30.0,157.14,0.249,-0.452,-0.126,0.006,2.732,-0.293,0.47,2.586,5172.000000000001
2026-08-16 00:00:00+00:00,2662.2,419.4,3.2,208.7,109.7,0.0,125.6,0.2,4.3,86.4,15.9,17.8,97.6,1.4,3743.0,3644.0,9.1,31.2,163.0,0.257,-0.44,-0.131,0.058,2.666,-0.283,0.492,2.62,5239.000000000001
2026-08-16 00:15:00+00:00,2583.9,419.4,3.2,208.6,109.8,0.0,142.8,0.2,4.3,85.4,16.0,17.7,106.4,0.9,3707.1,3599.8,9.4,31.3,172.43,0.325,-0.409,-0.128,0.058,2.508,-0.259,0.492,2.587,5174.0
