time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,day_ahead_price_eur_mwh,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-08-28 22:00:00+00:00,2238.6,1839.5,2.0,153.0,182.4,0.0,132.5,0.2,3.3,176.6,26.2,19.9,109.8,0.2,4956.7,4846.7,6.1,11.5,174.36,0.547,-0.981,-0.319,-0.265,2.58,-0.245,0.87,2.187,4374.000000000001
2026-08-28 22:15:00+00:00,2316.3,1839.2,2.0,153.1,183.5,0.0,115.3,0.2,3.3,115.6,25.8,19.7,111.3,0.1,4846.2,4734.8,6.3,11.9,151.74,0.583,-0.988,-0.369,-0.265,2.588,-0.219,0.87,2.2,4400.0
2026-08-28 22:30:00+00:00,2211.1,1840.3,2.0,152.9,182.9,0.0,116.5,0.2,3.3,100.7,25.8,19.6,103.4,0.6,4788.5,4684.5,6.2,11.7,140.96,0.683,-1.048,-0.426,-0.265,2.652,-0.191,0.87,2.275,4550.0
2026-08-28 22:45:00+00:00,2173.1,1841.0,2.0,153.1,184.0,0.0,105.0,0.2,3.3,79.3,25.4,20.1,100.5,0.1,4713.0,4612.4,6.3,11.7,130.69,0.763,-1.105,-0.451,-0.265,2.674,-0.187,0.87,2.299,4598.0
2026-08-28 23:00:00+00:00,2136.6,1841.5,2.0,152.8,175.1,0.0,105.8,0.2,3.3,70.9,25.2,19.3,76.9,0.2,4673.3,4596.2,5.8,10.9,154.04,0.735,-1.067,-0.422,-0.324,2.612,-0.24,0.73,2.023,4047.0000000000005
2026-08-28 23:15:00+00:00,2079.4,1842.1,2.0,152.7,158.3,0.0,107.6,0.2,3.3,76.9,24.9,20.0,71.2,0.3,4552.9,4481.4,5.8,10.8,142.27,0.863,-1.121,-0.47,-0.324,2.57,-0.253,0.73,1.994,3989.0
2026-08-28 23:30:00+00:00,1965.5,1843.1,2.0,152.9,143.4,0.0,111.5,0.2,3.3,118.0,24.5,19.3,72.4,0.1,4501.5,4428.9,5.9,10.6,133.04,1.071,-1.179,-0.532,-0.324,2.555,-0.259,0.73,2.061,4122.999999999999
2026-08-28 23:45:00+00:00,1924.5,1843.5,2.0,153.0,144.5,0.0,105.7,0.2,3.3,87.9,25.3,19.4,110.1,0.1,4419.7,4309.5,6.9,12.2,125.71,1.224,-1.233,-0.577,-0.324,2.491,-0.26,0.73,2.05,4101.0
2026-08-29 00:00:00+00:00,1907.1,1844.3,2.0,152.9,143.2,0.0,90.8,0.2,3.3,64.8,25.4,19.0,152.1,0.2,4390.7,4238.4,7.9,13.8,132.8,1.233,-1.286,-0.545,-0.388,2.449,-0.296,0.637,1.804,3607.9999999999995
2026-08-29 00:15:00+00:00,1854.7,1844.7,2.0,153.1,143.0,0.0,96.1,0.2,3.3,62.7,24.7,19.3,142.7,0.2,4338.3,4195.4,7.7,13.5,129.98,1.327,-1.284,-0.596,-0.388,2.4,-0.277,0.637,1.819,3638.0
2026-08-29 00:30:00+00:00,1846.4,1844.8,2.0,153.3,140.1,0.0,97.3,0.2,3.3,57.2,25.4,19.8,148.7,0.2,4353.7,4204.9,7.9,13.8,130.05,1.437,-1.311,-0.636,-0.388,2.421,-0.256,0.637,1.904,3808.0
2026-08-29 00:45:00+00:00,1848.0,1845.6,2.0,153.2,141.1,0.0,90.6,0.2,3.3,69.5,25.4,19.1,155.0,0.2,4337.3,4182.2,8.0,13.9,127.78,1.445,-1.298,-0.626,-0.388,2.361,-0.261,0.637,1.871,3741.0
2026-08-29 01:00:00+00:00,1852.4,1845.3,2.0,153.0,141.3,0.0,86.6,0.2,3.3,53.2,25.2,19.0,159.4,0.1,4330.3,4170.8,8.1,14.2,131.64,1.38,-1.24,-0.58,-0.371,2.299,-0.292,0.587,1.783,3566.0
2026-08-29 01:15:00+00:00,1811.5,1845.4,2.0,153.1,140.9,0.0,84.9,0.2,3.3,55.9,24.8,19.1,187.4,0.1,4272.8,4085.3,8.9,15.1,133.0,1.4,-1.294,-0.621,-0.371,2.353,-0.275,0.587,1.779,3558.0
2026-08-29 01:30:00+00:00,1763.7,1846.1,2.0,153.1,141.2,0.0,83.9,0.2,3.3,51.7,24.6,19.4,220.8,0.2,4289.3,4068.4,9.6,16.2,133.35,1.387,-1.275,-0.64,-0.371,2.352,-0.265,0.587,1.774,3548.9999999999995
2026-08-29 01:45:00+00:00,1763.8,1846.5,2.0,152.9,142.5,0.0,81.5,0.2,3.3,51.0,24.1,20.2,226.9,0.2,4255.9,4028.8,9.9,16.4,133.32,1.334,-1.279,-0.642,-0.371,2.369,-0.271,0.587,1.727,3454.0000000000005
2026-08-29 02:00:00+00:00,1748.9,1846.5,2.0,153.3,140.5,0.0,80.2,0.2,3.3,50.8,23.4,19.3,218.0,0.2,4270.1,4052.0,9.6,16.2,117.14,1.342,-1.294,-0.703,-0.377,2.46,-0.233,0.598,1.792,3585.0
2026-08-29 02:15:00+00:00,1770.5,1846.5,2.0,153.2,139.8,0.0,81.4,0.2,3.3,51.0,22.2,19.3,189.5,0.2,4259.4,4069.7,8.9,15.2,125.99,1.271,-1.262,-0.702,-0.377,2.482,-0.227,0.598,1.782,3565.0
2026-08-29 02:30:00+00:00,1770.6,1847.3,2.0,153.2,136.2,0.0,83.8,0.2,3.3,50.3,22.8,19.4,164.3,0.1,4267.7,4103.2,8.3,14.3,130.72,1.154,-1.228,-0.686,-0.377,2.532,-0.217,0.598,1.775,3550.9999999999995
2026-08-29 02:45:00+00:00,1768.1,1846.9,2.0,153.0,140.8,0.0,86.6,0.2,3.3,70.3,24.0,19.1,156.3,0.2,4290.7,4134.2,8.1,13.9,135.22,1.049,-1.182,-0.646,-0.377,2.499,-0.215,0.598,1.726,3452.0
2026-08-29 03:00:00+00:00,1809.9,1847.5,2.0,153.3,140.0,0.0,84.6,0.2,3.3,73.9,24.6,18.9,149.2,0.3,4289.0,4139.5,8.0,13.7,119.09,1.081,-1.205,-0.684,-0.364,2.572,-0.175,0.589,1.814,3628.0
2026-08-29 03:15:00+00:00,1775.7,1847.3,2.0,153.0,136.1,0.0,101.4,0.2,3.3,81.0,24.3,19.5,147.5,0.5,4269.9,4121.9,8.0,13.5,132.76,1.033,-1.218,-0.685,-0.364,2.599,-0.187,0.589,1.767,3534.0
2026-08-29 03:30:00+00:00,1823.5,1847.0,2.0,153.6,128.1,0.0,98.3,0.2,3.3,66.6,24.0,19.6,135.0,0.2,4303.5,4168.4,7.6,13.2,134.45,1.135,-1.234,-0.674,-0.364,2.57,-0.202,0.589,1.82,3639.9999999999995
2026-08-29 03:45:00+00:00,1785.8,1847.3,2.0,153.5,123.5,0.0,97.7,0.2,3.3,60.6,24.8,19.2,96.3,3.1,4264.1,4164.7,6.9,12.0,134.23,1.085,-1.2,-0.607,-0.364,2.49,-0.249,0.589,1.745,3489.0000000000005
2026-08-29 04:00:00+00:00,1886.1,1846.7,3.2,153.2,123.6,0.0,104.6,0.2,3.3,69.6,25.3,19.0,61.0,24.1,4275.5,4190.4,6.5,11.5,152.62,1.051,-1.137,-0.468,-0.265,2.298,-0.284,0.576,1.77,3541.0
2026-08-29 04:15:00+00:00,1878.6,1847.3,3.3,152.9,123.9,0.0,91.3,0.2,3.3,78.2,24.6,18.6,52.4,85.9,4271.3,4132.9,7.8,13.4,158.62,1.058,-1.112,-0.431,-0.265,2.246,-0.288,0.576,1.783,3566.9999999999995
2026-08-29 04:30:00+00:00,1797.4,1847.7,3.2,152.9,123.5,0.0,105.0,0.2,3.3,97.6,24.2,18.7,47.3,184.0,4293.3,4062.0,9.9,16.3,154.15,0.986,-1.09,-0.39,-0.265,2.174,-0.3,0.576,1.69,3381.0
2026-08-29 04:45:00+00:00,1632.5,1848.0,3.3,152.7,123.9,0.0,109.3,0.2,3.3,106.7,24.6,18.4,53.0,304.1,4327.4,3970.3,12.7,20.0,140.9,0.998,-1.076,-0.379,-0.265,2.099,-0.29,0.576,1.663,3326.0000000000005
2026-08-29 05:00:00+00:00,1402.5,1847.3,3.3,151.7,123.8,0.0,97.2,0.2,3.3,135.7,24.7,18.7,50.5,458.1,4335.0,3826.4,16.2,24.1,157.45,0.899,-1.093,-0.315,-0.254,2.061,-0.35,0.564,1.511,3022.9999999999995
