start_date,end_date,similarity,distance,character,metrics
2016-08-04,2016-08-06,99.3,0.122,"warm, dry, bright","{'temperature_mean_c': 24.3, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.159999999999998, 'shortwave_total_mj_m2': 60.46000000000005, 'cloud_cover_mean_pct': 36.333333333333336, 'pressure_mean_hpa': 1014.8000000000002}"
2012-09-03,2012-09-05,98.6,0.169,"warm, dry","{'temperature_mean_c': 24.76666666666667, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.099999999999999, 'shortwave_total_mj_m2': 53.900000000000006, 'cloud_cover_mean_pct': 26.0, 'pressure_mean_hpa': 1015.3666666666667}"
2018-08-21,2018-08-23,98.4,0.177,"warm, dry, bright","{'temperature_mean_c': 25.966666666666672, 'precipitation_total_mm': 0.4999999999999929, 'wind_speed_10m_mean_ms': 2.163333333333331, 'shortwave_total_mj_m2': 58.550000000000054, 'cloud_cover_mean_pct': 29.666666666666668, 'pressure_mean_hpa': 1016.3333333333334}"
2023-09-11,2023-09-13,98.0,0.201,"warm, dry","{'temperature_mean_c': 23.600000000000005, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.2199999999999975, 'shortwave_total_mj_m2': 53.82000000000006, 'cloud_cover_mean_pct': 22.333333333333332, 'pressure_mean_hpa': 1015.266666666667}"
2013-08-01,2013-08-03,97.9,0.204,"warm, dry, bright","{'temperature_mean_c': 24.666666666666668, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 1.9566666666666652, 'shortwave_total_mj_m2': 61.76000000000002, 'cloud_cover_mean_pct': 24.333333333333332, 'pressure_mean_hpa': 1016.4333333333333}"
