time,reflectivity_dbz,domain_max_dbz,echo_fraction_pct
2026-08-25 16:30:00+00:00,17.0,52.5,41.47051016616234
2026-08-25 17:00:00+00:00,6.5,51.0,38.55603333864203
2026-08-25 17:30:00+00:00,25.5,47.0,34.780485215267824
2026-08-25 18:00:00+00:00,,42.5,28.32616658703615
2026-08-25 18:30:00+00:00,,45.5,23.913574348356956
2026-08-25 19:00:00+00:00,,32.5,18.982852895896375
2026-08-25 19:30:00+00:00,,31.0,16.846631629240324
2026-08-25 20:00:00+00:00,,34.0,12.940489462228594
2026-08-25 20:30:00+00:00,,38.5,10.407177363699102
2026-08-25 21:00:00+00:00,,41.0,7.967298402081011
2026-08-25 21:30:00+00:00,,39.5,6.647555343207517
2026-08-25 22:00:00+00:00,,33.5,5.04751287359983
2026-08-25 22:30:00+00:00,,32.0,5.855497159844986
2026-08-25 23:00:00+00:00,,37.5,4.777830864787386
2026-08-25 23:30:00+00:00,,34.5,3.418803418803419
2026-08-26 00:00:00+00:00,,32.5,2.96437861655253
2026-08-26 00:30:00+00:00,,33.5,2.8029941073419335
2026-08-26 01:00:00+00:00,,31.0,2.5917078090991135
2026-08-26 01:30:00+00:00,,30.5,2.4473111429633168
2026-08-26 02:00:00+00:00,,27.5,3.0471943515421778
2026-08-26 02:30:00+00:00,,28.0,3.2903328555502465
2026-08-26 03:00:00+00:00,,31.5,3.0992196209587513
2026-08-26 03:30:00+00:00,,33.0,2.647980039284387
2026-08-26 04:00:00+00:00,,29.5,2.2646918299092214
2026-08-26 04:30:00+00:00,,34.0,2.0534055316664013
2026-08-26 05:00:00+00:00,,31.0,3.7075967510750116
2026-08-26 05:30:00+00:00,,35.5,5.587938631416892
2026-08-26 06:00:00+00:00,,39.0,6.50952911822477
2026-08-26 06:30:00+00:00,,38.0,6.773902426076339
2026-08-26 07:00:00+00:00,,41.0,6.663481446090142
2026-08-26 07:30:00+00:00,,39.5,7.2081541646759035
2026-08-26 08:00:00+00:00,,35.5,8.507724159898073
2026-08-26 08:30:00+00:00,,34.0,9.5036364601582
2026-08-26 09:00:00+00:00,,33.5,10.631204544248023
2026-08-26 09:30:00+00:00,,45.5,12.556139512661252
2026-08-26 10:00:00+00:00,,43.5,12.66231353187875
2026-08-26 10:30:00+00:00,,52.5,12.936242501459894
2026-08-26 11:00:00+00:00,,56.0,13.102935711631364
2026-08-26 11:30:00+00:00,,53.5,13.468174337739555
2026-08-26 12:00:00+00:00,,57.5,13.510643945426553
2026-08-26 12:30:00+00:00,,55.5,13.317407230450709
2026-08-26 13:00:00+00:00,,56.0,12.926686839730317
