start_date,end_date,similarity,distance,character,metrics
2013-08-20,2013-08-22,98.6,0.17,seasonally typical mixed weather,"{'temperature_mean_c': 22.333333333333332, 'precipitation_total_mm': 1.099999999999993, 'wind_speed_10m_mean_ms': 3.369999999999998, 'shortwave_total_mj_m2': 56.84000000000002, 'cloud_cover_mean_pct': 47.333333333333336, 'pressure_mean_hpa': 1017.1}"
2013-08-13,2013-08-15,97.7,0.214,dry,"{'temperature_mean_c': 22.400000000000002, 'precipitation_total_mm': 0.0999999999999929, 'wind_speed_10m_mean_ms': 3.106666666666665, 'shortwave_total_mj_m2': 59.750000000000014, 'cloud_cover_mean_pct': 42.666666666666664, 'pressure_mean_hpa': 1016.8333333333334}"
2017-08-27,2017-08-29,97.7,0.217,"dry, windy","{'temperature_mean_c': 22.26666666666667, 'precipitation_total_mm': 0.4999999999999929, 'wind_speed_10m_mean_ms': 3.5299999999999976, 'shortwave_total_mj_m2': 59.920000000000044, 'cloud_cover_mean_pct': 30.333333333333332, 'pressure_mean_hpa': 1015.5666666666666}"
2012-08-09,2012-08-11,96.3,0.275,seasonally typical mixed weather,"{'temperature_mean_c': 21.266666666666666, 'precipitation_total_mm': 0.9999999999999947, 'wind_speed_10m_mean_ms': 3.0733333333333324, 'shortwave_total_mj_m2': 58.760000000000005, 'cloud_cover_mean_pct': 41.666666666666664, 'pressure_mean_hpa': 1017.2333333333332}"
2013-07-30,2013-08-01,96.0,0.286,"warm, dry, windy","{'temperature_mean_c': 23.566666666666674, 'precipitation_total_mm': 0.4999999999999929, 'wind_speed_10m_mean_ms': 3.589999999999998, 'shortwave_total_mj_m2': 61.460000000000015, 'cloud_cover_mean_pct': 47.333333333333336, 'pressure_mean_hpa': 1014.7666666666668}"
