start_date,end_date,similarity,distance,character,metrics
2018-09-07,2018-09-09,98.5,0.175,"warm, dry, bright","{'temperature_mean_c': 19.966666666666672, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.306666666666664, 'shortwave_total_mj_m2': 46.46000000000005, 'cloud_cover_mean_pct': 31.333333333333332, 'pressure_mean_hpa': 1015.4333333333334}"
2018-08-27,2018-08-29,98.4,0.177,bright,"{'temperature_mean_c': 19.733333333333338, 'precipitation_total_mm': 1.599999999999993, 'wind_speed_10m_mean_ms': 2.126666666666664, 'shortwave_total_mj_m2': 48.95000000000005, 'cloud_cover_mean_pct': 41.0, 'pressure_mean_hpa': 1016.2333333333332}"
2011-09-14,2011-09-16,98.0,0.204,"warm, bright","{'temperature_mean_c': 20.03333333333333, 'precipitation_total_mm': 2.1, 'wind_speed_10m_mean_ms': 2.3399999999999985, 'shortwave_total_mj_m2': 50.650000000000006, 'cloud_cover_mean_pct': 20.666666666666668, 'pressure_mean_hpa': 1016.0999999999999}"
2016-09-06,2016-09-08,96.7,0.258,"warm, bright","{'temperature_mean_c': 21.000000000000004, 'precipitation_total_mm': 2.899999999999993, 'wind_speed_10m_mean_ms': 2.2899999999999983, 'shortwave_total_mj_m2': 48.86000000000004, 'cloud_cover_mean_pct': 33.0, 'pressure_mean_hpa': 1018.5666666666667}"
2011-09-04,2011-09-06,96.5,0.266,"warm, bright","{'temperature_mean_c': 22.399999999999995, 'precipitation_total_mm': 3.8, 'wind_speed_10m_mean_ms': 2.456666666666665, 'shortwave_total_mj_m2': 48.519999999999996, 'cloud_cover_mean_pct': 29.0, 'pressure_mean_hpa': 1016.2999999999998}"
