time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_hard_coal_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,day_ahead_price_eur_mwh,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-07-29 11:00:00+00:00,-1429.3,1364.7,5.2,56.9,104.2,0.0,0.0,77.1,0.2,4.7,112.8,14.1,4.1,28.6,3997.8,4010.1,-16.3,102.5,71.2,15.1,0.343,-1.576,-0.102,-0.605,1.032,-0.545,-0.086,-1.539,-3078.0000000000005
2026-07-29 11:15:00+00:00,-1488.6,1364.4,5.2,57.0,102.1,0.0,0.0,80.4,0.2,4.6,112.8,13.5,4.5,27.0,3991.4,3975.0,-43.3,103.2,71.2,15.96,0.374,-1.612,-0.143,-0.605,1.145,-0.525,-0.086,-1.451,-2903.0000000000005
2026-07-29 11:30:00+00:00,-1479.9,1364.3,5.2,57.0,101.0,0.0,0.0,91.6,0.2,4.6,112.8,13.6,4.4,24.4,4008.2,4043.5,10.9,101.8,71.1,16.02,0.36,-1.596,-0.143,-0.605,1.081,-0.527,-0.086,-1.515,-3031.0
2026-07-29 11:45:00+00:00,-1535.0,1364.1,5.2,57.0,99.4,0.0,0.0,109.8,0.2,4.6,113.2,13.6,4.0,24.6,3990.0,4031.1,16.5,101.6,70.8,17.29,0.381,-1.608,-0.158,-0.605,1.089,-0.519,-0.086,-1.506,-3012.0
2026-07-29 12:00:00+00:00,-1478.3,1363.3,5.2,60.8,101.4,0.0,0.0,116.5,0.2,4.6,113.2,13.9,4.0,26.3,3941.6,4037.1,69.2,100.4,70.5,15.47,0.39,-1.573,-0.188,-0.615,1.131,-0.517,-0.107,-1.479,-2958.0
2026-07-29 12:15:00+00:00,-1387.6,1363.4,5.2,63.3,104.3,0.0,0.0,115.3,0.2,4.6,113.7,13.9,4.5,25.9,3887.0,4104.9,192.0,97.5,70.2,20.43,0.419,-1.553,-0.158,-0.615,1.159,-0.497,-0.107,-1.353,-2704.9999999999995
2026-07-29 12:30:00+00:00,-1371.0,1362.9,5.2,67.2,104.7,0.0,0.0,109.2,0.2,4.6,113.0,14.1,4.5,26.0,3848.6,4130.5,255.9,96.1,70.1,19.99,0.357,-1.506,-0.061,-0.615,1.044,-0.539,-0.107,-1.427,-2854.0
2026-07-29 12:45:00+00:00,-1228.8,1363.0,5.2,73.2,103.5,0.0,0.0,128.3,0.2,4.6,113.7,14.1,5.1,24.5,3738.9,4138.7,375.3,93.3,69.3,29.39,0.395,-1.526,-0.151,-0.615,1.219,-0.523,-0.107,-1.308,-2616.0
2026-07-29 13:00:00+00:00,-1107.6,1337.5,5.2,77.2,102.9,0.0,0.0,179.9,0.2,4.6,118.6,14.1,4.3,23.8,3696.7,4306.8,586.3,88.8,68.7,28.65,0.33,-1.344,-0.043,-0.459,1.015,-0.531,0.054,-0.978,-1956.0
2026-07-29 13:15:00+00:00,-903.6,1293.6,5.2,78.1,102.9,0.0,0.0,176.8,0.2,4.6,114.2,13.6,4.5,26.1,3647.0,4448.5,775.3,84.9,69.1,33.16,0.314,-1.252,0.017,-0.459,0.978,-0.542,0.054,-0.889,-1779.0
2026-07-29 13:30:00+00:00,-698.7,1251.3,5.2,82.4,102.1,0.0,0.0,174.8,0.2,4.6,116.6,14.1,5.3,24.7,3529.4,4485.2,931.1,81.7,69.0,39.79,0.382,-1.173,0.039,-0.459,0.921,-0.537,0.054,-0.772,-1545.0
2026-07-29 13:45:00+00:00,-465.5,1207.4,5.3,87.9,101.9,0.0,0.0,170.6,0.2,4.6,107.3,14.3,5.5,24.4,3381.8,4524.1,1117.8,77.8,68.9,58.95,0.387,-1.155,0.082,-0.459,1.01,-0.529,0.054,-0.611,-1221.0
2026-07-29 14:00:00+00:00,-412.4,1163.7,5.2,92.4,108.5,0.0,0.0,178.1,0.2,4.6,105.2,14.4,5.0,26.3,3298.3,4582.2,1257.5,75.2,68.9,50.6,0.14,-0.862,0.217,-0.354,0.821,-0.582,0.206,-0.414,-828.0000000000001
2026-07-29 14:15:00+00:00,-131.2,1123.1,5.2,94.5,114.0,0.0,0.0,184.3,0.2,4.6,107.4,14.2,5.6,27.0,3153.7,4710.6,1529.9,70.1,68.3,104.99,0.245,-0.848,0.162,-0.354,1.037,-0.56,0.206,-0.111,-223.00000000000009
2026-07-29 14:30:00+00:00,307.7,1122.1,5.2,95.5,113.7,0.0,0.0,180.3,0.2,4.6,108.7,14.1,5.5,24.0,2949.6,4876.4,1902.8,63.5,67.0,110.81,0.324,-0.965,0.109,-0.354,1.531,-0.583,0.206,0.268,535.9999999999999
2026-07-29 14:45:00+00:00,673.5,1121.8,5.1,96.9,111.9,0.0,0.0,183.9,0.2,4.6,102.8,15.3,5.4,24.1,2767.2,5016.5,2225.2,58.1,65.7,153.05,0.503,-1.018,0.035,-0.354,1.807,-0.534,0.206,0.645,1290.0
2026-07-29 15:00:00+00:00,908.8,1121.7,5.1,97.8,111.6,0.0,0.0,191.8,0.2,4.6,86.9,15.4,5.1,26.1,2515.6,5099.0,2557.3,52.3,63.8,102.98,0.544,-0.844,0.086,-0.314,1.73,-0.434,0.157,0.925,1850.0
2026-07-29 15:15:00+00:00,1216.9,1122.5,5.1,98.4,123.6,0.0,0.0,220.6,0.2,4.6,82.6,16.2,5.1,28.1,2312.1,5214.9,2874.7,47.3,61.4,121.86,0.646,-0.8,0.035,-0.314,1.866,-0.399,0.157,1.19,2381.0
2026-07-29 15:30:00+00:00,1643.8,1121.2,5.1,96.9,130.2,0.0,0.0,257.1,0.2,4.6,97.5,15.9,4.9,33.1,2031.8,5367.1,3302.2,40.8,57.7,161.69,0.842,-0.87,-0.035,-0.314,2.162,-0.366,0.157,1.575,3151.0
2026-07-29 15:45:00+00:00,1938.1,1119.6,5.2,97.3,138.2,0.0,0.0,315.1,0.2,4.6,90.0,16.1,5.2,32.7,1722.6,5505.5,3750.2,34.2,53.0,179.53,0.857,-0.834,0.022,-0.314,2.29,-0.382,0.157,1.797,3593.0
2026-07-29 16:00:00+00:00,2390.9,1119.7,5.5,97.3,154.7,0.0,0.0,441.4,0.2,4.6,75.8,16.2,5.6,27.1,1399.0,5582.8,4156.7,27.8,46.4,145.47,0.945,-0.635,-0.061,-0.03,2.165,-0.283,0.283,2.384,4768.0
2026-07-29 16:15:00+00:00,2715.0,1120.5,5.5,96.6,177.3,0.0,0.0,504.3,0.2,4.6,73.5,16.1,6.2,35.7,1099.8,5679.7,4544.2,22.2,40.2,179.79,0.918,-0.507,0.005,-0.03,2.112,-0.256,0.283,2.526,5051.0
2026-07-29 16:30:00+00:00,3012.3,1122.9,5.5,95.9,179.2,0.0,0.0,533.5,0.2,4.6,74.9,15.8,5.3,39.5,815.3,5785.9,4931.0,16.9,33.9,174.97,0.83,-0.335,0.077,-0.03,2.085,-0.25,0.283,2.66,5320.0
2026-07-29 16:45:00+00:00,3243.4,1122.0,5.5,95.3,180.2,0.0,0.0,562.6,0.2,4.6,54.2,16.0,5.7,34.4,585.8,5850.5,5230.3,12.7,27.9,206.38,0.894,-0.302,0.055,-0.03,2.191,-0.186,0.283,2.907,5811.999999999999
2026-07-29 17:00:00+00:00,3298.6,1121.3,5.5,95.9,181.2,0.0,0.0,607.0,0.2,4.6,40.0,16.3,5.8,39.2,386.1,5821.8,5396.5,9.5,22.0,183.88,0.921,-0.223,0.022,0.11,2.186,-0.125,0.333,3.224,6448.0
2026-07-29 17:15:00+00:00,3326.5,1120.9,5.5,96.1,182.4,0.0,0.0,634.9,0.2,4.6,25.8,16.6,6.8,38.6,250.1,5796.4,5507.6,7.2,17.4,215.24,0.983,-0.154,-0.006,0.11,2.108,-0.036,0.333,3.339,6677.0
2026-07-29 17:30:00+00:00,3299.5,1120.6,5.5,93.6,183.1,0.0,0.0,638.6,0.2,4.6,24.4,16.6,6.8,39.1,153.4,5690.8,5498.3,5.6,13.8,264.1,0.908,-0.079,0.042,0.11,1.95,0.009,0.333,3.273,6546.0
2026-07-29 17:45:00+00:00,3380.7,1120.5,5.5,88.5,173.3,0.0,0.0,640.8,0.2,4.6,42.5,16.6,6.2,42.8,86.8,5660.9,5531.3,4.4,11.1,376.69,0.853,-0.033,0.074,0.11,1.902,0.035,0.333,3.274,6548.0
2026-07-29 18:00:00+00:00,3371.1,1120.2,6.5,84.2,181.1,0.0,0.0,673.0,0.2,4.6,50.0,16.6,6.4,45.8,39.9,5654.0,5568.2,3.6,9.0,254.76,0.858,-0.001,0.034,0.097,1.808,0.095,0.351,3.243,6485.0
2026-07-29 18:15:00+00:00,3317.4,1120.7,6.5,83.6,184.9,0.0,0.0,677.3,0.2,4.6,51.5,16.5,6.0,50.7,18.0,5550.5,5481.9,3.3,8.2,270.75,0.857,-0.072,0.008,0.097,1.868,0.089,0.351,3.198,6396.0
2026-07-29 18:30:00+00:00,3317.9,1120.8,6.5,84.0,185.1,0.0,0.0,676.2,0.2,4.6,54.3,16.6,6.2,53.8,8.8,5482.4,5419.7,3.2,8.0,279.54,0.896,-0.111,0.004,0.097,1.911,0.073,0.351,3.222,6443.0
2026-07-29 18:45:00+00:00,3274.8,1120.8,6.6,84.2,185.0,0.0,0.0,677.3,0.2,4.6,51.1,16.6,5.6,57.4,8.5,5495.7,5429.8,3.3,8.2,265.4,0.895,-0.094,0.023,0.097,1.883,0.071,0.351,3.227,6453.0
2026-07-29 19:00:00+00:00,3295.6,1121.4,6.6,84.0,184.0,0.0,0.0,680.5,0.2,4.6,33.5,16.1,6.6,61.7,15.5,5432.6,5355.4,3.5,8.7,257.16,0.813,-0.074,0.091,0.108,1.808,0.031,0.438,3.214,6429.0
2026-07-29 19:15:00+00:00,3346.5,1121.3,6.6,83.4,185.6,0.0,0.0,655.4,0.2,4.6,28.5,15.2,6.5,65.9,14.0,5389.5,5309.6,3.6,8.8,225.09,0.78,-0.091,0.097,0.108,1.842,0.0,0.438,3.174,6348.000000000001
2026-07-29 19:30:00+00:00,3316.0,1121.3,6.6,84.1,184.9,0.0,0.0,656.0,0.2,4.6,30.5,16.6,6.1,67.8,15.1,5399.7,5316.8,3.7,9.0,217.3,0.786,-0.142,0.074,0.108,1.919,-0.048,0.438,3.136,6271.000000000001
2026-07-29 19:45:00+00:00,3324.7,1120.8,6.6,83.8,184.2,0.0,0.0,587.4,0.2,4.6,27.2,16.5,5.9,70.4,16.3,5354.7,5268.0,3.8,9.5,202.0,0.815,-0.177,0.078,0.108,1.991,-0.077,0.438,3.176,6352.0
2026-07-29 20:00:00+00:00,3405.4,1121.3,6.6,83.4,181.9,0.0,0.0,581.6,0.2,4.6,24.8,16.0,6.7,70.3,13.7,5481.5,5397.5,3.6,9.4,206.99,0.818,-0.275,0.083,0.076,2.231,-0.131,0.619,3.422,6843.0
2026-07-29 20:15:00+00:00,3320.5,1121.3,6.6,84.2,181.3,0.0,0.0,581.9,0.2,4.6,23.7,16.2,6.0,74.1,8.3,5466.9,5384.6,3.6,9.4,198.3,0.719,-0.326,0.117,0.076,2.328,-0.198,0.619,3.336,6670.999999999999
2026-07-29 20:30:00+00:00,3230.5,1121.4,6.6,84.3,181.7,0.0,0.0,561.2,0.2,4.6,27.5,16.4,5.4,79.3,6.2,5319.4,5233.9,3.8,9.6,190.39,0.597,-0.344,0.104,0.076,2.36,-0.251,0.619,3.161,6321.999999999999
2026-07-29 20:45:00+00:00,3196.7,1121.5,6.6,84.4,180.1,0.0,0.0,551.4,0.2,4.6,24.3,16.4,5.8,81.6,2.3,5288.6,5204.7,3.8,9.6,176.02,0.568,-0.4,0.071,0.076,2.46,-0.273,0.619,3.121,6241.999999999999
2026-07-29 21:00:00+00:00,3155.0,1120.7,6.6,84.3,182.9,0.0,0.0,552.3,0.2,4.6,24.9,16.7,5.6,84.4,0.4,5254.6,5169.8,3.8,9.6,179.55,0.502,-0.501,0.115,0.026,2.627,-0.341,0.697,3.125,6250.0
2026-07-29 21:15:00+00:00,3016.7,1122.3,6.6,84.1,182.6,0.0,0.0,548.4,0.2,4.6,23.0,16.2,5.8,88.1,2.0,5169.4,5079.3,4.0,9.8,173.95,0.429,-0.515,0.125,0.026,2.645,-0.391,0.697,3.017,6032.999999999999
2026-07-29 21:30:00+00:00,2942.5,1122.8,6.6,85.3,183.2,0.0,0.0,550.6,0.2,4.6,23.9,15.8,6.1,91.8,2.1,5095.9,5002.0,4.1,10.0,170.38,0.374,-0.534,0.122,0.026,2.68,-0.414,0.697,2.951,5902.0
2026-07-29 21:45:00+00:00,2919.9,1123.1,6.6,85.3,178.1,0.0,0.0,532.9,0.2,4.6,23.7,16.3,5.7,89.2,0.3,4995.2,4905.7,4.1,9.9,146.1,0.438,-0.564,0.039,0.026,2.704,-0.376,0.697,2.964,5928.000000000001
