time,station_id,precipitation_mm,temperature_c,visibility_m,pressure_msl_hpa,relative_humidity_pct,wind_speed_ms,wind_direction_deg,wind_gust_ms
2026-09-24 22:00:00+00:00,64711,0.0,12.6,15933,1006.3,91,1.5,164,1.9
2026-09-24 22:10:00+00:00,64711,0.0,12.5,15578,1006.2,91,1.6,169,2.1
2026-09-24 22:20:00+00:00,64711,0.0,12.5,19373,1006.2,91,1.6,159,2.1
2026-09-24 22:30:00+00:00,64711,0.0,12.3,18579,1006.2,91,1.6,157,2.0
2026-09-24 22:40:00+00:00,64711,0.0,12.3,19281,1006.3,91,1.2,156,1.6
2026-09-24 22:50:00+00:00,64711,0.0,12.3,18895,1006.3,91,1.3,142,1.5
2026-09-24 23:00:00+00:00,64711,0.0,12.3,20000,1006.3,91,1.3,154,1.5
2026-09-24 23:10:00+00:00,64711,0.0,12.2,20000,1006.3,91,1.3,191,1.6
2026-09-24 23:20:00+00:00,64711,0.0,11.9,15587,1006.3,91,1.4,210,2.1
2026-09-24 23:30:00+00:00,64711,0.0,11.8,18196,1006.2,91,0.9,222,1.6
2026-09-24 23:40:00+00:00,64711,0.0,11.7,13322,1006.2,92,0.4,191,0.9
2026-09-24 23:50:00+00:00,64711,0.0,11.5,12476,1006.2,92,1.2,174,1.6
2026-09-25 00:00:00+00:00,64711,0.0,11.6,12987,1006.3,92,1.4,202,1.9
2026-09-25 00:10:00+00:00,64711,0.0,11.6,15072,1006.4,92,1.5,203,2.0
2026-09-25 00:20:00+00:00,64711,0.0,11.5,13671,1006.4,92,1.8,196,2.2
2026-09-25 00:30:00+00:00,64711,0.0,11.5,14815,1006.4,92,1.6,198,1.9
2026-09-25 00:40:00+00:00,64711,0.0,11.5,14213,1006.6,92,1.2,217,1.7
2026-09-25 00:50:00+00:00,64711,0.0,11.5,16336,1006.7,92,0.8,243,1.8
2026-09-25 01:00:00+00:00,64711,0.0,11.5,18475,1006.4,92,0.4,220,1.4
2026-09-25 01:10:00+00:00,64711,0.0,11.5,18376,1006.3,91,0.3,214,1.1
2026-09-25 01:20:00+00:00,64711,0.0,11.5,15865,1006.4,91,0.8,221,2.0
2026-09-25 01:30:00+00:00,64711,0.0,11.5,14992,1006.5,91,1.5,183,2.0
2026-09-25 01:40:00+00:00,64711,0.0,11.5,15516,1006.6,91,0.6,205,1.3
2026-09-25 01:50:00+00:00,64711,0.0,11.5,14007,1006.7,92,1.0,171,1.8
2026-09-25 02:00:00+00:00,64711,0.0,11.5,13740,1006.9,92,0.6,184,1.3
2026-09-25 02:10:00+00:00,64711,0.0,11.6,13219,1006.9,92,0.7,192,1.2
2026-09-25 02:20:00+00:00,64711,0.0,11.6,12782,1007.0,92,1.2,199,1.6
2026-09-25 02:30:00+00:00,64711,0.0,11.6,12324,1007.0,92,2.0,189,2.8
2026-09-25 02:40:00+00:00,64711,0.0,11.5,11601,1007.1,92,1.5,211,2.2
2026-09-25 02:50:00+00:00,64711,0.0,11.4,9991,1007.2,92,1.1,214,1.9
2026-09-25 03:00:00+00:00,64711,0.0,11.4,10271,1007.1,92,1.6,193,2.1
2026-09-25 03:10:00+00:00,64711,0.0,11.5,10691,1007.1,92,1.1,198,1.6
2026-09-25 03:20:00+00:00,64711,0.0,11.5,9890,1007.2,92,0.8,213,1.5
2026-09-25 03:30:00+00:00,64711,0.0,11.3,8825,1007.1,92,1.1,245,1.7
2026-09-25 03:40:00+00:00,64711,0.0,10.9,7614,1007.2,92,1.5,218,2.1
2026-09-25 03:50:00+00:00,64711,0.0,10.6,6263,1007.2,93,1.5,213,1.9
2026-09-25 04:00:00+00:00,64711,0.0,10.8,7235,1007.2,93,0.7,210,1.3
