temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
15.5,0.0,2.44,1017.8,12.0,4166.666667,2.66,-2.66,1991
14.4,0.0,4.79,1025.7,0.0,4463.888889246001,3.51,-3.51,1992
18.7,0.0,4.56,1009.7,2.0,4522.2222225840005,3.82,-3.82,1993
22.0,0.0,4.85,1016.6,32.0,3483.333333612,3.03,-3.03,1994
13.7,0.0,3.77,1018.9,72.0,2669.444444658,1.93,-1.93,1995
11.7,4.1,5.26,1009.7,99.0,1136.111111202,0.91,3.1899999999999995,1996
11.4,0.0,4.4,1023.9,57.0,1711.1111112480003,1.51,-1.51,1997
15.0,0.0,2.07,1020.2,30.0,4344.4444447920005,2.63,-2.63,1998
20.7,0.0,4.38,1016.1,68.0,3472.2222225000005,2.85,-2.85,1999
13.4,0.0,2.3,1024.8,74.0,2716.6666668840003,1.73,-1.73,2000
17.2,1.2,4.72,1009.6,93.0,1497.2222223420001,1.11,0.08999999999999986,2001
13.0,4.0,2.63,1008.0,100.0,1258.3333334340002,0.8,3.2,2002
14.0,2.5,7.74,1027.4,66.0,3233.3333335920006,2.72,-0.2200000000000002,2003
11.6,11.4,4.8,1009.3,99.0,727.777777836,0.58,10.82,2004
17.6,0.9,3.29,1018.4,54.0,3447.2222224980005,2.28,-1.38,2005
18.2,0.0,3.73,1015.5,5.0,4322.222222568001,3.14,-3.14,2006
13.9,0.0,1.95,1015.1,0.0,4538.888889252,2.68,-2.68,2007
13.2,0.9,6.17,1019.3,53.0,3950.0000003160003,2.5,-1.6,2008
18.4,0.0,7.11,1019.8,47.0,3875.0000003100004,3.79,-3.79,2009
17.4,0.0,5.07,1005.6,68.0,3516.6666669480005,2.63,-2.63,2010
15.3,0.0,3.4,1022.4,13.0,4530.555555918,2.98,-2.98,2011
18.8,6.2,5.61,1006.5,45.0,2280.5555557380003,1.9,4.300000000000001,2012
13.8,0.4,3.71,1014.1,51.0,4202.777778114,2.54,-2.14,2013
11.5,0.0,2.59,1016.4,91.0,3600.0000002880006,2.02,-2.02,2014
18.0,7.0,3.25,1011.7,100.0,911.111111184,0.68,6.32,2015
14.4,0.0,4.23,1022.0,36.0,3900.000000312,2.72,-2.72,2016
14.3,1.1,3.13,1022.5,49.0,3247.2222224820002,1.98,-0.8799999999999999,2017
9.8,0.0,5.18,1030.6,19.0,4091.6666669940005,2.54,-2.54,2018
15.4,7.6,4.71,1012.0,98.0,402.77777781000003,0.51,7.09,2019
21.1,1.8,6.75,1004.0,89.0,2800.0000002240004,3.39,-1.59,2020
