# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2025-01-28T00:00:00.0
# Date end (ISO 8601): 2025-02-28T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-01-28T00:00:00.0/2025-01-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T01:00:00.0/2025-01-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T02:00:00.0/2025-01-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T03:00:00.0/2025-01-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T04:00:00.0/2025-01-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T05:00:00.0/2025-01-28T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T06:00:00.0/2025-01-28T07:00:00.0;73.4931;31.0732;14.8811;16.1921;173.8124;31.0144;14.7168;16.2976;172.4517;0.6833
2025-01-28T07:00:00.0/2025-01-28T08:00:00.0;266.2815;153.7938;103.8126;49.9812;534.9960;118.9578;24.6968;94.2610;146.1320;1.0000
2025-01-28T08:00:00.0/2025-01-28T09:00:00.0;422.2096;275.5598;206.6288;68.9310;684.5120;203.0531;45.4073;157.6459;148.8020;1.0000
2025-01-28T09:00:00.0/2025-01-28T10:00:00.0;527.4720;362.4458;283.6006;78.8452;754.1609;121.1194;11.0249;110.0946;31.2000;1.0000
2025-01-28T10:00:00.0/2025-01-28T11:00:00.0;574.9023;402.4628;320.7059;81.7569;783.0513;140.6261;0.7489;139.8772;1.8419;1.0000
2025-01-28T11:00:00.0/2025-01-28T12:00:00.0;561.2747;391.0346;310.9798;80.0548;777.6122;163.8053;5.3905;158.4148;13.7771;1.0000
2025-01-28T12:00:00.0/2025-01-28T13:00:00.0;487.5247;329.9766;256.8695;73.1071;738.5825;229.7797;43.2849;186.4947;127.2269;1.0000
2025-01-28T13:00:00.0/2025-01-28T14:00:00.0;358.6856;226.3791;166.4705;59.9086;646.6933;166.5529;73.3722;93.1806;268.8715;1.0000
2025-01-28T14:00:00.0/2025-01-28T15:00:00.0;183.5454;96.4332;59.7298;36.7034;426.8330;78.0561;11.8256;66.2304;81.8766;0.9083
2025-01-28T15:00:00.0/2025-01-28T16:00:00.0;16.2409;5.3656;1.6375;3.7281;36.8614;4.6557;0.2964;4.3594;6.6721;0.8000
2025-01-28T16:00:00.0/2025-01-28T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T17:00:00.0/2025-01-28T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T18:00:00.0/2025-01-28T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T19:00:00.0/2025-01-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T20:00:00.0/2025-01-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T21:00:00.0/2025-01-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T22:00:00.0/2025-01-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-28T23:00:00.0/2025-01-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T00:00:00.0/2025-01-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T01:00:00.0/2025-01-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T02:00:00.0/2025-01-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T03:00:00.0/2025-01-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T04:00:00.0/2025-01-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T05:00:00.0/2025-01-29T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T06:00:00.0/2025-01-29T07:00:00.0;77.3266;35.6003;18.2250;17.3753;208.2774;35.6003;18.2250;17.3753;208.2774;0.6750
2025-01-29T07:00:00.0/2025-01-29T08:00:00.0;271.1886;167.3401;118.2040;49.1361;599.2407;165.1056;116.2038;48.9018;588.5140;1.0000
2025-01-29T08:00:00.0/2025-01-29T09:00:00.0;427.4592;294.1496;229.9788;64.1708;752.5529;294.1496;229.9788;64.1708;752.5529;1.0000
2025-01-29T09:00:00.0/2025-01-29T10:00:00.0;533.0249;384.0700;314.6105;69.4594;827.6575;384.0700;314.6105;69.4594;827.6575;1.0000
2025-01-29T10:00:00.0/2025-01-29T11:00:00.0;580.6990;426.2413;358.7270;67.5143;866.9106;426.2413;358.7270;67.5143;866.9106;1.0000
2025-01-29T11:00:00.0/2025-01-29T12:00:00.0;567.2392;415.6642;353.6534;62.0109;874.9353;415.6642;353.6534;62.0109;874.9353;1.0000
2025-01-29T12:00:00.0/2025-01-29T13:00:00.0;493.5699;353.3837;297.0848;56.2988;843.6982;353.3837;297.0848;56.2988;843.6982;1.0000
2025-01-29T13:00:00.0/2025-01-29T14:00:00.0;364.7193;245.9479;196.9579;48.9899;753.2762;229.1404;166.1451;62.9953;619.4755;1.0000
2025-01-29T14:00:00.0/2025-01-29T15:00:00.0;189.4767;108.9346;76.2909;32.6437;535.6810;106.7629;72.3433;34.4196;515.3889;0.9083
2025-01-29T15:00:00.0/2025-01-29T16:00:00.0;18.5472;6.9980;2.9937;4.0043;63.7845;6.9980;2.9937;4.0043;63.7845;0.7917
2025-01-29T16:00:00.0/2025-01-29T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T17:00:00.0/2025-01-29T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T18:00:00.0/2025-01-29T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T19:00:00.0/2025-01-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T20:00:00.0/2025-01-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T21:00:00.0/2025-01-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T22:00:00.0/2025-01-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-29T23:00:00.0/2025-01-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-30T00:00:00.0/2025-01-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-30T01:00:00.0/2025-01-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-30T02:00:00.0/2025-01-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-30T03:00:00.0/2025-01-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-30T04:00:00.0/2025-01-30T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-30T05:00:00.0/2025-01-30T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-30T06:00:00.0/2025-01-30T07:00:00.0;81.4141;36.3229;17.6496;18.6733;196.3668;35.5859;16.4079;19.1780;185.6124;0.7833
2025-01-30T07:00:00.0/2025-01-30T08:00:00.0;276.2324;166.6642;113.1694;53.4947;562.7935;133.3991;41.2549;92.1443;239.1066;1.0000
2025-01-30T08:00:00.0/2025-01-30T09:00:00.0;432.8347;293.1950;221.2946;71.9005;714.8631;201.6025;26.6658;174.9367;83.4322;1.0000
2025-01-30T09:00:00.0/2025-01-30T10:00:00.0;538.6913;383.2308;303.3119;79.9189;789.3395;280.7518;70.4264;210.3254;181.4217;1.0000
2025-01-30T10:00:00.0/2025-01-30T11:00:00.0;586.5956;425.1347;345.3257;79.8090;825.9366;353.3726;172.0444;181.3282;410.1171;1.0000
2025-01-30T11:00:00.0/2025-01-30T12:00:00.0;573.2901;414.1444;338.8893;75.2551;829.3140;381.0171;255.5323;125.4848;625.2567;1.0000
2025-01-30T12:00:00.0/2025-01-30T13:00:00.0;499.6888;350.3633;280.1878;70.1755;785.3749;329.1907;234.6207;94.5700;653.5185;1.0000
2025-01-30T13:00:00.0/2025-01-30T14:00:00.0;370.8156;241.0308;178.8753;62.1555;671.3220;199.2556;106.5528;92.7028;394.9976;1.0000
2025-01-30T14:00:00.0/2025-01-30T15:00:00.0;195.4619;104.8718;63.7084;41.1634;427.6312;96.5366;50.3122;46.2244;351.4012;0.9083
