# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2024-12-28T00:00:00.0
# Date end (ISO 8601): 2025-01-28T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-12-30T02:00:00.0/2024-12-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T03:00:00.0/2024-12-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T04:00:00.0/2024-12-30T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T05:00:00.0/2024-12-30T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T06:00:00.0/2024-12-30T07:00:00.0;29.0648;10.6480;3.7071;6.9410;68.1009;1.3038;0.0000;1.3038;0.0000;0.7333
2024-12-30T07:00:00.0/2024-12-30T08:00:00.0;191.6995;103.0841;62.0601;41.0239;435.4951;11.6464;0.0000;11.6464;0.0000;0.8417
2024-12-30T08:00:00.0/2024-12-30T09:00:00.0;335.0174;211.6441;149.2501;62.3940;623.6274;19.4635;0.0000;19.4635;0.0000;1.0000
2024-12-30T09:00:00.0/2024-12-30T10:00:00.0;427.7494;285.6361;209.3729;76.2632;688.7678;23.7923;0.0000;23.7923;0.0000;1.0000
2024-12-30T10:00:00.0/2024-12-30T11:00:00.0;463.5791;312.1085;226.3122;85.7963;687.2489;28.3992;0.0000;28.3992;0.0000;1.0000
2024-12-30T11:00:00.0/2024-12-30T12:00:00.0;440.0659;288.7328;200.3283;88.4046;640.1001;33.2436;0.0000;33.2436;0.0000;1.0000
2024-12-30T12:00:00.0/2024-12-30T13:00:00.0;358.8123;220.3372;141.3009;79.0363;551.5909;37.3349;0.0000;37.3349;0.0000;1.0000
2024-12-30T13:00:00.0/2024-12-30T14:00:00.0;225.3542;118.8465;64.2551;54.5914;388.0961;23.9660;0.0000;23.9660;0.0000;1.0000
2024-12-30T14:00:00.0/2024-12-30T15:00:00.0;55.0700;20.5412;6.6207;13.9205;91.4230;5.1426;0.0000;5.1426;0.0000;0.7750
2024-12-30T15:00:00.0/2024-12-30T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T16:00:00.0/2024-12-30T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T17:00:00.0/2024-12-30T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T18:00:00.0/2024-12-30T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T19:00:00.0/2024-12-30T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T20:00:00.0/2024-12-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T21:00:00.0/2024-12-30T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T22:00:00.0/2024-12-30T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-30T23:00:00.0/2024-12-31T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T00:00:00.0/2024-12-31T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T01:00:00.0/2024-12-31T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T02:00:00.0/2024-12-31T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T03:00:00.0/2024-12-31T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T04:00:00.0/2024-12-31T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T05:00:00.0/2024-12-31T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T06:00:00.0/2024-12-31T07:00:00.0;29.0247;11.2517;4.5960;6.6556;85.2149;1.3732;0.0000;1.3732;0.0000;0.7333
2024-12-31T07:00:00.0/2024-12-31T08:00:00.0;191.9366;107.7763;69.8281;37.9482;491.6142;12.1466;0.0000;12.1466;0.0000;0.8417
2024-12-31T08:00:00.0/2024-12-31T09:00:00.0;335.7153;219.1899;162.6551;56.5348;678.6401;20.1241;0.0000;20.1241;0.0000;1.0000
2024-12-31T09:00:00.0/2024-12-31T10:00:00.0;428.9435;291.5490;217.6456;73.9034;714.6910;24.2542;0.0000;24.2542;0.0000;1.0000
2024-12-31T10:00:00.0/2024-12-31T11:00:00.0;465.2710;312.8516;220.8214;92.0303;668.2153;31.0375;0.0000;31.0375;0.0000;1.0000
2024-12-31T11:00:00.0/2024-12-31T12:00:00.0;442.2237;284.3400;183.2290;101.1110;582.2753;27.3518;0.0000;27.3518;0.0000;1.0000
2024-12-31T12:00:00.0/2024-12-31T13:00:00.0;361.3723;214.3487;124.0102;90.3385;480.4174;29.9160;0.0000;29.9160;0.0000;1.0000
2024-12-31T13:00:00.0/2024-12-31T14:00:00.0;228.2257;115.0120;54.6692;60.3428;325.1509;15.4078;0.0000;15.4078;0.0000;1.0000
2024-12-31T14:00:00.0/2024-12-31T15:00:00.0;57.3922;20.4117;5.4223;14.9894;72.9435;2.8331;0.0000;2.8331;0.0000;0.7667
2024-12-31T15:00:00.0/2024-12-31T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T16:00:00.0/2024-12-31T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T17:00:00.0/2024-12-31T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T18:00:00.0/2024-12-31T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T19:00:00.0/2024-12-31T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T20:00:00.0/2024-12-31T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T21:00:00.0/2024-12-31T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T22:00:00.0/2024-12-31T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-31T23:00:00.0/2025-01-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T00:00:00.0/2025-01-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T01:00:00.0/2025-01-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T02:00:00.0/2025-01-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T03:00:00.0/2025-01-01T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T04:00:00.0/2025-01-01T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T05:00:00.0/2025-01-01T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T06:00:00.0/2025-01-01T07:00:00.0;29.0733;10.6366;3.4613;7.1754;63.2726;1.2934;0.0000;1.2934;0.0000;0.7333
2025-01-01T07:00:00.0/2025-01-01T08:00:00.0;192.3435;103.9794;61.1920;42.7875;426.7042;11.6770;0.0000;11.6770;0.0000;0.8417
2025-01-01T08:00:00.0/2025-01-01T09:00:00.0;336.5854;215.2327;150.8879;64.3448;627.2558;20.0415;0.0000;20.0415;0.0000;1.0000
2025-01-01T09:00:00.0/2025-01-01T10:00:00.0;430.3095;291.5528;214.4459;77.1068;701.2449;28.3559;0.0000;28.3559;0.0000;1.0000
2025-01-01T10:00:00.0/2025-01-01T11:00:00.0;467.1320;319.1860;233.4122;85.7738;703.4644;26.4096;0.0000;26.4096;0.0000;1.0000
2025-01-01T11:00:00.0/2025-01-01T12:00:00.0;444.5452;296.3669;208.6350;87.7320;660.0501;24.8195;0.0000;24.8195;0.0000;1.0000
2025-01-01T12:00:00.0/2025-01-01T13:00:00.0;364.0885;227.5394;148.6484;78.8910;571.9778;38.3859;0.0000;38.3859;0.0000;1.0000
2025-01-01T13:00:00.0/2025-01-01T14:00:00.0;231.2441;124.4435;68.6750;55.7685;404.9943;38.9496;0.0000;38.9496;0.0000;1.0000
2025-01-01T14:00:00.0/2025-01-01T15:00:00.0;59.8696;22.9424;7.6700;15.2724;102.0618;10.0569;0.0000;10.0569;0.0000;0.7583
2025-01-01T15:00:00.0/2025-01-01T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T16:00:00.0/2025-01-01T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T17:00:00.0/2025-01-01T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T18:00:00.0/2025-01-01T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T19:00:00.0/2025-01-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T20:00:00.0/2025-01-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T21:00:00.0/2025-01-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T22:00:00.0/2025-01-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-01T23:00:00.0/2025-01-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T00:00:00.0/2025-01-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T01:00:00.0/2025-01-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T02:00:00.0/2025-01-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T03:00:00.0/2025-01-02T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T04:00:00.0/2025-01-02T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T05:00:00.0/2025-01-02T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T06:00:00.0/2025-01-02T07:00:00.0;29.2109;9.9699;2.5925;7.3774;47.0814;3.9264;0.0000;3.9264;0.0000;0.7333
2025-01-02T07:00:00.0/2025-01-02T08:00:00.0;192.9206;97.1045;49.0412;48.0634;339.4478;60.8618;15.1019;45.7600;83.0637;0.8417
2025-01-02T08:00:00.0/2025-01-02T09:00:00.0;337.6278;203.2045;125.3739;77.8307;519.2584;178.7071;91.6780;87.0291;379.1633;1.0000
2025-01-02T09:00:00.0/2025-01-02T10:00:00.0;431.8471;278.3858;183.3274;95.0584;597.0886;222.5632;95.8450;126.7182;313.9422;1.0000
2025-01-02T10:00:00.0/2025-01-02T11:00:00.0;469.1611;307.7488;204.8063;102.9425;614.5785;216.5821;33.9369;182.6452;101.9416;1.0000
2025-01-02T11:00:00.0/2025-01-02T12:00:00.0;447.0287;287.1918;185.4922;101.6995;583.6378;216.2510;55.7912;160.4598;177.0267;1.0000
2025-01-02T12:00:00.0/2025-01-02T13:00:00.0;366.9586;222.2926;135.2162;87.0763;516.7806;162.8000;30.2650;132.5349;112.6019;1.0000
2025-01-02T13:00:00.0/2025-01-02T14:00:00.0;234.4069;124.1514;65.9507;58.2007;385.2998;107.0951;32.8942;74.2009;177.7030;1.0000
2025-01-02T14:00:00.0/2025-01-02T15:00:00.0;62.5068;24.0934;8.1388;15.9546;106.4936;23.4110;6.6526;16.7583;91.7675;0.7500
2025-01-02T15:00:00.0/2025-01-02T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T16:00:00.0/2025-01-02T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T17:00:00.0/2025-01-02T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T18:00:00.0/2025-01-02T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T19:00:00.0/2025-01-02T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T20:00:00.0/2025-01-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T21:00:00.0/2025-01-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T22:00:00.0/2025-01-02T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-01-02T23:00:00.0/2025-01-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
