# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2025-06-01T00:00:00.0
# Date end (ISO 8601): 2025-07-02T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-06-01T00:00:00.0/2025-06-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-06-01T01:00:00.0/2025-06-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-06-01T02:00:00.0/2025-06-01T03:00:00.0;5.2266;1.2212;0.0716;1.1496;2.2618;0.9903;0.0289;0.9614;0.9138;0.8917
2025-06-01T03:00:00.0/2025-06-01T04:00:00.0;148.7029;61.4538;23.2128;38.2411;173.1401;46.8709;6.7075;40.1634;54.5797;0.7167
2025-06-01T04:00:00.0/2025-06-01T05:00:00.0;362.4383;205.1138;119.4858;85.6280;426.2534;177.3701;82.0742;95.2959;289.6053;1.0000
2025-06-01T05:00:00.0/2025-06-01T06:00:00.0;576.4834;377.2234;259.0138;118.2096;591.1118;317.9125;136.1125;181.8000;321.1529;1.0000
2025-06-01T06:00:00.0/2025-06-01T07:00:00.0;776.2605;547.1276;407.2037;139.9238;693.0652;400.5339;96.7947;303.7392;165.9238;1.0000
2025-06-01T07:00:00.0/2025-06-01T08:00:00.0;948.1641;696.5044;542.3106;154.1937;756.7355;487.7973;131.5424;356.2549;183.8452;1.0000
2025-06-01T08:00:00.0/2025-06-01T09:00:00.0;1080.4889;812.6594;649.8845;162.7749;796.2354;779.5773;556.7571;222.8202;677.9537;1.0000
2025-06-01T09:00:00.0/2025-06-01T10:00:00.0;1164.2268;880.3782;693.4431;186.9352;788.9172;856.4250;633.8316;222.5934;720.0343;1.0000
2025-06-01T10:00:00.0/2025-06-01T11:00:00.0;1193.6820;894.3640;668.9750;225.3890;742.1267;597.1996;278.5102;318.6894;309.1764;1.0000
2025-06-01T11:00:00.0/2025-06-01T12:00:00.0;1166.8584;858.5690;604.0995;254.4695;685.2936;681.3170;314.2678;367.0492;358.4227;1.0000
2025-06-01T12:00:00.0/2025-06-01T13:00:00.0;1085.5955;783.2994;532.1266;251.1727;649.0057;500.5490;237.2458;263.3032;282.8741;1.0000
2025-06-01T13:00:00.0/2025-06-01T14:00:00.0;955.4427;674.3964;456.5422;217.8542;632.3618;264.1090;21.2441;242.8649;30.6971;1.0000
2025-06-01T14:00:00.0/2025-06-01T15:00:00.0;785.2806;532.6024;352.2560;180.3464;592.9007;267.3097;19.9379;247.3718;32.7005;1.0000
2025-06-01T15:00:00.0/2025-06-01T16:00:00.0;586.7143;368.2149;225.0548;143.1601;504.1489;321.6457;147.1792;174.4664;344.4418;1.0000
2025-06-01T16:00:00.0/2025-06-01T17:00:00.0;373.2823;200.3904;100.6963;99.6941;348.1135;152.0918;48.7654;103.3263;148.8607;1.0000
2025-06-01T17:00:00.0/2025-06-01T18:00:00.0;159.5336;62.4955;19.2955;43.2000;135.7218;33.8001;0.8109;32.9892;4.7446;0.9083
2025-06-01T18:00:00.0/2025-06-01T19:00:00.0;7.9626;1.8620;0.1024;1.7596;2.8643;0.9051;0.0000;0.9051;0.0000;0.8583
2025-06-01T19:00:00.0/2025-06-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-06-01T20:00:00.0/2025-06-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-06-01T21:00:00.0/2025-06-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-06-01T22:00:00.0/2025-06-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
