# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2024-03-24T00:00:00.0
# Date end (ISO 8601): 2024-04-24T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-03-24T00:00:00.0/2024-03-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-24T01:00:00.0/2024-03-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-24T02:00:00.0/2024-03-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-24T03:00:00.0/2024-03-24T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-24T04:00:00.0/2024-03-24T05:00:00.0;25.0766;9.0313;3.5108;5.5205;61.8289;2.9448;0.0000;2.9448;0.0000;0.7750
2024-03-24T05:00:00.0/2024-03-24T06:00:00.0;229.3780;130.0694;86.9059;43.1636;489.6839;19.3056;0.0000;19.3056;0.0000;0.9667
2024-03-24T06:00:00.0/2024-03-24T07:00:00.0;455.8796;310.2134;241.5602;68.6532;720.5707;61.6375;0.0561;61.5814;0.1431;1.0000
2024-03-24T07:00:00.0/2024-03-24T08:00:00.0;653.2534;479.2807;395.0198;84.2609;827.1067;122.9926;3.3009;119.6917;6.2239;1.0000
2024-03-24T08:00:00.0/2024-03-24T09:00:00.0;808.0624;615.5311;521.2585;94.2725;883.6038;465.4513;171.9268;293.5244;293.2416;1.0000
2024-03-24T09:00:00.0/2024-03-24T10:00:00.0;909.7722;703.6451;593.1126;110.5325;893.6501;635.9491;465.5839;170.3652;703.3577;1.0000
2024-03-24T10:00:00.0/2024-03-24T11:00:00.0;951.4697;736.0521;602.9474;133.1046;868.5534;666.0547;450.1657;215.8890;648.5831;1.0000
2024-03-24T11:00:00.0/2024-03-24T12:00:00.0;930.3347;712.0889;561.0995;150.9893;826.3458;567.1536;317.3099;249.8437;471.1823;1.0000
2024-03-24T12:00:00.0/2024-03-24T13:00:00.0;847.8324;637.4169;489.1504;148.2665;790.4426;465.2188;215.4564;249.7624;337.7236;1.0000
2024-03-24T13:00:00.0/2024-03-24T14:00:00.0;709.6126;518.2656;391.1166;127.1490;754.3639;300.7431;56.1766;244.5665;111.4121;1.0000
2024-03-24T14:00:00.0/2024-03-24T15:00:00.0;525.1243;361.2255;261.2785;99.9471;678.4371;332.4651;214.7705;117.6946;551.6714;1.0000
2024-03-24T15:00:00.0/2024-03-24T16:00:00.0;306.9703;182.4214;114.9685;67.4529;496.0097;143.1903;51.9264;91.2640;256.3890;1.0000
2024-03-24T16:00:00.0/2024-03-24T17:00:00.0;75.3600;31.1651;12.4895;18.6756;130.4424;31.1651;12.4895;18.6756;130.4424;0.7667
2024-03-24T17:00:00.0/2024-03-24T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-24T18:00:00.0/2024-03-24T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-24T19:00:00.0/2024-03-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-24T20:00:00.0/2024-03-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-24T21:00:00.0/2024-03-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-24T22:00:00.0/2024-03-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-24T23:00:00.0/2024-03-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-25T00:00:00.0/2024-03-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-25T01:00:00.0/2024-03-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-25T02:00:00.0/2024-03-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-25T03:00:00.0/2024-03-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-25T04:00:00.0/2024-03-25T05:00:00.0;28.9041;10.8502;4.3212;6.5290;71.4965;10.8502;4.3212;6.5290;71.4965;0.7583
2024-03-25T05:00:00.0/2024-03-25T06:00:00.0;237.3230;137.2334;91.1634;46.0699;498.6028;137.1114;90.9861;46.1253;497.9070;0.9667
2024-03-25T06:00:00.0/2024-03-25T07:00:00.0;463.5364;319.4081;247.5605;71.8476;725.8958;315.2972;241.3989;73.8983;704.6779;1.0000
