# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2025-11-03T00:00:00.0
# Date end (ISO 8601): 2025-12-04T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-11-03T00:00:00.0/2025-11-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-03T01:00:00.0/2025-11-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-03T02:00:00.0/2025-11-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-03T03:00:00.0/2025-11-03T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-03T04:00:00.0/2025-11-03T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-03T05:00:00.0/2025-11-03T06:00:00.0;35.8642;11.6135;2.4469;9.1666;37.0108;1.5926;0.0000;1.5926;0.0000;0.7167
2025-11-03T06:00:00.0/2025-11-03T07:00:00.0;226.0191;110.9974;53.1413;57.8562;305.9712;14.4766;0.1473;14.3293;0.6422;0.8417
2025-11-03T07:00:00.0/2025-11-03T08:00:00.0;403.7116;241.7031;148.5736;93.1294;504.9658;165.2265;25.1696;140.0568;83.4428;1.0000
2025-11-03T08:00:00.0/2025-11-03T09:00:00.0;535.6676;348.2906;234.7163;113.5743;605.4761;246.4643;47.0351;199.4292;122.1325;1.0000
2025-11-03T09:00:00.0/2025-11-03T10:00:00.0;612.8806;413.6070;292.7248;120.8822;660.9304;334.4759;134.4597;200.0162;303.2956;1.0000
2025-11-03T10:00:00.0/2025-11-03T11:00:00.0;630.0762;430.0994;313.1180;116.9814;688.0172;243.8975;84.8647;159.0327;185.6418;1.0000
2025-11-03T11:00:00.0/2025-11-03T12:00:00.0;586.0717;395.1023;288.5058;106.5965;681.2740;163.0903;3.3417;159.7487;7.6055;1.0000
2025-11-03T12:00:00.0/2025-11-03T13:00:00.0;483.8563;313.5702;223.6284;89.9418;638.4387;86.3552;0.0150;86.3402;0.0413;1.0000
2025-11-03T13:00:00.0/2025-11-03T14:00:00.0;330.3867;195.2109;128.7261;66.4848;532.3897;111.6094;4.7531;106.8563;20.4045;1.0000
2025-11-03T14:00:00.0/2025-11-03T15:00:00.0;136.1127;62.7111;31.5463;31.1648;269.3565;51.6398;6.5937;45.0461;80.0638;1.0000
