# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2024-01-22T00:00:00.0
# Date end (ISO 8601): 2024-02-22T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-01-22T00:00:00.0/2024-01-22T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-22T01:00:00.0/2024-01-22T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-22T02:00:00.0/2024-01-22T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-22T03:00:00.0/2024-01-22T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-22T04:00:00.0/2024-01-22T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-22T05:00:00.0/2024-01-22T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-22T06:00:00.0/2024-01-22T07:00:00.0;52.5915;20.9676;8.6862;12.2814;119.7638;20.7966;8.4173;12.3793;117.0929;0.7417
2024-01-22T07:00:00.0/2024-01-22T08:00:00.0;236.8357;135.2113;86.8546;48.3567;498.6957;75.9997;3.8778;72.1219;32.1954;1.0000
2024-01-22T08:00:00.0/2024-01-22T09:00:00.0;390.2192;259.1558;193.1234;66.0324;692.0529;97.2685;0.6591;96.6094;2.6438;1.0000
2024-01-22T09:00:00.0/2024-01-22T10:00:00.0;493.1496;344.2102;264.8209;79.3893;754.8033;95.3268;0.0240;95.3028;0.0682;1.0000
2024-01-22T10:00:00.0/2024-01-22T11:00:00.0;538.6183;376.9853;283.5202;93.4651;740.0107;89.4785;0.0082;89.4703;0.0216;1.0000
2024-01-22T11:00:00.0/2024-01-22T12:00:00.0;523.5317;357.2694;255.7623;101.5070;686.1744;72.4744;0.0003;72.4742;0.0008;1.0000
2024-01-22T12:00:00.0/2024-01-22T13:00:00.0;448.9229;292.6974;200.3011;92.3963;626.2853;96.8489;0.0660;96.7829;0.2117;1.0000
2024-01-22T13:00:00.0/2024-01-22T14:00:00.0;319.8811;191.6357;124.2973;67.3384;540.8522;76.6090;0.4179;76.1911;2.1007;1.0000
2024-01-22T14:00:00.0/2024-01-22T15:00:00.0;145.2054;69.2421;36.3573;32.8848;312.0399;60.2634;18.3464;41.9169;192.3138;0.7833
