# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2024-06-25T00:00:00.0
# Date end (ISO 8601): 2024-07-26T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-06-25T00:00:00.0/2024-06-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-25T01:00:00.0/2024-06-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-25T02:00:00.0/2024-06-25T03:00:00.0;7.2239;1.9751;0.3319;1.6432;9.3918;1.9751;0.3319;1.6432;9.3918;0.8667
2024-06-25T03:00:00.0/2024-06-25T04:00:00.0;153.6603;74.2770;40.7467;33.5303;308.4697;74.2770;40.7467;33.5303;308.4697;0.7167
2024-06-25T04:00:00.0/2024-06-25T05:00:00.0;363.5450;226.8847;161.8639;65.0209;577.5789;226.8847;161.8639;65.0209;577.5789;1.0000
2024-06-25T05:00:00.0/2024-06-25T06:00:00.0;574.9383;400.3801;314.3817;85.9984;717.4169;400.3801;314.3817;85.9984;717.4169;1.0000
2024-06-25T06:00:00.0/2024-06-25T07:00:00.0;773.4363;569.1028;466.8448;102.2581;794.2289;569.1028;466.8448;102.2581;794.2289;1.0000
2024-06-25T07:00:00.0/2024-06-25T08:00:00.0;945.5125;716.8981;600.6480;116.2501;836.6277;716.8981;600.6480;116.2501;836.6277;1.0000
2024-06-25T08:00:00.0/2024-06-25T09:00:00.0;1079.4395;832.2977;704.5940;127.7038;859.9540;832.2977;704.5940;127.7038;859.9540;1.0000
2024-06-25T09:00:00.0/2024-06-25T10:00:00.0;1166.0886;905.1125;768.5405;136.5719;868.4312;855.4339;636.0618;219.3721;720.8366;1.0000
2024-06-25T10:00:00.0/2024-06-25T11:00:00.0;1199.5530;929.5367;786.7896;142.7471;864.2579;805.5557;405.8023;399.7534;445.7296;1.0000
2024-06-25T11:00:00.0/2024-06-25T12:00:00.0;1177.5496;904.7635;758.5696;146.1939;848.7465;699.1710;245.0830;454.0880;275.5774;1.0000
2024-06-25T12:00:00.0/2024-06-25T13:00:00.0;1101.5758;833.6594;685.5582;148.1011;819.7392;731.1009;408.1203;322.9806;482.4859;1.0000
2024-06-25T13:00:00.0/2024-06-25T14:00:00.0;976.8073;721.2837;573.8701;147.4137;773.3967;533.9271;138.1203;395.8068;185.3760;1.0000
2024-06-25T14:00:00.0/2024-06-25T15:00:00.0;811.7442;575.4136;434.4750;140.9387;703.6541;404.6315;81.4772;323.1543;132.8962;1.0000
2024-06-25T15:00:00.0/2024-06-25T16:00:00.0;617.6326;408.8851;284.2560;124.6291;603.1417;352.6043;167.4864;185.1180;373.0075;1.0000
2024-06-25T16:00:00.0/2024-06-25T17:00:00.0;407.6970;238.0344;142.5649;95.4695;452.5291;238.0344;142.5649;95.4695;452.5291;1.0000
