# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2025-10-03T00:00:00.0
# Date end (ISO 8601): 2025-11-03T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-10-03T00:00:00.0/2025-10-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-03T01:00:00.0/2025-10-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-03T02:00:00.0/2025-10-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-03T03:00:00.0/2025-10-03T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-03T04:00:00.0/2025-10-03T05:00:00.0;12.8082;4.0784;0.9834;3.0950;22.6347;0.4861;0.0000;0.4861;0.0000;0.8417
2025-10-03T05:00:00.0/2025-10-03T06:00:00.0;193.9512;104.0546;62.7357;41.3189;401.3149;28.4292;0.5468;27.8824;2.6339;0.7167
2025-10-03T06:00:00.0/2025-10-03T07:00:00.0;411.0754;271.8621;202.6931;69.1690;664.4515;124.6007;29.0433;95.5573;83.6263;1.0000
2025-10-03T07:00:00.0/2025-10-03T08:00:00.0;595.3012;427.0462;342.7813;84.2649;781.8787;328.4457;117.1797;211.2660;262.5561;1.0000
2025-10-03T08:00:00.0/2025-10-03T09:00:00.0;734.0463;547.0241;454.6943;92.3298;842.6122;454.6310;223.3177;231.3134;407.7052;1.0000
2025-10-03T09:00:00.0/2025-10-03T10:00:00.0;817.8290;618.9819;519.7645;99.2173;865.0836;573.2845;397.9246;175.3599;666.0649;1.0000
2025-10-03T10:00:00.0/2025-10-03T11:00:00.0;840.9159;636.7763;530.8608;105.9155;859.3239;534.1809;264.1315;270.0494;427.7828;1.0000
2025-10-03T11:00:00.0/2025-10-03T12:00:00.0;801.7126;599.8605;491.2950;108.5655;833.9297;497.2943;225.3820;271.9123;381.6435;1.0000
2025-10-03T12:00:00.0/2025-10-03T13:00:00.0;702.8731;511.3298;404.5008;106.8290;782.3943;429.4581;201.6869;227.7711;391.5005;1.0000
2025-10-03T13:00:00.0/2025-10-03T14:00:00.0;551.1187;378.8850;280.9143;97.9707;690.7259;315.1396;138.8768;176.2628;336.4105;1.0000
2025-10-03T14:00:00.0/2025-10-03T15:00:00.0;356.7784;217.1245;140.4973;76.6272;525.0582;176.5679;57.9824;118.5855;234.3058;1.0000
2025-10-03T15:00:00.0/2025-10-03T16:00:00.0;133.0853;59.9224;26.4701;33.4523;210.2141;59.9224;26.4701;33.4523;210.2141;1.0000
2025-10-03T16:00:00.0/2025-10-03T17:00:00.0;0.4607;0.1003;0.0010;0.0993;0.0000;0.1003;0.0010;0.0993;0.0000;1.0000
2025-10-03T17:00:00.0/2025-10-03T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-03T18:00:00.0/2025-10-03T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-03T19:00:00.0/2025-10-03T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-03T20:00:00.0/2025-10-03T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-03T21:00:00.0/2025-10-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-03T22:00:00.0/2025-10-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-03T23:00:00.0/2025-10-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-04T00:00:00.0/2025-10-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-04T01:00:00.0/2025-10-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-04T02:00:00.0/2025-10-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-04T03:00:00.0/2025-10-04T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-10-04T04:00:00.0/2025-10-04T05:00:00.0;11.0665;3.5833;1.1219;2.4614;26.7367;0.4287;0.0000;0.4287;0.0000;0.8500
2025-10-04T05:00:00.0/2025-10-04T06:00:00.0;188.3699;102.5526;68.4183;34.1343;454.6303;11.8253;0.0000;11.8253;0.0000;0.7167
2025-10-04T06:00:00.0/2025-10-04T07:00:00.0;405.3743;268.1167;211.7603;56.3564;705.2067;41.2973;0.0020;41.2953;0.0056;1.0000
2025-10-04T07:00:00.0/2025-10-04T08:00:00.0;589.4059;420.5872;351.9667;68.6205;811.5825;208.9927;27.8878;181.1049;59.9285;1.0000
2025-10-04T08:00:00.0/2025-10-04T09:00:00.0;727.8961;538.5678;462.6928;75.8750;865.2551;277.9445;30.1682;247.7763;57.4037;1.0000
2025-10-04T09:00:00.0/2025-10-04T10:00:00.0;811.3808;607.7120;519.0049;88.7070;871.3315;326.3487;43.2563;283.0924;72.8766;1.0000
