# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2024-11-27T00:00:00.0
# Date end (ISO 8601): 2024-12-28T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-11-27T00:00:00.0/2024-11-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T01:00:00.0/2024-11-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T02:00:00.0/2024-11-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T03:00:00.0/2024-11-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T04:00:00.0/2024-11-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T05:00:00.0/2024-11-27T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T06:00:00.0/2024-11-27T07:00:00.0;94.4175;37.0337;11.2394;25.7944;115.7275;28.9735;3.3751;25.5984;34.7518;0.5167
2024-11-27T07:00:00.0/2024-11-27T08:00:00.0;270.4478;146.5724;75.8756;70.6968;382.2249;101.1082;13.3845;87.7237;70.0595;0.9667
2024-11-27T08:00:00.0/2024-11-27T09:00:00.0;402.6633;250.7350;155.7247;95.0103;538.4733;156.5222;21.8275;134.6947;72.8556;1.0000
2024-11-27T09:00:00.0/2024-11-27T10:00:00.0;481.9848;318.3047;213.5596;104.7451;619.2222;210.6737;59.7457;150.9279;178.6615;1.0000
2024-11-27T10:00:00.0/2024-11-27T11:00:00.0;503.0027;338.3787;234.5234;103.8553;652.1376;248.4725;62.8611;185.6114;175.2301;1.0000
2024-11-27T11:00:00.0/2024-11-27T12:00:00.0;464.2803;307.9586;212.8517;95.1069;640.8060;198.7426;43.6119;155.1307;126.8091;1.0000
2024-11-27T12:00:00.0/2024-11-27T13:00:00.0;368.4517;230.6753;151.7894;78.8860;573.2802;153.9861;13.1699;140.8162;49.8420;1.0000
2024-11-27T13:00:00.0/2024-11-27T14:00:00.0;222.0413;119.4953;67.0487;52.4466;406.9832;103.1950;32.3082;70.8868;211.0696;1.0000
2024-11-27T14:00:00.0/2024-11-27T15:00:00.0;46.1341;17.4228;5.7382;11.6846;83.3542;17.4228;5.7382;11.6846;83.3542;0.9417
2024-11-27T15:00:00.0/2024-11-27T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T16:00:00.0/2024-11-27T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T17:00:00.0/2024-11-27T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T18:00:00.0/2024-11-27T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T19:00:00.0/2024-11-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T20:00:00.0/2024-11-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T21:00:00.0/2024-11-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T22:00:00.0/2024-11-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-27T23:00:00.0/2024-11-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T00:00:00.0/2024-11-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T01:00:00.0/2024-11-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T02:00:00.0/2024-11-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T03:00:00.0/2024-11-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T04:00:00.0/2024-11-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T05:00:00.0/2024-11-28T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T06:00:00.0/2024-11-28T07:00:00.0;90.0142;37.0164;13.6932;23.3233;147.5836;4.4910;0.0000;4.4910;0.0000;0.5250
2024-11-28T07:00:00.0/2024-11-28T08:00:00.0;265.9385;147.3925;82.2827;65.1097;423.8090;15.7178;0.0000;15.7178;0.0000;0.9667
2024-11-28T08:00:00.0/2024-11-28T09:00:00.0;398.3220;248.6421;157.2348;91.4073;550.5055;52.7310;0.6594;52.0716;2.3454;1.0000
2024-11-28T09:00:00.0/2024-11-28T10:00:00.0;477.8995;312.1547;205.4005;106.7542;601.1029;28.6692;0.0000;28.6692;0.0000;1.0000
2024-11-28T10:00:00.0/2024-11-28T11:00:00.0;499.2444;328.1248;215.5544;112.5704;604.0609;53.3919;0.0000;53.3919;0.0000;1.0000
2024-11-28T11:00:00.0/2024-11-28T12:00:00.0;460.8977;294.4271;185.1304;109.2966;561.1641;85.1615;0.0757;85.0858;0.2487;1.0000
2024-11-28T12:00:00.0/2024-11-28T13:00:00.0;365.4681;215.4374;120.9653;94.4722;459.1924;135.1045;6.1819;128.9226;23.6922;1.0000
2024-11-28T13:00:00.0/2024-11-28T14:00:00.0;219.4531;106.7216;45.0071;61.7144;271.5979;77.9457;3.1066;74.8392;18.1797;1.0000
2024-11-28T14:00:00.0/2024-11-28T15:00:00.0;44.5908;14.6556;2.6349;12.0207;37.7583;14.0379;1.9149;12.1230;29.4329;0.9500
2024-11-28T15:00:00.0/2024-11-28T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T16:00:00.0/2024-11-28T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T17:00:00.0/2024-11-28T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T18:00:00.0/2024-11-28T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T19:00:00.0/2024-11-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T20:00:00.0/2024-11-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T21:00:00.0/2024-11-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T22:00:00.0/2024-11-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-28T23:00:00.0/2024-11-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T00:00:00.0/2024-11-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T01:00:00.0/2024-11-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T02:00:00.0/2024-11-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T03:00:00.0/2024-11-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T04:00:00.0/2024-11-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T05:00:00.0/2024-11-29T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T06:00:00.0/2024-11-29T07:00:00.0;85.7751;39.1465;20.3313;18.8152;232.2034;39.1465;20.3313;18.8152;232.2034;0.5417
2024-11-29T07:00:00.0/2024-11-29T08:00:00.0;261.5346;157.1997;109.1868;48.0129;574.4069;154.1497;104.2093;49.9404;552.6812;0.9667
2024-11-29T08:00:00.0/2024-11-29T09:00:00.0;394.0989;262.7624;199.9807;62.7818;708.2656;238.9089;160.2930;78.6159;575.8494;1.0000
2024-11-29T09:00:00.0/2024-11-29T10:00:00.0;473.9451;325.2803;248.2882;76.9921;733.4510;286.5736;185.3837;101.1899;549.1292;1.0000
2024-11-29T10:00:00.0/2024-11-29T11:00:00.0;495.6286;336.1572;245.0009;91.1563;691.7659;250.8236;102.4529;148.3707;289.1919;1.0000
2024-11-29T11:00:00.0/2024-11-29T12:00:00.0;457.6676;297.0745;199.6082;97.4662;609.0949;128.5672;9.3418;119.2254;27.1651;1.0000
2024-11-29T12:00:00.0/2024-11-29T13:00:00.0;362.6448;217.7830;132.5885;85.1945;509.0436;79.6389;0.0291;79.6098;0.1050;1.0000
2024-11-29T13:00:00.0/2024-11-29T14:00:00.0;217.0298;111.4384;57.5284;53.9100;356.6406;54.1794;1.4496;52.7298;13.3765;1.0000
2024-11-29T14:00:00.0/2024-11-29T15:00:00.0;43.2153;15.5144;4.5797;10.9347;68.8646;13.0799;1.0844;11.9955;20.7803;0.9500
2024-11-29T15:00:00.0/2024-11-29T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T16:00:00.0/2024-11-29T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T17:00:00.0/2024-11-29T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T18:00:00.0/2024-11-29T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T19:00:00.0/2024-11-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T20:00:00.0/2024-11-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T21:00:00.0/2024-11-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T22:00:00.0/2024-11-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-29T23:00:00.0/2024-11-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T00:00:00.0/2024-11-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T01:00:00.0/2024-11-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T02:00:00.0/2024-11-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T03:00:00.0/2024-11-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T04:00:00.0/2024-11-30T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T05:00:00.0/2024-11-30T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T06:00:00.0/2024-11-30T07:00:00.0;81.7512;39.5572;23.8940;15.6631;284.4040;39.5572;23.8940;15.6631;284.4040;0.5500
2024-11-30T07:00:00.0/2024-11-30T08:00:00.0;257.2393;160.6104;121.8203;38.7901;653.1695;160.6104;121.8203;38.7901;653.1695;0.9667
2024-11-30T08:00:00.0/2024-11-30T09:00:00.0;389.9969;267.5667;218.5479;49.0187;782.6594;267.5667;218.5479;49.0187;782.6594;1.0000
2024-11-30T09:00:00.0/2024-11-30T10:00:00.0;470.1243;333.4091;278.1558;55.2533;828.2100;333.4091;278.1558;55.2533;828.2100;1.0000
2024-11-30T10:00:00.0/2024-11-30T11:00:00.0;492.1578;349.5482;289.9033;59.6449;824.6560;349.5482;289.9033;59.6449;824.6560;1.0000
2024-11-30T11:00:00.0/2024-11-30T12:00:00.0;454.5923;315.3983;255.0260;60.3724;784.6795;314.8325;253.9319;60.9006;781.0191;1.0000
2024-11-30T12:00:00.0/2024-11-30T13:00:00.0;359.9832;234.7474;178.7447;56.0027;691.4554;207.1358;128.2266;78.9092;507.6845;1.0000
2024-11-30T13:00:00.0/2024-11-30T14:00:00.0;214.7726;120.0980;78.2072;41.8908;490.9718;120.0980;78.2072;41.8908;490.9718;1.0000
2024-11-30T14:00:00.0/2024-11-30T15:00:00.0;41.9314;16.2098;6.3763;9.8335;98.1637;16.2098;6.3763;9.8335;98.1637;0.8333
2024-11-30T15:00:00.0/2024-11-30T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T16:00:00.0/2024-11-30T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T17:00:00.0/2024-11-30T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T18:00:00.0/2024-11-30T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T19:00:00.0/2024-11-30T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T20:00:00.0/2024-11-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T21:00:00.0/2024-11-30T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T22:00:00.0/2024-11-30T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-11-30T23:00:00.0/2024-12-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-01T00:00:00.0/2024-12-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-12-01T01:00:00.0/2024-12-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
