# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2024-09-26T00:00:00.0
# Date end (ISO 8601): 2024-10-27T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-09-26T00:00:00.0/2024-09-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T01:00:00.0/2024-09-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T02:00:00.0/2024-09-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T03:00:00.0/2024-09-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-09-26T04:00:00.0/2024-09-26T05:00:00.0;27.9329;9.0637;2.1135;6.9501;33.9566;9.0637;2.1135;6.9501;33.9566;0.7583
2024-09-26T05:00:00.0/2024-09-26T06:00:00.0;231.2442;119.4874;65.0470;54.4404;354.0200;106.6406;39.6807;66.9599;241.3660;0.8417
2024-09-26T06:00:00.0/2024-09-26T07:00:00.0;448.9524;283.9648;194.8706;89.0942;583.1457;169.2823;14.2897;154.9926;43.0376;1.0000
2024-09-26T07:00:00.0/2024-09-26T08:00:00.0;634.3246;433.6357;321.8873;111.7484;686.4976;347.4544;142.0557;205.3988;299.1223;1.0000
2024-09-26T08:00:00.0/2024-09-26T09:00:00.0;774.6990;549.1628;422.5524;126.6104;739.1576;308.2855;53.4903;254.7952;96.9801;1.0000
2024-09-26T09:00:00.0/2024-09-26T10:00:00.0;860.4811;620.0651;483.1302;136.9348;761.2886;511.5680;233.4457;278.1223;366.5025;1.0000
2024-09-26T10:00:00.0/2024-09-26T11:00:00.0;885.7993;640.2966;496.6844;143.6122;760.3424;495.5416;179.2053;316.3363;274.1738;1.0000
2024-09-26T11:00:00.0/2024-09-26T12:00:00.0;848.9053;606.9907;461.7182;145.2725;737.3241;345.8764;54.9644;290.9120;88.5816;1.0000
2024-09-26T12:00:00.0/2024-09-26T13:00:00.0;752.2943;524.0056;386.2165;137.7891;695.5045;358.5192;74.7397;283.7794;134.5495;1.0000
2024-09-26T13:00:00.0/2024-09-26T14:00:00.0;602.5341;398.9283;278.9956;119.9327;625.6996;282.2065;53.9666;228.2398;119.2570;1.0000
2024-09-26T14:00:00.0/2024-09-26T15:00:00.0;409.8170;244.0791;152.2354;91.8438;496.3246;148.9308;11.9174;137.0135;39.7858;1.0000
