# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2026-03-07T00:00:00.0
# Date end (ISO 8601): 2026-04-07T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2026-03-07T00:00:00.0/2026-03-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-03-07T01:00:00.0/2026-03-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-03-07T02:00:00.0/2026-03-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-03-07T03:00:00.0/2026-03-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-03-07T04:00:00.0/2026-03-07T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-03-07T05:00:00.0/2026-03-07T06:00:00.0;91.0320;47.8344;30.7350;17.0993;313.9558;47.8344;30.7350;17.0993;313.9558;0.7833
2026-03-07T06:00:00.0/2026-03-07T07:00:00.0;318.5140;216.0864;171.3728;44.7137;732.3779;216.0864;171.3728;44.7137;732.3779;1.0000
2026-03-07T07:00:00.0/2026-03-07T08:00:00.0;519.9171;388.0583;330.2189;57.8394;876.0681;388.0583;330.2189;57.8394;876.0681;1.0000
2026-03-07T08:00:00.0/2026-03-07T09:00:00.0;679.5255;529.2476;464.0479;65.1996;944.1000;529.2476;464.0479;65.1996;944.1000;1.0000
2026-03-07T09:00:00.0/2026-03-07T10:00:00.0;786.4749;623.8403;553.6970;70.1434;973.9730;623.8403;553.6970;70.1434;973.9730;1.0000
2026-03-07T10:00:00.0/2026-03-07T11:00:00.0;833.4916;663.5703;589.9080;73.6623;979.2408;663.5703;589.9080;73.6623;979.2408;1.0000
2026-03-07T11:00:00.0/2026-03-07T12:00:00.0;817.3884;646.4018;571.4244;74.9773;967.1167;646.4018;571.4244;74.9773;967.1167;1.0000
2026-03-07T12:00:00.0/2026-03-07T13:00:00.0;739.2827;574.6458;501.3384;73.3073;937.7502;574.6458;501.3384;73.3073;937.7502;1.0000
2026-03-07T13:00:00.0/2026-03-07T14:00:00.0;604.5199;454.2432;386.3240;67.9192;882.4689;454.2432;386.3240;67.9192;882.4689;1.0000
2026-03-07T14:00:00.0/2026-03-07T15:00:00.0;422.3088;295.5998;238.0556;57.5442;773.7924;295.5998;238.0556;57.5442;773.7924;1.0000
