# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2026-08-09T00:00:00.0
# Date end (ISO 8601): 2026-08-19T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2026-08-11T21:00:00.0/2026-08-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-11T22:00:00.0/2026-08-11T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-11T23:00:00.0/2026-08-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-12T00:00:00.0/2026-08-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-12T01:00:00.0/2026-08-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-12T02:00:00.0/2026-08-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-12T03:00:00.0/2026-08-12T04:00:00.0;26.2197;9.1656;3.0144;6.1512;51.4833;9.1656;3.0144;6.1512;51.4833;0.7583
2026-08-12T04:00:00.0/2026-08-12T05:00:00.0;220.2677;121.7576;77.6567;44.1009;438.1620;121.7576;77.6567;44.1009;438.1620;0.9667
2026-08-12T05:00:00.0/2026-08-12T06:00:00.0;444.3311;299.4485;230.8620;68.5866;682.2791;299.4485;230.8620;68.5866;682.2791;1.0000
2026-08-12T06:00:00.0/2026-08-12T07:00:00.0;655.3521;479.1717;394.0696;85.1021;795.7911;479.1717;394.0696;85.1021;795.7911;1.0000
2026-08-12T07:00:00.0/2026-08-12T08:00:00.0;838.9281;637.7797;537.4539;100.3257;849.1137;637.7797;537.4539;100.3257;849.1137;1.0000
2026-08-12T08:00:00.0/2026-08-12T09:00:00.0;982.5245;763.4779;651.0112;112.4667;878.6737;763.4779;651.0112;112.4667;878.6737;1.0000
2026-08-12T09:00:00.0/2026-08-12T10:00:00.0;1076.3302;846.4799;730.5706;115.9094;900.2332;846.4799;730.5706;115.9094;900.2332;1.0000
2026-08-12T10:00:00.0/2026-08-12T11:00:00.0;1113.9275;879.9691;769.8354;110.1337;916.7260;879.9691;769.8354;110.1337;916.7260;1.0000
2026-08-12T11:00:00.0/2026-08-12T12:00:00.0;1092.7303;860.8881;759.2008;101.6873;921.6160;860.8881;759.2008;101.6873;921.6160;1.0000
2026-08-12T12:00:00.0/2026-08-12T13:00:00.0;1014.1616;790.9666;695.9822;94.9843;910.1439;790.9666;695.9822;94.9843;910.1439;1.0000
2026-08-12T13:00:00.0/2026-08-12T14:00:00.0;883.5568;675.6320;585.9250;89.7069;879.0931;675.6320;585.9250;89.7069;879.0931;1.0000
2026-08-12T14:00:00.0/2026-08-12T15:00:00.0;709.7998;524.1144;442.5579;81.5565;825.5463;524.1144;442.5579;81.5565;825.5463;1.0000
2026-08-12T15:00:00.0/2026-08-12T16:00:00.0;504.7180;348.9625;279.0411;69.9213;728.7276;348.9625;279.0411;69.9213;728.7276;1.0000
2026-08-12T16:00:00.0/2026-08-12T17:00:00.0;282.2750;168.8711;118.3085;50.5626;538.0510;168.8711;118.3085;50.5626;538.0510;1.0000
2026-08-12T17:00:00.0/2026-08-12T18:00:00.0;63.8168;26.9065;12.6222;14.2844;144.5449;26.9065;12.6222;14.2844;144.5449;0.7750
2026-08-12T18:00:00.0/2026-08-12T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-12T19:00:00.0/2026-08-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-12T20:00:00.0/2026-08-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-12T21:00:00.0/2026-08-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-12T22:00:00.0/2026-08-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-12T23:00:00.0/2026-08-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-13T00:00:00.0/2026-08-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-13T01:00:00.0/2026-08-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-13T02:00:00.0/2026-08-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-13T03:00:00.0/2026-08-13T04:00:00.0;24.0123;8.1647;2.3875;5.7772;42.4206;8.1647;2.3875;5.7772;42.4206;0.7667
2026-08-13T04:00:00.0/2026-08-13T05:00:00.0;215.9513;116.2835;69.4853;46.7982;398.2372;116.2835;69.4853;46.7982;398.2372;0.9667
2026-08-13T05:00:00.0/2026-08-13T06:00:00.0;440.3903;289.6572;211.3938;78.2634;630.3755;289.6572;211.3938;78.2634;630.3755;1.0000
2026-08-13T06:00:00.0/2026-08-13T07:00:00.0;651.7205;467.1379;368.3036;98.8343;747.6434;467.1379;368.3036;98.8343;747.6434;1.0000
2026-08-13T07:00:00.0/2026-08-13T08:00:00.0;835.5180;625.7118;512.9843;112.7275;813.8524;625.7118;512.9843;112.7275;813.8524;1.0000
2026-08-13T08:00:00.0/2026-08-13T09:00:00.0;979.2327;750.8670;628.5019;122.3651;851.3758;750.8670;628.5019;122.3651;851.3758;1.0000
2026-08-13T09:00:00.0/2026-08-13T10:00:00.0;1073.0450;833.7586;710.7863;122.9722;878.8168;833.7586;710.7863;122.9722;878.8168;1.0000
2026-08-13T10:00:00.0/2026-08-13T11:00:00.0;1110.5365;867.9611;753.3582;114.6030;900.1621;867.9611;753.3582;114.6030;900.1621;1.0000
2026-08-13T11:00:00.0/2026-08-13T12:00:00.0;1089.1282;850.2357;747.1567;103.0790;910.3413;850.2357;747.1567;103.0790;910.3413;1.0000
2026-08-13T12:00:00.0/2026-08-13T13:00:00.0;1010.2571;780.7160;684.2789;96.4371;898.5580;780.7160;684.2789;96.4371;898.5580;1.0000
2026-08-13T13:00:00.0/2026-08-13T14:00:00.0;879.2792;664.6879;570.5110;94.1769;860.3020;664.6879;570.5110;94.1769;860.3020;1.0000
2026-08-13T14:00:00.0/2026-08-13T15:00:00.0;705.1038;512.6377;424.5215;88.1162;797.1359;512.6377;424.5215;88.1162;797.1359;1.0000
2026-08-13T15:00:00.0/2026-08-13T16:00:00.0;499.5867;338.1903;263.0612;75.1291;693.9974;338.1903;263.0612;75.1291;693.9974;1.0000
2026-08-13T16:00:00.0/2026-08-13T17:00:00.0;276.7213;160.6848;108.6196;52.0652;502.5298;160.6848;108.6196;52.0652;502.5298;1.0000
2026-08-13T17:00:00.0/2026-08-13T18:00:00.0;59.4043;23.9795;10.5229;13.4566;124.4068;23.9795;10.5229;13.4566;124.4068;0.7917
2026-08-13T18:00:00.0/2026-08-13T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-13T19:00:00.0/2026-08-13T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-13T20:00:00.0/2026-08-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-13T21:00:00.0/2026-08-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-13T22:00:00.0/2026-08-13T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-13T23:00:00.0/2026-08-14T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-14T00:00:00.0/2026-08-14T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-14T01:00:00.0/2026-08-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-14T02:00:00.0/2026-08-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-14T03:00:00.0/2026-08-14T04:00:00.0;21.8702;6.7123;1.5116;5.2007;27.5401;6.7123;1.5116;5.2007;27.5401;0.7833
2026-08-14T04:00:00.0/2026-08-14T05:00:00.0;211.5990;105.4386;56.2327;49.2059;324.6844;105.4386;56.2327;49.2059;324.6844;0.9667
2026-08-14T05:00:00.0/2026-08-14T06:00:00.0;436.4121;272.9300;186.0594;86.8706;558.8762;272.9300;186.0594;86.8706;558.8762;1.0000
2026-08-14T06:00:00.0/2026-08-14T07:00:00.0;648.0478;447.9027;335.8810;112.0217;685.5260;447.9027;335.8810;112.0217;685.5260;1.0000
2026-08-14T07:00:00.0/2026-08-14T08:00:00.0;832.0607;605.5695;476.3843;129.1852;759.0402;605.5695;476.3843;129.1852;759.0402;1.0000
2026-08-14T08:00:00.0/2026-08-14T09:00:00.0;975.8858;730.5748;589.6505;140.9243;801.7175;730.5748;589.6505;140.9243;801.7175;1.0000
2026-08-14T09:00:00.0/2026-08-14T10:00:00.0;1069.6958;813.6393;669.1122;144.5271;830.1849;813.6393;669.1122;144.5271;830.1849;1.0000
2026-08-14T10:00:00.0/2026-08-14T11:00:00.0;1107.0719;848.1771;707.8526;140.3245;848.7465;848.1771;707.8526;140.3245;848.7465;1.0000
2026-08-14T11:00:00.0/2026-08-14T12:00:00.0;1085.4427;830.4830;697.6328;132.8503;853.1707;830.4830;697.6328;132.8503;853.1707;1.0000
2026-08-14T12:00:00.0/2026-08-14T13:00:00.0;1006.2605;761.7007;636.0225;125.6783;838.8132;761.7007;636.0225;125.6783;838.8132;1.0000
2026-08-14T13:00:00.0/2026-08-14T14:00:00.0;874.9020;647.2391;528.9869;118.2521;801.9240;647.2391;528.9869;118.2521;801.9240;1.0000
2026-08-14T14:00:00.0/2026-08-14T15:00:00.0;700.3026;496.8490;390.6477;106.2013;738.6627;454.4425;312.4477;141.9949;589.1054;1.0000
2026-08-14T15:00:00.0/2026-08-14T16:00:00.0;494.3469;323.9901;236.8026;87.1875;630.7559;323.9901;236.8026;87.1875;630.7559;1.0000
2026-08-14T16:00:00.0/2026-08-14T17:00:00.0;271.0580;149.4410;92.0259;57.4152;431.7320;149.4410;92.0259;57.4152;431.7320;1.0000
2026-08-14T17:00:00.0/2026-08-14T18:00:00.0;55.1228;20.6204;7.5388;13.0816;91.0537;20.6204;7.5388;13.0816;91.0537;0.8000
2026-08-14T18:00:00.0/2026-08-14T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-14T19:00:00.0/2026-08-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-14T20:00:00.0/2026-08-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-14T21:00:00.0/2026-08-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-14T22:00:00.0/2026-08-14T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-08-14T23:00:00.0/2026-08-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
