# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2025-02-28T00:00:00.0
# Date end (ISO 8601): 2025-03-31T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-02-28T00:00:00.0/2025-02-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-02-28T01:00:00.0/2025-02-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-02-28T02:00:00.0/2025-02-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-02-28T03:00:00.0/2025-02-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-02-28T04:00:00.0/2025-02-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-02-28T05:00:00.0/2025-02-28T06:00:00.0;50.9396;17.6448;3.9828;13.6619;48.8832;8.8533;0.0000;8.8533;0.0000;0.7667
2025-02-28T06:00:00.0/2025-02-28T07:00:00.0;266.0380;141.3344;70.4202;70.9143;347.2090;84.3851;0.9517;83.4334;4.4902;1.0000
2025-02-28T07:00:00.0/2025-02-28T08:00:00.0;467.9010;303.3264;198.2345;105.0919;582.2310;33.2820;0.0618;33.2202;0.2225;1.0000
2025-02-28T08:00:00.0/2025-02-28T09:00:00.0;628.3591;444.7236;328.2662;116.4574;723.2748;121.4456;67.7774;53.6683;138.5319;1.0000
2025-02-28T09:00:00.0/2025-02-28T10:00:00.0;736.4893;534.5989;394.0204;140.5785;743.2044;155.0797;26.6702;128.4095;52.9783;1.0000
2025-02-28T10:00:00.0/2025-02-28T11:00:00.0;784.9356;563.7564;384.6221;179.1344;680.3235;118.3846;0.0684;118.3161;0.1226;1.0000
2025-02-28T11:00:00.0/2025-02-28T12:00:00.0;770.4117;537.4543;336.2307;201.2235;605.3766;70.2545;0.0000;70.2545;0.0000;1.0000
2025-02-28T12:00:00.0/2025-02-28T13:00:00.0;693.9249;463.2383;267.8041;195.4342;535.0134;50.2637;0.0000;50.2637;0.0000;1.0000
2025-02-28T13:00:00.0/2025-02-28T14:00:00.0;560.7078;348.9501;186.3962;162.5539;459.0546;65.7695;0.0000;65.7694;0.0001;1.0000
2025-02-28T14:00:00.0/2025-02-28T15:00:00.0;379.8611;204.4298;91.5135;112.9163;327.0494;33.1963;0.0039;33.1923;0.0194;1.0000
