# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2025-12-04T00:00:00.0
# Date end (ISO 8601): 2026-01-04T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-12-04T00:00:00.0/2025-12-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T01:00:00.0/2025-12-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T02:00:00.0/2025-12-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T03:00:00.0/2025-12-04T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T04:00:00.0/2025-12-04T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T05:00:00.0/2025-12-04T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T06:00:00.0/2025-12-04T07:00:00.0;68.1667;27.4477;9.8992;17.5484;121.8610;3.5982;0.0000;3.5982;0.0000;0.5917
2025-12-04T07:00:00.0/2025-12-04T08:00:00.0;242.1090;134.9937;79.4710;55.5227;447.1637;15.1189;0.0000;15.1189;0.0000;0.9667
2025-12-04T08:00:00.0/2025-12-04T09:00:00.0;375.7068;240.1703;166.1888;73.9815;617.1863;25.2127;0.0000;25.2127;0.0000;1.0000
2025-12-04T09:00:00.0/2025-12-04T10:00:00.0;457.0011;307.7400;225.1843;82.5557;690.2694;131.3290;28.2553;103.0737;84.0164;1.0000
2025-12-04T10:00:00.0/2025-12-04T11:00:00.0;480.4498;326.9590;241.3300;85.6291;704.0150;207.7901;52.7969;154.9932;153.5139;1.0000
2025-12-04T11:00:00.0/2025-12-04T12:00:00.0;444.4519;296.2827;213.8556;82.4271;673.7437;98.8152;0.0341;98.7811;0.1043;1.0000
2025-12-04T12:00:00.0/2025-12-04T13:00:00.0;351.4569;220.0806;148.9312;71.1494;590.5902;127.1120;7.9259;119.1861;32.1091;1.0000
2025-12-04T13:00:00.0/2025-12-04T14:00:00.0;207.7970;111.0965;62.8356;48.2609;405.8551;81.2492;18.3800;62.8692;152.0666;1.0000
2025-12-04T14:00:00.0/2025-12-04T15:00:00.0;38.2594;14.0930;4.2988;9.7942;68.2716;14.0930;4.2988;9.7942;68.2716;0.8417
2025-12-04T15:00:00.0/2025-12-04T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T16:00:00.0/2025-12-04T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T17:00:00.0/2025-12-04T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T18:00:00.0/2025-12-04T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T19:00:00.0/2025-12-04T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T20:00:00.0/2025-12-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T21:00:00.0/2025-12-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T22:00:00.0/2025-12-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-04T23:00:00.0/2025-12-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T00:00:00.0/2025-12-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T01:00:00.0/2025-12-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T02:00:00.0/2025-12-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T03:00:00.0/2025-12-05T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T04:00:00.0/2025-12-05T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T05:00:00.0/2025-12-05T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T06:00:00.0/2025-12-05T07:00:00.0;64.9913;25.6057;9.2652;16.3404;116.5250;11.9873;0.0000;11.9873;0.0000;0.6000
2025-12-05T07:00:00.0/2025-12-05T08:00:00.0;238.3833;130.3591;76.7263;53.6328;438.6198;72.6194;1.4990;71.1204;7.0646;0.9667
2025-12-05T08:00:00.0/2025-12-05T09:00:00.0;372.2296;232.5462;159.2757;73.2705;597.3835;74.3817;2.6975;71.6842;11.3048;1.0000
2025-12-05T09:00:00.0/2025-12-05T10:00:00.0;453.8574;298.4197;215.2156;83.2041;664.4464;92.1088;0.0794;92.0294;0.2459;1.0000
2025-12-05T10:00:00.0/2025-12-05T11:00:00.0;477.7021;317.7083;231.0277;86.6806;678.0257;72.7865;0.0448;72.7417;0.1311;1.0000
2025-12-05T11:00:00.0/2025-12-05T12:00:00.0;442.1359;287.9842;204.2501;83.7341;646.9945;34.4881;0.0000;34.4881;0.0000;1.0000
2025-12-05T12:00:00.0/2025-12-05T13:00:00.0;349.5789;213.0431;140.0092;73.0339;557.8473;89.7187;2.0321;87.6866;8.9541;1.0000
2025-12-05T13:00:00.0/2025-12-05T14:00:00.0;206.3337;106.0693;56.4496;49.6197;365.4832;75.2100;1.8700;73.3399;13.0818;1.0000
2025-12-05T14:00:00.0/2025-12-05T15:00:00.0;37.5194;13.1075;3.4823;9.6251;55.5422;12.6409;2.5462;10.0947;43.5315;0.8500
2025-12-05T15:00:00.0/2025-12-05T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T16:00:00.0/2025-12-05T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T17:00:00.0/2025-12-05T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T18:00:00.0/2025-12-05T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T19:00:00.0/2025-12-05T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T20:00:00.0/2025-12-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T21:00:00.0/2025-12-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T22:00:00.0/2025-12-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-05T23:00:00.0/2025-12-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-06T00:00:00.0/2025-12-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-06T01:00:00.0/2025-12-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-06T02:00:00.0/2025-12-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-06T03:00:00.0/2025-12-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-06T04:00:00.0/2025-12-06T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-06T05:00:00.0/2025-12-06T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-12-06T06:00:00.0/2025-12-06T07:00:00.0;61.9789;23.1354;6.9676;16.1679;89.1079;23.1354;6.9676;16.1679;89.1079;0.6083
2025-12-06T07:00:00.0/2025-12-06T08:00:00.0;234.7826;121.7953;62.2913;59.5040;360.7928;107.6179;34.5708;73.0470;217.5446;0.9667
2025-12-06T08:00:00.0/2025-12-06T09:00:00.0;368.8892;219.8456;131.7865;88.0591;498.8601;188.3796;79.4710;108.9086;292.5186;1.0000
2025-12-06T09:00:00.0/2025-12-06T10:00:00.0;450.8615;286.0232;185.1264;100.8968;575.1133;231.5436;85.8360;145.7076;271.6036;1.0000
2025-12-06T10:00:00.0/2025-12-06T11:00:00.0;475.1115;309.4095;210.1244;99.2851;620.2357;225.1334;49.4235;175.7099;146.2787;1.0000
2025-12-06T11:00:00.0/2025-12-06T12:00:00.0;439.9841;283.8417;194.0386;89.8031;618.1404;213.8194;53.4217;160.3977;169.6616;1.0000
2025-12-06T12:00:00.0/2025-12-06T13:00:00.0;347.8697;210.6546;134.6954;75.9592;539.0825;169.0561;49.5690;119.4871;199.9218;1.0000
2025-12-06T13:00:00.0/2025-12-06T14:00:00.0;205.0407;103.7062;52.3234;51.3828;339.5222;97.6226;40.3659;57.2567;266.4181;1.0000
2025-12-06T14:00:00.0/2025-12-06T15:00:00.0;36.9218;12.5472;2.9487;9.5985;46.9422;12.5472;2.9487;9.5985;46.9422;0.8500
