# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2024-05-25T00:00:00.0
# Date end (ISO 8601): 2024-06-25T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-05-25T00:00:00.0/2024-05-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-05-25T01:00:00.0/2024-05-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-05-25T02:00:00.0/2024-05-25T03:00:00.0;2.1517;0.4756;0.0183;0.4573;0.3410;0.0683;0.0000;0.0683;0.0000;0.9333
2024-05-25T03:00:00.0/2024-05-25T04:00:00.0;133.7872;56.8003;23.8091;32.9912;191.6931;7.6471;0.0000;7.6471;0.0000;0.7167
2024-05-25T04:00:00.0/2024-05-25T05:00:00.0;349.7272;204.6062;128.4078;76.1984;475.7995;20.2512;0.0000;20.2512;0.0000;1.0000
2024-05-25T05:00:00.0/2024-05-25T06:00:00.0;565.7571;381.7257;278.1890;103.5367;648.5703;238.6259;85.8629;152.7630;184.2843;1.0000
2024-05-25T06:00:00.0/2024-05-25T07:00:00.0;767.1650;555.4738;434.7054;120.7684;750.5382;454.6562;196.2751;258.3810;337.7001;1.0000
2024-05-25T07:00:00.0/2024-05-25T08:00:00.0;940.2359;707.1227;575.4739;131.6488;811.7267;666.7388;480.8402;185.8987;677.5074;1.0000
2024-05-25T08:00:00.0/2024-05-25T09:00:00.0;1073.1865;824.6295;687.0054;137.6240;849.4297;735.9609;436.7205;299.2405;542.1251;1.0000
2024-05-25T09:00:00.0/2024-05-25T10:00:00.0;1156.9689;898.7305;757.1290;141.6015;868.5388;789.1774;429.4526;359.7248;491.8308;1.0000
2024-05-25T10:00:00.0/2024-05-25T11:00:00.0;1185.8868;923.9218;779.6076;144.3142;872.5464;918.7171;764.8690;153.8482;856.0033;1.0000
2024-05-25T11:00:00.0/2024-05-25T12:00:00.0;1157.9839;898.3832;754.3079;144.0753;864.5016;898.3832;754.3079;144.0753;864.5016;1.0000
2024-05-25T12:00:00.0/2024-05-25T13:00:00.0;1075.1769;822.3898;676.4293;145.9606;834.6025;628.1329;400.0900;228.0429;483.6711;1.0000
2024-05-25T13:00:00.0/2024-05-25T14:00:00.0;943.1241;701.4918;553.5161;147.9757;778.0033;192.4294;3.1869;189.2425;4.2565;1.0000
2024-05-25T14:00:00.0/2024-05-25T15:00:00.0;770.8391;546.6310;405.6878;140.9432;696.4709;140.0096;0.0749;139.9347;0.1359;1.0000
2024-05-25T15:00:00.0/2024-05-25T16:00:00.0;570.0753;371.5165;249.3079;122.2086;575.8857;186.9782;18.6300;168.3482;48.8388;1.0000
2024-05-25T16:00:00.0/2024-05-25T17:00:00.0;354.5245;196.1857;108.2209;87.9648;393.7251;168.2464;60.1265;108.1199;210.9531;1.0000
2024-05-25T17:00:00.0/2024-05-25T18:00:00.0;138.8831;54.5376;18.2754;36.2622;141.2101;49.9011;10.6221;39.2790;93.9577;0.9083
2024-05-25T18:00:00.0/2024-05-25T19:00:00.0;2.9993;0.6483;0.0223;0.6260;0.5206;0.6483;0.0223;0.6260;0.5206;0.9083
