# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2024-07-26T00:00:00.0
# Date end (ISO 8601): 2024-08-26T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-07-26T00:00:00.0/2024-07-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-26T01:00:00.0/2024-07-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-26T02:00:00.0/2024-07-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-26T03:00:00.0/2024-07-26T04:00:00.0;72.7981;24.2942;5.2835;19.0107;55.8662;3.4204;0.0643;3.3561;0.4957;0.6750
2024-07-26T04:00:00.0/2024-07-26T05:00:00.0;285.5269;141.3776;62.1680;79.2096;273.4305;112.2910;33.4929;78.7981;136.9954;1.0000
2024-07-26T05:00:00.0/2024-07-26T06:00:00.0;503.5221;307.0297;176.3924;130.6372;457.1877;306.4106;175.2387;131.1718;454.6702;1.0000
2024-07-26T06:00:00.0/2024-07-26T07:00:00.0;709.1874;481.3145;314.9206;166.3939;583.8004;398.3020;153.3905;244.9115;284.6525;1.0000
2024-07-26T07:00:00.0/2024-07-26T08:00:00.0;888.4928;640.6100;452.9041;187.7060;671.8953;634.9299;443.0607;191.8692;655.9587;1.0000
2024-07-26T08:00:00.0/2024-07-26T09:00:00.0;1029.2023;768.3503;569.6920;198.6583;730.3384;768.3503;569.6920;198.6583;730.3384;1.0000
2024-07-26T09:00:00.0/2024-07-26T10:00:00.0;1121.7083;850.8516;641.4022;209.4494;754.9204;850.8516;641.4022;209.4494;754.9204;1.0000
2024-07-26T10:00:00.0/2024-07-26T11:00:00.0;1159.6879;881.3821;659.5101;221.8720;750.8419;806.3411;529.9550;276.3861;603.5188;1.0000
2024-07-26T11:00:00.0/2024-07-26T12:00:00.0;1140.5345;860.5500;631.8878;228.6621;731.3776;860.5500;631.8878;228.6621;731.3776;1.0000
2024-07-26T12:00:00.0/2024-07-26T13:00:00.0;1065.5365;792.7242;572.1185;220.6058;708.7621;753.2382;495.5613;257.6769;614.6426;1.0000
2024-07-26T13:00:00.0/2024-07-26T14:00:00.0;939.7891;683.2796;484.9698;198.3098;680.8156;683.2796;484.9698;198.3098;680.8156;1.0000
2024-07-26T14:00:00.0/2024-07-26T15:00:00.0;771.8481;538.1470;367.9737;170.1733;628.0772;538.1470;367.9737;170.1733;628.0772;1.0000
2024-07-26T15:00:00.0/2024-07-26T16:00:00.0;573.1460;370.6067;235.8706;134.7361;539.9810;370.6067;235.8706;134.7361;539.9810;1.0000
2024-07-26T16:00:00.0/2024-07-26T17:00:00.0;357.2128;199.7331;109.3436;90.3895;394.6102;199.7331;109.3436;90.3895;394.6102;1.0000
2024-07-26T17:00:00.0/2024-07-26T18:00:00.0;138.7537;56.7229;20.5212;36.2017;159.5259;56.7229;20.5212;36.2017;159.5259;0.9083
2024-07-26T18:00:00.0/2024-07-26T19:00:00.0;2.5435;0.5705;0.0224;0.5482;0.6039;0.5705;0.0224;0.5482;0.6039;0.9167
2024-07-26T19:00:00.0/2024-07-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-26T20:00:00.0/2024-07-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-26T21:00:00.0/2024-07-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-26T22:00:00.0/2024-07-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-26T23:00:00.0/2024-07-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-27T00:00:00.0/2024-07-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-27T01:00:00.0/2024-07-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-27T02:00:00.0/2024-07-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-07-27T03:00:00.0/2024-07-27T04:00:00.0;69.5598;25.1013;7.4841;17.6172;81.5502;25.1013;7.4841;17.6172;81.5502;0.6917
2024-07-27T04:00:00.0/2024-07-27T05:00:00.0;281.9484;149.1922;80.1093;69.0829;359.3433;149.1922;80.1093;69.0829;359.3433;1.0000
2024-07-27T05:00:00.0/2024-07-27T06:00:00.0;500.2876;317.9895;209.9033;108.0862;548.9238;317.9895;209.9033;108.0862;548.9238;1.0000
2024-07-27T06:00:00.0/2024-07-27T07:00:00.0;706.2748;490.6441;355.5706;135.0735;662.7347;490.6441;355.5706;135.0735;662.7347;1.0000
2024-07-27T07:00:00.0/2024-07-27T08:00:00.0;885.8578;645.8640;493.0417;152.8223;734.1099;645.8640;493.0417;152.8223;734.1099;1.0000
2024-07-27T08:00:00.0/2024-07-27T09:00:00.0;1026.7808;769.1584;604.9551;164.2032;777.7090;769.1584;604.9551;164.2032;777.7090;1.0000
2024-07-27T09:00:00.0/2024-07-27T10:00:00.0;1119.4215;852.7871;690.3135;162.4736;814.1390;852.7871;690.3135;162.4736;814.1390;1.0000
2024-07-27T10:00:00.0/2024-07-27T11:00:00.0;1157.4474;890.3680;743.7591;146.6090;848.5540;890.3680;743.7591;146.6090;848.5540;1.0000
2024-07-27T11:00:00.0/2024-07-27T12:00:00.0;1138.2480;877.3149;750.0730;127.2420;870.2750;877.3149;750.0730;127.2420;870.2750;1.0000
