# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2024-06-01T00:00:00.0
# Date end (ISO 8601): 2024-06-04T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-06-01T15:00:00.0/2024-06-01T16:00:00.0;587.2344;397.4318;289.9082;107.5236;651.0387;379.4858;266.2491;113.2368;604.8207;1.0000
2024-06-01T16:00:00.0/2024-06-01T17:00:00.0;373.8706;226.8189;152.1025;74.7165;530.8990;226.8189;152.1025;74.7165;530.8990;1.0000
2024-06-01T17:00:00.0/2024-06-01T18:00:00.0;160.1813;75.9257;40.0741;35.8516;295.4325;75.9257;40.0741;35.8516;295.4325;0.9083
2024-06-01T18:00:00.0/2024-06-01T19:00:00.0;8.1553;2.2217;0.3967;1.8250;10.9695;2.2217;0.3967;1.8250;10.9695;0.8583
2024-06-01T19:00:00.0/2024-06-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-01T20:00:00.0/2024-06-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-01T21:00:00.0/2024-06-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-01T22:00:00.0/2024-06-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-01T23:00:00.0/2024-06-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-02T00:00:00.0/2024-06-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-02T01:00:00.0/2024-06-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-02T02:00:00.0/2024-06-02T03:00:00.0;5.7868;1.3945;0.1181;1.2765;3.4843;0.1770;0.0000;0.1770;0.0000;0.8833
2024-06-02T03:00:00.0/2024-06-02T04:00:00.0;150.7830;65.6001;28.6010;36.9991;214.1217;9.1188;0.0000;9.1188;0.0000;0.7167
2024-06-02T04:00:00.0/2024-06-02T05:00:00.0;364.1581;213.5771;134.5686;79.0085;478.9905;66.7180;1.0650;65.6531;3.1697;1.0000
2024-06-02T05:00:00.0/2024-06-02T06:00:00.0;577.8908;387.3251;281.0911;106.2340;640.1576;269.7106;102.7496;166.9610;225.2689;1.0000
2024-06-02T06:00:00.0/2024-06-02T07:00:00.0;777.4246;558.0176;434.5582;123.4594;738.3900;372.7478;116.6801;256.0677;200.5038;1.0000
2024-06-02T07:00:00.0/2024-06-02T08:00:00.0;949.1702;708.3010;574.1836;134.1174;800.1074;518.1970;221.7737;296.4232;312.1843;1.0000
2024-06-02T08:00:00.0/2024-06-02T09:00:00.0;1081.4326;825.4789;685.6552;139.8238;839.0161;322.1462;14.5162;307.6300;18.1752;1.0000
2024-06-02T09:00:00.0/2024-06-02T10:00:00.0;1165.2076;898.1053;745.7788;152.3266;847.2756;186.6058;8.8306;177.7751;10.1835;1.0000
2024-06-02T10:00:00.0/2024-06-02T11:00:00.0;1194.7964;920.6011;748.6749;171.9262;829.4433;407.0477;39.9187;367.1290;44.2524;1.0000
2024-06-02T11:00:00.0/2024-06-02T12:00:00.0;1168.1927;893.0417;706.7167;186.3251;800.6367;745.9101;361.4698;384.4403;408.3496;1.0000
2024-06-02T12:00:00.0/2024-06-02T13:00:00.0;1087.2207;819.3798;632.2227;187.1571;769.4889;701.2089;371.0887;330.1203;450.7807;1.0000
2024-06-02T13:00:00.0/2024-06-02T14:00:00.0;957.4095;705.1434;530.9127;174.2307;733.3799;564.2286;196.0955;368.1331;269.8391;1.0000
2024-06-02T14:00:00.0/2024-06-02T15:00:00.0;787.6152;557.0209;401.8716;155.1494;673.8909;496.8686;280.3589;216.5098;471.8878;1.0000
2024-06-02T15:00:00.0/2024-06-02T16:00:00.0;589.4175;389.5776;264.6023;124.9753;591.4484;281.3989;64.2066;217.1923;136.2598;1.0000
2024-06-02T16:00:00.0/2024-06-02T17:00:00.0;376.3293;220.2591;134.6196;85.6396;465.5472;172.5314;50.1401;122.3913;197.7793;1.0000
2024-06-02T17:00:00.0/2024-06-02T18:00:00.0;162.8752;73.3063;33.8062;39.5002;243.9608;73.3063;33.8062;39.5002;243.9608;0.9083
2024-06-02T18:00:00.0/2024-06-02T19:00:00.0;8.9905;2.3616;0.3364;2.0252;9.1493;2.3616;0.3364;2.0252;9.1493;0.8417
2024-06-02T19:00:00.0/2024-06-02T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-02T20:00:00.0/2024-06-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-02T21:00:00.0/2024-06-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-02T22:00:00.0/2024-06-02T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-02T23:00:00.0/2024-06-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-03T00:00:00.0/2024-06-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-03T01:00:00.0/2024-06-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-03T02:00:00.0/2024-06-03T03:00:00.0;6.2180;1.4412;0.0744;1.3668;2.2080;0.1814;0.0000;0.1814;0.0000;0.8750
2024-06-03T03:00:00.0/2024-06-03T04:00:00.0;152.3004;61.5118;20.8392;40.6726;150.7685;8.0145;0.0464;7.9680;0.2430;0.7167
2024-06-03T04:00:00.0/2024-06-03T05:00:00.0;365.3963;205.5037;115.5663;89.9374;407.3513;73.9649;2.0227;71.9422;8.7202;1.0000
2024-06-03T05:00:00.0/2024-06-03T06:00:00.0;578.8911;380.9386;262.3671;118.5714;595.1982;222.8028;70.8854;151.9174;147.3888;1.0000
2024-06-03T06:00:00.0/2024-06-03T07:00:00.0;778.2440;552.4146;415.6605;136.7541;705.3590;251.3231;43.1111;208.2120;79.1090;1.0000
2024-06-03T07:00:00.0/2024-06-03T08:00:00.0;949.8781;700.9918;547.7286;153.2631;762.4728;310.2865;32.1335;278.1530;43.7367;1.0000
2024-06-03T08:00:00.0/2024-06-03T09:00:00.0;1082.1052;816.6654;651.8997;164.7657;797.0013;321.1743;9.3222;311.8521;11.3977;1.0000
2024-06-03T09:00:00.0/2024-06-03T10:00:00.0;1165.9236;888.7250;713.8781;174.8469;810.2363;452.2833;43.2680;409.0153;48.9008;1.0000
2024-06-03T10:00:00.0/2024-06-03T11:00:00.0;1195.6306;911.6291;727.6693;183.9598;805.3669;518.7015;71.6397;447.0618;79.2519;1.0000
2024-06-03T11:00:00.0/2024-06-03T12:00:00.0;1169.2118;885.0670;695.9031;189.1638;787.5041;408.9334;31.3022;377.6312;35.5869;1.0000
2024-06-03T12:00:00.0/2024-06-03T13:00:00.0;1088.4780;809.3931;617.5049;191.8881;750.2868;400.4683;37.4209;363.0474;45.3535;1.0000
2024-06-03T13:00:00.0/2024-06-03T14:00:00.0;958.9414;690.1538;499.9770;190.1768;688.9451;303.4247;21.2267;282.1981;28.3537;1.0000
2024-06-03T14:00:00.0/2024-06-03T15:00:00.0;789.4391;537.8748;359.1390;178.7359;599.8965;101.6240;0.0267;101.5973;0.0407;1.0000
2024-06-03T15:00:00.0/2024-06-03T16:00:00.0;591.5303;367.4213;214.9608;152.4605;476.6341;78.3230;0.2797;78.0434;0.7238;1.0000
2024-06-03T16:00:00.0/2024-06-03T17:00:00.0;378.7075;198.3932;90.5396;107.8536;307.0821;124.2213;19.6563;104.5650;79.6875;1.0000
2024-06-03T17:00:00.0/2024-06-03T18:00:00.0;165.4771;62.1822;15.8051;46.3771;106.6410;62.1822;15.8051;46.3771;106.6410;1.0000
2024-06-03T18:00:00.0/2024-06-03T19:00:00.0;9.8352;2.2310;0.1015;2.1295;2.6530;2.2310;0.1015;2.1295;2.6530;0.8667
2024-06-03T19:00:00.0/2024-06-03T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-03T20:00:00.0/2024-06-03T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-03T21:00:00.0/2024-06-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-03T22:00:00.0/2024-06-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-06-03T23:00:00.0/2024-06-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
