# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2025-05-01T00:00:00.0
# Date end (ISO 8601): 2025-06-01T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-05-01T00:00:00.0/2025-05-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-05-01T01:00:00.0/2025-05-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-05-01T02:00:00.0/2025-05-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-05-01T03:00:00.0/2025-05-01T04:00:00.0;44.8785;14.8818;3.5762;11.3056;47.3461;6.6228;0.0000;6.6228;0.0002;0.6833
2025-05-01T04:00:00.0/2025-05-01T05:00:00.0;256.3638;131.1451;66.1527;64.9924;325.3648;117.4222;56.2016;61.2206;253.4397;0.9667
2025-05-01T05:00:00.0/2025-05-01T06:00:00.0;482.3648;306.4788;199.8993;106.5795;549.5435;297.6203;188.5913;109.0290;512.9755;1.0000
2025-05-01T06:00:00.0/2025-05-01T07:00:00.0;693.0974;487.3857;355.6216;131.7641;685.9880;487.3857;355.6216;131.7641;685.9880;1.0000
2025-05-01T07:00:00.0/2025-05-01T08:00:00.0;874.2141;648.6758;503.3009;145.3749;771.4969;648.6758;503.3009;145.3749;771.4969;1.0000
2025-05-01T08:00:00.0/2025-05-01T09:00:00.0;1013.3871;774.9490;624.4589;150.4901;826.4597;774.9490;624.4589;150.4901;826.4597;1.0000
2025-05-01T09:00:00.0/2025-05-01T10:00:00.0;1101.1495;857.0533;710.7233;146.3299;865.9061;857.0533;710.7233;146.3299;865.9061;1.0000
2025-05-01T10:00:00.0/2025-05-01T11:00:00.0;1131.5406;888.9005;754.6785;134.2219;894.9148;888.9005;754.6785;134.2219;894.9148;1.0000
2025-05-01T11:00:00.0/2025-05-01T12:00:00.0;1102.5114;867.4295;748.3500;119.0795;910.8002;867.4295;748.3500;119.0795;910.8002;1.0000
2025-05-01T12:00:00.0/2025-05-01T13:00:00.0;1016.0646;791.0478;678.8511;112.1967;896.0683;791.0478;678.8511;112.1967;896.0683;1.0000
2025-05-01T13:00:00.0/2025-05-01T14:00:00.0;878.1169;665.6741;553.6577;112.0164;844.9903;665.6741;553.6577;112.0164;844.9903;1.0000
2025-05-01T14:00:00.0/2025-05-01T15:00:00.0;698.0947;504.8263;399.0746;105.7517;764.6227;504.8263;399.0746;105.7517;764.6227;1.0000
