# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2026-07-09T00:00:00.0
# Date end (ISO 8601): 2026-08-09T00:00:00.0
# Latitude (positive North, ISO 19115): 47.5316
# Longitude (positive East, ISO 19115): 21.6273
# Altitude (m): 124.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2026-07-09T00:00:00.0/2026-07-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-07-09T01:00:00.0/2026-07-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2026-07-09T02:00:00.0/2026-07-09T03:00:00.0;1.7777;0.4028;0.0222;0.3805;0.0000;0.4028;0.0222;0.3805;0.0000;0.9333
2026-07-09T03:00:00.0/2026-07-09T04:00:00.0;127.4275;55.5319;24.9103;30.6216;210.8295;55.3790;24.6098;30.7691;209.0831;0.7167
2026-07-09T04:00:00.0/2026-07-09T05:00:00.0;338.3842;199.3020;125.4435;73.8585;478.0968;139.0565;29.3447;109.7118;128.9569;1.0000
2026-07-09T05:00:00.0/2026-07-09T06:00:00.0;551.4848;370.4991;262.7112;107.7878;624.0934;248.7697;77.1280;171.6416;169.4587;1.0000
2026-07-09T06:00:00.0/2026-07-09T07:00:00.0;752.2037;542.4995;412.0370;130.4624;719.7256;527.0494;374.4035;152.6459;647.9418;1.0000
2026-07-09T07:00:00.0/2026-07-09T08:00:00.0;926.8567;697.3488;556.1314;141.2174;789.5899;697.3488;556.1314;141.2174;789.5899;1.0000
2026-07-09T08:00:00.0/2026-07-09T09:00:00.0;1063.5338;819.8032;673.5751;146.2281;833.9558;656.1930;329.1429;327.0500;415.0547;1.0000
2026-07-09T09:00:00.0/2026-07-09T10:00:00.0;1152.9119;900.1129;753.6141;146.4988;860.9521;784.5236;462.6843;321.8393;524.9188;1.0000
2026-07-09T10:00:00.0/2026-07-09T11:00:00.0;1188.8900;932.2090;789.2725;142.9366;874.4938;302.9914;59.0942;243.8973;65.8084;1.0000
2026-07-09T11:00:00.0/2026-07-09T12:00:00.0;1169.0065;914.1683;777.5727;136.5956;876.1760;508.3342;99.4038;408.9304;113.0385;1.0000
2026-07-09T12:00:00.0/2026-07-09T13:00:00.0;1094.6069;846.8145;717.1691;129.6454;862.8772;611.2615;218.8622;392.3994;265.2248;1.0000
2026-07-09T13:00:00.0/2026-07-09T14:00:00.0;970.7527;735.3749;613.5972;121.7777;832.1282;194.7608;13.7731;180.9877;17.5798;1.0000
2026-07-09T14:00:00.0/2026-07-09T15:00:00.0;805.8757;589.4861;478.8951;110.5910;781.5947;237.0443;88.8160;148.2283;158.5570;1.0000
