time,poa_irradiance_w_m2,pv_power_kw_per_kwp,pv_cell_temperature_c,air_density_kg_m3,hub_wind_speed_ms,density_corrected_wind_ms,wind_capacity_factor,wind_power_density_w_m2
2026-08-06 22:00:00+00:00,0.0,0.0,28.7,1.1629416984856076,5.25,5.159804593355458,0.06488682429959575,84.14064898183759
2026-08-06 23:00:00+00:00,0.0,0.0,27.4,1.1680429003125634,4.62,4.547257458742049,0.0394039654715538,57.59101397610672
2026-08-07 00:00:00+00:00,0.0,0.0,25.6,1.1747445302403852,6.94,6.843767568827268,0.17257060507379798,196.3323420286998
2026-08-07 01:00:00+00:00,0.0,0.0,24.9,1.1769576525164542,5.01,4.943630184978452,0.055155642619530175,74.00209570869026
2026-08-07 02:00:00+00:00,0.0,0.0,23.9,1.181151902865103,4.51,4.455534015672765,0.036125982394890795,54.175806332896904
2026-08-07 03:00:00+00:00,0.0,0.0,23.7,1.1815380774963968,4.91,4.851231913833082,0.051246960706958104,69.92978659955313
2026-08-07 04:00:00+00:00,7.511710519580278,0.007246632495804834,23.77308248277819,1.1822029512559395,4.58,4.5260303462718445,0.03863345590190687,56.78824894960046
2026-08-07 05:00:00+00:00,82.23703342739408,0.07813168425280569,27.583575474764086,1.1758617821577124,3.86,3.8076822560126673,0.016581698164789983,33.813349504213505
2026-08-07 06:00:00+00:00,227.7294182444303,0.20996833714592975,34.89375950367273,1.1699866862887403,0.54,0.5317922903307726,0.0,0.0921153917848851
2026-08-07 07:00:00+00:00,442.1118791699895,0.3933840649647073,43.285423340766,1.1602519951363242,1.21,1.1882945776409946,0.0,1.0277285923778507
2026-08-07 08:00:00+00:00,650.3591742771944,0.5685991223641618,47.32167397310218,1.1549897241642415,2.73,2.676968890840457,0.0,11.749951279280316
2026-08-07 09:00:00+00:00,681.7466190902031,0.5886676057545571,50.138077149795166,1.1506236850390024,2.41,2.3602034970824297,0.0,8.052939597215412
2026-08-07 10:00:00+00:00,789.2976495373371,0.6725321511421397,53.1083205692302,1.144265209169269,2.91,2.844613001158824,0.0,14.098589476849952
2026-08-07 11:00:00+00:00,928.9892180935954,0.7630564446457929,61.09803868234452,1.1392628489754335,1.88,1.8350749132991562,0.0,3.7850139766136452
2026-08-07 12:00:00+00:00,858.0977739697998,0.7176345966881116,57.21128731098071,1.1352999106737875,2.75,2.6811690582737957,0.0,11.805345164896963
2026-08-07 13:00:00+00:00,796.8586804638551,0.662749945262618,58.410614943241036,1.1356820597379575,1.85,1.8038979039983207,0.0,3.5953564607441733
2026-08-07 14:00:00+00:00,428.19824141072604,0.3826839265318725,42.26370429263174,1.1416024962437912,5.13,5.010837344603247,0.058092042233179965,77.06142035116645
2026-08-07 15:00:00+00:00,390.3610852972204,0.3565305194071889,37.15229200353755,1.154302839628023,7.41,7.2646177319074585,0.209516642693721,234.82503314848688
2026-08-07 16:00:00+00:00,237.32806334071523,0.21910274682779532,34.58171072044329,1.153417116822469,7.75,7.596003164129009,0.2417894135446899,268.4488228692045
2026-08-07 17:00:00+00:00,55.5404678023303,0.05273462934163299,27.739274002404624,1.169206456019553,8.99,8.851388379998967,0.39181681384940487,424.75674521917574
2026-08-07 18:00:00+00:00,16.969166652447253,0.016371098832464064,23.76155824623207,1.183368247462876,9.25,9.144002591961478,0.43360112177963345,468.2902487401332
2026-08-07 19:00:00+00:00,0.0,0.0,22.7,1.187200689728973,8.85,8.758020442151016,0.379051004949541,411.45652764424136
2026-08-07 20:00:00+00:00,0.0,0.0,21.8,1.1916193327484854,8.14,8.065381019046411,0.2925667415657431,321.351816784539
2026-08-07 21:00:00+00:00,0.0,0.0,21.4,1.1936704871225285,6.83,6.77127043956778,0.16664517905451376,190.15886286268338
