time,latitude,longitude,height_km,event_type,peak_current_ka,location_error,distance_km
2026-08-05 12:51:38.757515800+00:00,46.6005,22.9613,0.0,1,7.8,0.274,144.66071075020167
2026-08-05 12:52:47.793821900+00:00,46.6003,22.9572,0.0,1,7.0,0.286,144.46008935000862
2026-08-05 12:57:53.289699600+00:00,46.6005,22.9615,0.0,1,4.5,0.294,144.67128987600938
2026-08-05 13:00:29.474412200+00:00,46.5926,22.9619,0.0,1,8.7,0.294,145.32745874870204
2026-08-05 13:02:30.738679200+00:00,46.5932,22.936,0.0,1,5.7,0.34,143.92112618782704
2026-08-05 13:04:19.597782700+00:00,46.6116,22.9555,0.0,1,-10.5,0.231,143.46434873791176
2026-08-05 13:04:19.599395700+00:00,46.6137,22.9629,0.0,1,6.6,0.303,143.69043820259793
2026-08-05 13:06:09.518474100+00:00,46.607,22.9555,0.0,1,8.4,0.413,143.8325280589559
2026-08-05 13:12:47.898624900+00:00,46.6084,22.9408,0.0,1,4.9,0.352,142.9434853066694
2026-08-05 13:15:25.725856900+00:00,46.6069,22.9356,0.0,1,4.8,0.268,142.79074776024237
2026-08-05 13:16:45.830929800+00:00,46.6119,22.9367,0.0,1,6.8,0.177,142.44569465672345
2026-08-05 13:20:27.472252900+00:00,46.6099,22.9213,0.0,1,-8.4,0.305,141.79827892462288
2026-08-05 13:29:21.338051900+00:00,46.5575,22.9697,0.0,1,8.1,0.369,148.5827912019759
2026-08-05 13:30:37.472695700+00:00,46.5624,22.9556,0.0,1,-8.7,0.253,147.4517708802163
2026-08-05 13:30:37.474313400+00:00,46.5619,22.961,0.0,1,4.7,0.298,147.77217572587284
2026-08-05 13:31:57.295726100+00:00,46.5605,22.9737,0.0,1,8.8,0.393,148.54579629320773
2026-08-05 13:34:34.128207800+00:00,46.5665,22.9453,0.0,1,7.4,0.213,146.58362216867857
2026-08-05 13:34:34.131503600+00:00,46.5599,22.956,0.0,1,10.0,0.314,147.67731478307198
2026-08-05 13:34:34.132754800+00:00,46.5628,22.9441,0.0,1,5.6,0.333,146.82563076565944
2026-08-05 13:34:34.133233800+00:00,46.5657,22.9352,0.0,1,6.5,0.271,146.12934059490655
2026-08-05 13:34:34.157738500+00:00,46.5768,22.9544,0.0,1,4.1,0.382,146.21380279598932
2026-08-05 13:36:26.222004900+00:00,46.566,22.9515,0.0,1,4.9,0.156,146.94491972957738
2026-08-05 13:39:20.368685400+00:00,46.5753,22.9595,0.0,1,4.7,0.283,146.60160229402047
2026-08-05 14:33:28.248460900+00:00,46.7368,22.4173,0.0,1,-9.1,0.156,106.68388792268063
2026-08-05 14:39:32.508277200+00:00,46.7383,22.2924,0.0,1,6.2,0.181,101.54843726662193
2026-08-05 14:39:32.522357800+00:00,46.7452,22.2941,0.0,1,10.1,0.186,100.94524533008239
2026-08-05 14:40:33.994046300+00:00,46.7348,22.2707,0.0,1,4.6,0.214,101.08706928796727
2026-08-05 14:41:24.803301100+00:00,46.739,22.2598,0.0,1,5.4,0.084,100.28112711407226
2026-08-05 14:43:23.384100800+00:00,46.7379,22.2519,0.0,1,6.4,0.203,100.10547497252618
2026-08-05 14:44:34.923694600+00:00,46.742,22.2489,0.0,1,4.0,0.21,99.59560144308493
2026-08-05 14:44:34.976598400+00:00,46.7409,22.2709,0.0,1,3.4,0.033,100.49908547750347
2026-08-05 14:45:36.561769900+00:00,46.7354,22.2514,0.0,1,3.3,0.19,100.33335815840658
2026-08-05 14:45:36.756687700+00:00,46.7307,22.3993,0.0,1,-16.8,0.104,106.49565478944784
2026-08-05 14:49:07.890182+00:00,46.7367,22.2442,0.0,1,5.1,0.161,99.95014135978525
2026-08-05 14:50:26.664628100+00:00,46.7341,22.2486,0.0,1,9.0,0.239,100.36184770680687
2026-08-05 14:50:26.748470100+00:00,46.7324,22.2523,0.0,1,8.2,0.193,100.66040924647616
2026-08-05 14:51:31.003717800+00:00,46.7313,22.2446,0.0,1,4.2,0.218,100.49667572258322
2026-08-05 14:51:31.022220800+00:00,46.7324,22.25,0.0,1,4.3,0.16,100.5788121036023
2026-08-05 14:51:31.172818700+00:00,46.6983,22.3702,0.0,1,-19.1,0.189,108.37731399553951
2026-08-05 14:56:17.403777300+00:00,46.7281,22.2526,0.0,1,3.9,0.191,101.09427994499688
2026-08-05 14:58:36.598224500+00:00,46.7308,22.2455,0.0,1,7.7,0.177,100.57764750725063
2026-08-05 14:58:36.608814500+00:00,46.7342,22.2343,0.0,1,6.8,0.201,99.84999830053049
2026-08-05 14:59:45.193033100+00:00,46.7318,22.2412,0.0,1,13.8,0.175,100.32804364558612
2026-08-05 14:59:45.247562100+00:00,46.7545,22.2328,0.0,1,-13.6,0.154,97.79381324522073
2026-08-05 15:03:35.742289+00:00,46.7409,22.202,0.0,1,-13.4,0.071,98.08073429556501
2026-08-05 15:16:10.446822100+00:00,46.8652,22.0923,0.0,1,5.2,0.118,82.00637807639538
2026-08-05 15:22:08.982235900+00:00,46.4125,22.5093,0.0,1,9.4,0.303,141.2892366105859
2026-08-05 15:22:08.983015100+00:00,46.41,22.5111,0.0,1,-7.2,0.319,141.59947957418493
2026-08-05 15:22:08.999618400+00:00,46.4174,22.5102,0.0,1,7.7,0.284,140.84062216698365
2026-08-05 15:22:56.094186700+00:00,46.4033,22.4893,0.0,1,8.9,0.26,141.48586742667112
2026-08-05 15:36:46.378650+00:00,46.4634,22.4541,9.4,2,-6.4,0.203,134.31102032714853
2026-08-05 15:36:46.381948700+00:00,46.4649,22.4526,0.0,1,4.0,0.24,134.11001422971853
2026-08-05 15:45:29.286930300+00:00,46.5062,22.0218,0.0,1,-6.9,0.182,117.87565448178943
2026-08-05 15:47:01.344405900+00:00,46.9333,21.9048,0.0,1,-5.3,0.268,69.74919427322293
2026-08-05 15:47:01.351962700+00:00,46.9359,21.905,0.0,1,9.1,0.143,69.4778951802681
2026-08-05 15:47:01.357923200+00:00,46.9359,21.9035,0.0,1,3.5,0.141,69.44380298371999
2026-08-05 15:47:01.476498300+00:00,46.9245,21.8261,0.0,1,-14.8,0.151,69.15529205668771
2026-08-05 15:47:10.931682200+00:00,46.5034,22.0236,0.0,1,11.0,0.176,118.21163954901021
