metric,label,value,baseline_mean,anomaly,z_score,percentile,unit
temperature_mean_c,Temperature,30.400000000000002,23.243333333333336,7.156666666666666,3.3223951142566337,100.0,deg C
precipitation_total_mm,Precipitation,0.7999999999999999,5.9,-5.1000000000000005,-0.6400654027191788,30.0,mm
wind_speed_mean_ms,Wind,4.649444444444445,5.179,-0.5295555555555556,-0.45348033634150675,30.0,m/s
pressure_mean_hpa,Pressure,1014.3694444444445,1013.4766666666667,0.8927777777778374,0.21812144875150385,50.0,hPa
cloud_cover_mean_pct,Cloud,15.680555555555555,46.266666666666666,-30.58611111111111,-1.4882895807369647,10.0,%
shortwave_total_wh_m2,Solar radiation,20309.0,16323.055556861402,3985.944443138598,1.5085649720823684,100.0,Wh/m2
