temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
13.4,0.0,1.89,1023.3,54.0,4450.000000356,2.86,-2.86,1990
19.2,0.0,4.63,1023.3,84.0,4138.88888922,3.61,-3.61,1991
18.7,0.0,3.71,1016.9,62.0,4666.666667040001,3.75,-3.75,1992
22.1,0.0,7.97,1006.6,37.0,4850.000000388,4.98,-4.98,1993
25.9,0.0,6.2,1009.8,15.0,4386.111111462,5.25,-5.25,1994
22.2,0.0,5.0,1010.8,77.0,4588.888889256,3.93,-3.93,1995
11.3,1.7,5.8,1005.2,70.0,3908.3333336460005,2.06,-0.3600000000000001,1996
16.0,5.2,7.61,1017.6,91.0,1488.8888890080002,1.53,3.67,1997
10.9,12.3,4.67,996.9,90.0,816.6666667320001,0.54,11.760000000000002,1998
17.8,0.0,3.42,1014.0,4.0,5052.7777781820005,3.47,-3.47,1999
19.4,1.7,4.74,1012.4,76.0,2827.777778004,2.5,-0.8,2000
16.8,0.0,6.79,1011.9,59.0,4658.333333706,3.53,-3.53,2001
13.3,0.2,3.5,1015.1,72.0,2269.444444626,1.85,-1.6500000000000001,2002
15.3,0.0,7.55,1024.2,65.0,4888.8888892800005,3.98,-3.98,2003
18.2,0.0,4.08,1018.7,43.0,3983.3333336520004,3.02,-3.02,2004
20.3,0.5,3.29,1018.6,57.0,3794.4444447480005,2.59,-2.09,2005
17.6,0.0,3.39,1020.1,13.0,4641.666667038001,3.4,-3.4,2006
14.9,0.0,3.23,1020.6,77.0,3413.888889162,2.37,-2.37,2007
12.1,0.0,7.0,1017.4,98.0,4652.777778150001,3.37,-3.37,2008
20.0,0.0,3.74,1015.2,78.0,3986.11111143,3.29,-3.29,2009
17.0,0.0,3.46,1019.4,43.0,4322.222222568001,2.71,-2.71,2010
22.4,0.0,3.8,1013.7,13.0,4513.888889250001,3.82,-3.82,2011
19.1,0.0,6.34,1009.3,50.0,4725.000000378001,4.1,-4.1,2012
12.3,3.2,4.85,1013.0,82.0,2252.777777958,1.22,1.9800000000000002,2013
19.2,1.7,3.17,1015.1,92.0,2441.666666862,1.7,0.0,2014
20.5,0.0,5.32,1015.8,54.0,5013.88888929,4.13,-4.13,2015
21.6,0.3,1.41,1015.0,17.0,4558.333333698,3.16,-2.8600000000000003,2016
20.4,0.0,9.07,1012.1,8.0,5000.0000004,5.15,-5.15,2017
22.6,0.0,2.35,1015.2,61.0,4050.000000324,3.29,-3.29,2018
19.5,0.0,6.07,1027.6,40.0,4363.888889238001,4.22,-4.22,2019
23.2,0.0,5.82,1027.0,3.0,4916.66666706,4.57,-4.57,2020
21.2,0.0,3.37,1016.8,39.0,4544.444444808,3.39,-3.39,2021
17.8,2.8,6.8,1009.7,80.0,1991.6666668260002,2.22,0.5799999999999996,2022
21.3,9.5,6.03,1014.4,85.0,2619.444444654,2.69,6.8100000000000005,2023
10.5,9.0,5.67,1007.3,98.0,1052.777777862,0.65,8.35,2024
17.9,14.7,4.83,1016.8,93.0,1452.7777778940003,1.02,13.68,2025
