temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
19.8,31.9,2.356666666666667,1009.4333333333334,79.0,10505.555556396,7.33,24.57,1991
24.833333333333332,0.5,3.2866666666666666,1019.0333333333334,31.666666666666668,19777.777779360003,17.02,-16.52,1992
23.400000000000002,3.4,4.853333333333333,1017.5333333333333,11.333333333333334,19680.55555713,16.37,-12.97,1993
28.46666666666667,0.4,3.3800000000000003,1012.6666666666666,19.333333333333332,19713.888890466,18.98,-18.580000000000002,1994
24.73333333333333,3.3000000000000003,4.096666666666667,1012.5333333333334,36.0,18463.888890366,16.72,-13.419999999999998,1995
22.566666666666663,29.4,3.61,1012.6999999999999,59.666666666666664,14258.333334474,10.67,18.729999999999997,1996
20.400000000000002,13.5,3.53,1012.6666666666666,43.333333333333336,15877.777779048003,10.940000000000001,2.5599999999999987,1997
23.900000000000002,0.0,2.956666666666667,1014.6333333333333,8.0,18869.444445954003,14.170000000000002,-14.170000000000002,1998
21.400000000000002,3.3,6.013333333333333,1011.8666666666668,63.666666666666664,16458.33333465,14.56,-11.260000000000002,1999
18.733333333333334,6.1,4.216666666666666,1018.1999999999999,52.666666666666664,15536.111112354001,11.07,-4.970000000000001,2000
24.23333333333333,0.4,4.016666666666667,1017.9,17.666666666666668,18850.000001508,14.48,-14.08,2001
23.833333333333332,11.0,2.7566666666666664,1009.2999999999998,57.333333333333336,16438.888890204,12.58,-1.58,2002
21.866666666666664,17.3,3.33,1011.5666666666666,72.33333333333333,15116.666667876001,10.899999999999999,6.400000000000002,2003
20.166666666666668,13.1,4.966666666666667,1013.9666666666667,72.33333333333333,14263.888890029999,10.739999999999998,2.360000000000001,2004
27.7,2.2,2.8266666666666667,1011.0333333333333,32.0,18441.666668142003,15.04,-12.84,2005
24.03333333333333,7.1,2.526666666666667,1009.7666666666668,56.666666666666664,15944.444445720002,12.05,-4.950000000000001,2006
19.3,0.4,3.22,1013.8666666666668,60.0,14361.111112260001,11.45,-11.049999999999999,2007
23.26666666666667,0.30000000000000004,2.47,1018.4,42.0,19247.222223762,14.26,-13.959999999999999,2008
25.7,0.7999999999999999,4.03,1016.6999999999999,35.666666666666664,18547.222223706005,16.55,-15.75,2009
23.8,0.3,3.6166666666666667,1013.0333333333334,48.333333333333336,17905.555556988005,13.559999999999999,-13.259999999999998,2010
17.633333333333336,39.5,4.69,1009.0,88.0,6822.222222768,5.0,34.5,2011
23.399999999999995,14.5,4.05,1014.3666666666667,48.333333333333336,16594.444445772,12.79,1.7100000000000009,2012
23.566666666666663,0.5,5.613333333333334,1014.7666666666668,47.333333333333336,17072.222223588,15.05,-14.55,2013
24.333333333333332,12.2,3.573333333333333,1008.6666666666666,48.333333333333336,17894.444445876,13.8,-1.6000000000000014,2014
19.666666666666668,0.7,4.266666666666667,1014.5,47.0,12400.000000992,10.54,-9.84,2015
24.133333333333336,9.8,2.856666666666667,1013.2000000000002,41.666666666666664,17991.666668106005,13.64,-3.84,2016
26.233333333333334,0.0,3.216666666666667,1018.0,5.333333333333333,20955.555557232,16.88,-16.88,2017
26.2,2.5,4.61,1013.4333333333334,48.333333333333336,17691.666668082,15.61,-13.11,2018
24.133333333333336,11.600000000000001,2.46,1010.1333333333332,53.333333333333336,17227.777779156,12.680000000000001,-1.08,2019
24.533333333333335,0.0,4.396666666666667,1015.3666666666668,25.333333333333332,19350.000001548,15.91,-15.91,2020
