metric,label,value,baseline_mean,anomaly,z_score,percentile,unit
temperature_mean_c,Temperature,28.670833333333334,23.198888888888884,5.47194444444445,2.129157282677168,100.0,deg C
precipitation_total_mm,Precipitation,0.0,7.866666666666665,-7.866666666666665,-0.7758961184536893,10.0,mm
wind_speed_mean_ms,Wind,3.8076388888888886,3.7264444444444442,0.08119444444444435,0.08827766607822837,56.666666666666664,m/s
pressure_mean_hpa,Pressure,1017.1486111111111,1013.6077777777779,3.5408333333332394,1.1807361511040968,80.0,hPa
cloud_cover_mean_pct,Cloud,1.125,45.066666666666656,-43.941666666666656,-2.182194179893845,0.0,%
shortwave_total_wh_m2,Solar radiation,22170.0,16741.9444457838,5428.0555542162,1.8406806674490015,100.0,Wh/m2
