time,generation_cross_border_electricity_trading_mw,generation_nuclear_mw,generation_hydro_run_of_river_mw,generation_biomass_mw,generation_fossil_brown_coal_lignite_mw,generation_fossil_oil_mw,generation_fossil_gas_mw,generation_geothermal_mw,generation_hydro_water_reservoir_mw,generation_others_mw,generation_other_renewables_mw,generation_waste_mw,wind_onshore_generation_mw,solar_generation_mw,load_mw,residual_load_mw,renewable_share_of_load_pct,renewable_share_of_generation_pct,day_ahead_price_eur_mwh,flow_austria_gw,flow_croatia_gw,flow_romania_gw,flow_serbia_gw,flow_slovakia_gw,flow_slovenia_gw,flow_ukraine_gw,flow_sum_gw,net_import_mw
2026-09-18 22:00:00+00:00,2445.8,1387.1,2.1,156.5,184.7,0.0,252.9,0.2,2.1,50.4,16.9,20.2,2.4,0.3,4559.4,4556.6,4.2,9.2,231.08,1.21,-0.641,-0.423,-0.228,2.505,0.004,0.103,2.531,5061.0
2026-09-18 22:15:00+00:00,2383.3,1386.3,2.1,157.4,183.4,0.0,250.1,0.2,2.1,43.8,17.0,20.0,3.7,0.1,4467.3,4463.5,4.3,9.3,230.97,1.15,-0.63,-0.42,-0.228,2.378,-0.012,0.103,2.342,4683.0
2026-09-18 22:30:00+00:00,2304.3,1386.4,2.1,156.8,184.1,0.0,263.9,0.2,2.1,45.4,18.3,19.9,5.5,0.2,4412.7,4407.0,4.4,9.4,233.57,1.117,-0.628,-0.44,-0.228,2.373,-0.021,0.103,2.277,4553.000000000001
2026-09-18 22:45:00+00:00,2191.4,1387.5,2.1,158.9,165.0,0.0,271.0,0.2,2.1,40.7,19.0,19.7,6.7,0.2,4301.0,4294.1,4.6,9.6,237.0,1.07,-0.626,-0.435,-0.228,2.326,-0.032,0.103,2.178,4356.0
2026-09-18 23:00:00+00:00,2100.0,1387.7,2.1,160.3,186.0,0.0,279.7,0.2,2.1,44.2,18.7,19.5,7.1,0.0,4283.3,4276.2,4.7,9.5,238.63,1.009,-0.632,-0.441,-0.228,2.293,-0.041,0.19,2.149,4298.999999999999
2026-09-18 23:15:00+00:00,2023.9,1388.0,2.1,160.1,189.5,0.0,269.3,0.2,2.1,33.1,18.7,20.0,7.9,0.1,4203.4,4195.3,4.8,9.6,239.36,0.967,-0.655,-0.448,-0.228,2.335,-0.054,0.19,2.106,4212.999999999999
2026-09-18 23:30:00+00:00,2021.6,1389.2,2.1,160.4,187.7,0.0,249.1,0.2,2.1,26.4,18.5,20.2,7.0,0.0,4145.9,4138.9,4.8,9.7,237.25,0.921,-0.662,-0.448,-0.228,2.364,-0.081,0.19,2.055,4111.000000000001
2026-09-18 23:45:00+00:00,1951.4,1393.9,2.1,160.3,187.7,0.0,234.6,0.2,2.1,25.1,18.3,19.8,7.1,0.1,4091.5,4084.3,4.9,9.8,239.07,0.9,-0.652,-0.447,-0.228,2.325,-0.096,0.19,1.992,3984.0
2026-09-19 00:00:00+00:00,1890.9,1394.2,2.1,160.2,183.0,0.0,251.9,0.2,2.1,40.6,18.5,20.4,8.1,0.1,4023.7,4015.4,5.0,9.7,236.88,0.841,-0.669,-0.44,-0.242,2.32,-0.108,0.171,1.873,3745.9999999999995
2026-09-19 00:15:00+00:00,1898.8,1393.8,2.1,160.1,186.9,0.0,245.1,0.2,2.1,34.6,18.5,20.4,9.9,0.0,3989.8,3979.8,5.1,9.8,238.71,0.838,-0.675,-0.441,-0.242,2.333,-0.112,0.171,1.871,3743.0000000000005
2026-09-19 00:30:00+00:00,1881.2,1395.3,2.1,160.3,185.9,0.0,254.4,0.2,2.1,33.4,18.5,20.5,13.5,0.0,3983.1,3969.5,5.2,9.9,239.94,0.893,-0.705,-0.471,-0.242,2.358,-0.091,0.171,1.913,3826.0000000000005
2026-09-19 00:45:00+00:00,1848.3,1396.8,2.1,160.0,185.7,0.0,252.4,0.2,2.1,25.3,17.3,19.9,15.6,0.0,3962.8,3947.1,5.2,10.0,242.29,0.886,-0.703,-0.466,-0.242,2.342,-0.102,0.171,1.886,3772.0000000000005
2026-09-19 01:00:00+00:00,1870.8,1395.9,2.1,160.1,187.0,0.0,229.7,0.2,2.1,23.9,15.7,19.8,15.8,0.1,3941.7,3925.8,5.2,10.0,239.48,0.948,-0.704,-0.486,-0.251,2.322,-0.056,0.14,1.912,3825.0
2026-09-19 01:15:00+00:00,1854.7,1396.6,2.1,159.7,181.1,0.0,228.8,0.2,2.1,24.0,16.0,20.0,19.2,0.2,3980.3,3961.0,5.3,10.2,239.25,0.942,-0.677,-0.484,-0.251,2.3,-0.054,0.14,1.915,3830.9999999999995
2026-09-19 01:30:00+00:00,1813.1,1397.1,2.1,159.1,178.6,0.0,231.8,0.2,2.1,23.4,18.2,20.4,21.5,0.2,3964.9,3943.2,5.4,10.4,245.14,0.905,-0.674,-0.479,-0.251,2.299,-0.065,0.14,1.875,3750.0
2026-09-19 01:45:00+00:00,1808.0,1397.7,2.1,157.9,186.2,0.0,231.7,0.2,2.1,24.3,18.3,19.7,22.7,0.1,3938.4,3915.5,5.4,10.3,243.37,0.879,-0.653,-0.474,-0.251,2.273,-0.074,0.14,1.84,3679.9999999999995
