time,pressure_hpa,temperature_c,relative_humidity_pct,dew_point_c,wind_speed_ms,wind_direction_deg,geopotential_height_m
2026-09-21 12:00:00+00:00,1000.0,19.2,40.0,5.270958444417992,3.13,287.0,164.0
2026-09-21 12:00:00+00:00,950.0,13.5,52.0,3.8317361248861888,5.45,285.0,601.0
2026-09-21 12:00:00+00:00,925.0,12.1,57.0,3.8343715710167823,4.72,284.0,825.0
2026-09-21 12:00:00+00:00,850.0,5.3,81.0,2.3027640604548067,5.59,283.0,1525.0
2026-09-21 12:00:00+00:00,800.0,1.0,93.0,-0.004811419839590903,5.43,266.0,2014.0
2026-09-21 12:00:00+00:00,700.0,-5.9,58.0,-12.841905536518166,7.97,292.0,3075.0
2026-09-21 12:00:00+00:00,600.0,-14.0,43.0,-23.889491925262156,11.52,292.0,4264.0
2026-09-21 12:00:00+00:00,500.0,-21.7,26.0,-36.10391631453992,26.49,291.0,5623.0
2026-09-21 12:00:00+00:00,400.0,-35.0,45.0,-42.7667962885743,25.41,289.0,7222.22
2026-09-21 12:00:00+00:00,300.0,-47.0,42.0,-54.48589234626664,29.63,287.0,9175.81
2026-09-21 12:00:00+00:00,250.0,-46.5,7.0,-67.8726352051892,27.67,292.0,10382.86
2026-09-21 12:00:00+00:00,200.0,-46.5,3.0,-73.738645969195,18.34,289.0,11862.79
