start_date,end_date,similarity,distance,character,metrics
2020-09-03,2020-09-05,98.0,0.203,"dry, bright","{'temperature_mean_c': 18.700000000000006, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 1.9799999999999962, 'shortwave_total_mj_m2': 51.42000000000006, 'cloud_cover_mean_pct': 37.666666666666664, 'pressure_mean_hpa': 1020.9000000000002}"
2018-09-16,2018-09-18,97.7,0.217,"dry, bright","{'temperature_mean_c': 18.10000000000001, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.076666666666664, 'shortwave_total_mj_m2': 51.04000000000005, 'cloud_cover_mean_pct': 23.666666666666668, 'pressure_mean_hpa': 1023.4}"
2012-09-07,2012-09-09,97.4,0.23,"warm, dry, bright","{'temperature_mean_c': 19.3, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 2.0966666666666662, 'shortwave_total_mj_m2': 53.51000000000001, 'cloud_cover_mean_pct': 21.0, 'pressure_mean_hpa': 1019.5666666666666}"
2021-09-25,2021-09-27,96.7,0.26,dry,"{'temperature_mean_c': 17.533333333333342, 'precipitation_total_mm': 0.2999999999999858, 'wind_speed_10m_mean_ms': 2.063333333333331, 'shortwave_total_mj_m2': 42.91000000000005, 'cloud_cover_mean_pct': 29.333333333333332, 'pressure_mean_hpa': 1019.166666666667}"
2013-09-07,2013-09-09,96.6,0.263,bright,"{'temperature_mean_c': 16.700000000000003, 'precipitation_total_mm': 4.299999999999993, 'wind_speed_10m_mean_ms': 1.929999999999998, 'shortwave_total_mj_m2': 52.87000000000002, 'cloud_cover_mean_pct': 25.666666666666668, 'pressure_mean_hpa': 1019.7666666666668}"
