time,latitude,longitude,height_km,event_type,peak_current_ka,location_error,distance_km
2026-09-21 10:50:24.756710300+00:00,48.6133,21.1423,0.0,1,-15.2,0.071,125.56082158891587
2026-09-21 10:55:27.550314300+00:00,48.603,21.1778,0.0,1,-7.2,0.115,123.72725108893695
2026-09-21 10:58:46.716397800+00:00,48.6022,21.2145,0.0,1,5.1,0.047,122.93310861189408
2026-09-21 10:59:53.830992+00:00,48.5968,21.2132,0.0,1,-7.6,0.084,122.37639879967006
2026-09-21 11:01:24.159124800+00:00,48.5876,21.2464,0.0,1,-4.0,0.022,120.78537319194236
2026-09-21 11:01:56.053600100+00:00,48.6054,21.2328,0.0,1,-4.8,0.128,122.94623962311508
2026-09-21 11:02:31.655682100+00:00,48.6139,21.2447,0.0,1,-4.4,0.124,123.65755563532038
2026-09-21 11:09:32.050382800+00:00,48.6143,21.3069,0.0,1,-4.5,0.124,122.72140564585585
2026-09-21 11:14:42.457974400+00:00,48.6067,21.3549,0.0,1,-4.1,0.163,121.24679293420039
2026-09-21 11:14:42.481318300+00:00,48.6008,21.3507,0.0,1,-4.3,0.086,120.65296167063295
2026-09-21 11:15:16.231836200+00:00,48.6034,21.3536,0.0,1,12.0,0.117,120.90133338046881
2026-09-21 11:15:16.232383300+00:00,48.6018,21.3487,0.0,1,-6.1,0.052,120.78787777402317
2026-09-21 11:15:16.253316200+00:00,48.6013,21.3511,0.0,1,-7.0,0.073,120.7026728358006
2026-09-21 11:16:07.823414300+00:00,48.6,21.3665,0.0,1,8.1,0.133,120.37076465784523
2026-09-21 11:17:04.380988600+00:00,48.6068,21.3681,0.0,1,7.5,0.102,121.09791882173751
2026-09-21 11:17:04.381680+00:00,48.6016,21.3637,0.0,1,-11.2,0.125,120.57992922314197
2026-09-21 11:17:04.418329+00:00,48.5706,21.3216,10.0,2,5.2,0.144,117.74459560246775
2026-09-21 11:19:07.944229100+00:00,48.5844,21.395,0.0,1,37.2,0.078,118.33207136876663
2026-09-21 11:32:38.937150700+00:00,48.4538,21.195,0.0,1,14.2,0.072,107.4710410337855
2026-09-21 11:32:38.951869800+00:00,48.4524,21.1951,0.0,1,21.6,0.07,107.32041734926719
2026-09-21 11:34:34.893113200+00:00,48.456,21.2091,0.0,1,6.3,0.087,107.39559639283871
2026-09-21 11:34:34.907723300+00:00,48.4551,21.2103,0.0,1,-4.0,0.073,107.27403606651085
2026-09-21 11:46:45.759526+00:00,47.5812,21.5448,0.0,1,3.5,0.113,8.291301110887565
2026-09-21 11:46:45.762594400+00:00,47.5781,21.5421,0.0,1,-3.4,0.047,8.222797670698307
2026-09-21 11:46:57.603725400+00:00,48.5914,20.8575,0.0,1,5.7,0.195,130.9945318452059
2026-09-21 11:49:46.517135900+00:00,48.3403,21.6567,0.0,1,-4.0,0.1,89.95000349164049
2026-09-21 11:50:13.539184300+00:00,47.5861,21.5688,0.0,1,-8.5,0.029,7.482963052512479
2026-09-21 11:52:04.833396900+00:00,48.3595,21.6188,0.0,1,-4.9,0.115,92.06045653663307
2026-09-21 11:52:23.211050900+00:00,48.5521,20.8504,0.0,1,12.9,0.059,127.32607834137238
2026-09-21 11:52:23.389862800+00:00,48.5496,20.8532,0.0,1,-4.9,0.185,126.98457487914544
2026-09-21 11:52:54.868874600+00:00,48.3609,21.6172,0.0,1,-4.5,0.102,92.21702076416419
2026-09-21 11:52:54.869355300+00:00,48.3598,21.6175,0.0,1,-4.5,0.036,92.09453068988975
2026-09-21 11:52:54.884683200+00:00,48.3589,21.6172,0.0,1,12.9,0.097,91.99463844799244
2026-09-21 11:53:48.363029700+00:00,48.5396,20.8957,0.0,1,5.3,0.105,124.58536124188247
2026-09-21 11:54:38.516624700+00:00,48.3298,21.6522,0.0,1,-4.1,0.106,88.77517468774097
2026-09-21 11:56:04.681389300+00:00,48.3343,21.6482,0.0,1,-4.7,0.094,89.26974691618894
2026-09-21 11:56:04.681970300+00:00,48.3347,21.6493,0.0,1,-4.6,0.067,89.3156841685711
2026-09-21 11:56:45.266926200+00:00,48.3383,21.6492,0.0,1,-5.8,0.094,89.71578197727479
2026-09-21 11:57:57.789364300+00:00,48.3337,21.6545,0.0,1,10.5,0.079,89.21246663837994
2026-09-21 11:58:50.447395+00:00,48.5106,20.8794,0.0,1,-3.4,0.092,122.2460915637411
2026-09-21 11:58:50.449643400+00:00,48.5206,20.8732,0.0,1,-12.0,0.06,123.44360254926792
2026-09-21 11:58:50.451409200+00:00,48.5341,20.8982,0.0,1,-5.4,0.308,123.95532717768029
2026-09-21 11:59:19.223013800+00:00,48.3326,21.6629,0.0,1,30.2,0.076,89.10661438575372
2026-09-21 11:59:19.235515700+00:00,48.3319,21.6577,0.0,1,17.9,0.09,89.01811458383433
2026-09-21 12:02:39.412047400+00:00,48.325,21.7293,0.0,1,-16.1,0.136,88.54875893310677
2026-09-21 12:05:23.076347+00:00,48.3039,21.5696,0.0,1,-4.4,0.254,85.98341959466967
2026-09-21 12:11:14.691966900+00:00,48.2789,21.8587,0.0,1,-25.1,0.054,84.86717016238978
2026-09-21 12:11:14.692751400+00:00,48.3221,21.7873,0.0,1,6.7,0.097,88.70428042042089
2026-09-21 12:11:14.699626100+00:00,48.2917,21.8086,0.0,1,19.4,0.054,85.59253161967249
2026-09-21 12:11:14.699949200+00:00,48.2958,21.7974,0.0,1,13.3,0.198,85.91554087323468
2026-09-21 12:12:10.041448100+00:00,48.3327,21.2802,0.0,1,-4.4,0.119,92.75559223654238
2026-09-21 12:15:29.280224500+00:00,48.2748,21.4737,0.0,1,-16.9,0.053,83.4294431935225
2026-09-21 12:15:29.413838600+00:00,48.3461,21.5135,0.0,1,-3.8,0.094,90.96410466232123
2026-09-21 12:15:29.588421600+00:00,48.37,21.4694,0.0,1,-37.8,0.065,93.964519043885
2026-09-21 12:15:29.632481600+00:00,48.3671,21.4432,0.0,1,-30.1,0.064,93.909616108054
2026-09-21 12:15:29.676940200+00:00,48.3644,21.4432,0.0,1,-26.3,0.07,93.61267003452888
2026-09-21 12:15:29.700447+00:00,48.3653,21.4425,0.0,1,-5.1,0.085,93.7192914009612
2026-09-21 12:15:51.873585900+00:00,48.3187,21.3137,0.0,1,-3.4,0.106,90.58691394724326
2026-09-21 12:16:33.723077+00:00,48.2845,21.473,0.0,1,4.5,0.055,84.50489646954276
2026-09-21 12:17:33.175033900+00:00,48.48,20.9605,0.0,1,8.3,0.073,116.54100811765412
2026-09-21 12:17:33.190170500+00:00,48.4695,20.9395,0.0,1,-6.9,0.082,116.16746899856895
2026-09-21 12:17:33.326773900+00:00,48.4843,20.9062,0.0,1,-13.0,0.073,118.74215651163931
2026-09-21 12:19:40.634966600+00:00,48.3235,21.51,0.0,1,11.8,0.063,88.4878984272916
2026-09-21 12:19:40.680708400+00:00,48.3236,21.5102,0.0,1,5.6,0.084,88.49749244002966
2026-09-21 12:19:40.811606800+00:00,48.3088,21.4658,0.0,1,-9.1,0.064,87.25458768171067
2026-09-21 12:20:34.538666800+00:00,48.3488,21.4292,0.0,1,-5.9,0.08,92.0587853340341
2026-09-21 12:20:34.754214600+00:00,48.3475,21.439,0.0,1,-28.3,0.086,91.80177102908958
2026-09-21 12:20:34.754765300+00:00,48.3559,21.426,0.0,1,3.8,0.098,92.87616327217583
2026-09-21 12:20:34.811988700+00:00,48.3475,21.4393,0.0,1,-29.9,0.084,91.79835944481687
2026-09-21 12:20:34.838220200+00:00,48.3476,21.4397,0.0,1,-11.3,0.097,91.8048067608235
2026-09-21 12:21:30.923960100+00:00,48.2927,21.4976,0.0,1,-4.4,0.078,85.18069885702153
2026-09-21 12:21:31.274108600+00:00,48.3083,21.4795,0.0,1,-4.4,0.088,87.06450975301304
2026-09-21 12:23:34.003356800+00:00,48.2984,21.5184,0.0,1,-4.3,0.08,85.64963157253374
2026-09-21 12:25:20.134815600+00:00,48.2746,21.5367,0.0,1,4.9,0.074,82.89339347557429
2026-09-21 12:25:20.137159600+00:00,48.28,21.5396,0.0,1,-4.4,0.062,83.47463010871846
2026-09-21 12:25:20.332410200+00:00,48.2934,21.6983,0.0,1,-12.2,0.076,84.87340399854789
2026-09-21 12:26:22.420978600+00:00,48.3141,21.3754,0.0,1,-14.1,0.09,89.01149280271665
2026-09-21 12:26:22.430055+00:00,48.3102,21.3687,0.0,1,-6.1,0.081,88.69490792851988
2026-09-21 12:26:22.436134100+00:00,48.3121,21.3796,0.0,1,-13.7,0.084,88.72856500377918
2026-09-21 12:26:22.446602100+00:00,48.3173,21.3616,6.7,2,6.0,0.108,89.58083704417312
2026-09-21 12:26:22.447738+00:00,48.3139,21.4002,0.0,1,-4.0,0.125,88.61841245797994
2026-09-21 12:26:22.869730400+00:00,48.3249,21.3396,0.0,1,-13.1,0.09,90.77789499712736
2026-09-21 12:27:46.332725100+00:00,48.2819,21.5405,0.0,1,-5.0,0.106,83.68003066437353
2026-09-21 12:27:46.333294100+00:00,48.2827,21.5421,0.0,1,-35.7,0.057,83.75959065673182
2026-09-21 12:27:46.333734+00:00,48.2964,21.5545,0.0,1,-22.9,0.656,85.21476834708984
2026-09-21 12:29:07.026107900+00:00,48.2893,21.545,0.0,1,-16.9,0.103,84.47538341936844
2026-09-21 12:29:07.180641500+00:00,48.305,21.4975,0.0,1,-6.1,0.074,86.54040378278751
2026-09-21 12:29:27.010525200+00:00,48.3139,21.3839,0.0,1,-3.4,0.11,88.8583311742361
2026-09-21 12:30:05.107360+00:00,47.4574,21.7437,0.0,1,-10.5,0.094,12.02293092662683
2026-09-21 12:30:05.107492400+00:00,47.4582,21.7415,0.0,1,-8.9,0.042,11.841714009377982
2026-09-21 12:30:05.121563900+00:00,47.4584,21.7454,0.0,1,9.2,0.08,12.04064198344495
2026-09-21 12:34:32.605705700+00:00,47.4571,21.7482,0.0,1,4.7,0.129,12.293511044784422
2026-09-21 12:36:14.205233500+00:00,48.2592,21.5202,0.0,1,-3.4,0.08,81.2984714928459
2026-09-21 12:36:14.206219700+00:00,48.2536,21.5226,0.0,1,-3.4,0.07,80.66134349500946
2026-09-21 12:36:14.398011+00:00,48.2829,21.5198,0.0,1,-7.1,0.061,83.92411549474372
2026-09-21 12:36:14.457223700+00:00,48.2985,21.5524,0.0,1,2.5,0.083,85.45787752885664
2026-09-21 12:36:14.476327+00:00,48.3246,21.5408,0.0,1,-3.6,0.11,88.41277476176414
2026-09-21 12:36:14.571214400+00:00,48.2855,21.6361,0.0,1,-4.6,0.084,83.83242103782557
2026-09-21 12:36:14.576270200+00:00,48.3051,21.5092,0.0,1,-7.4,0.082,86.45835783005865
2026-09-21 12:36:14.594645700+00:00,48.2882,21.5191,0.0,1,7.3,0.109,84.51569814465991
2026-09-21 12:36:14.883598800+00:00,48.2785,21.6774,0.0,1,-25.5,0.062,83.13540532688646
2026-09-21 12:36:14.975548500+00:00,48.2625,21.6436,0.0,1,-8.4,0.058,81.28145578599224
2026-09-21 12:36:15.007173300+00:00,48.2884,21.773,0.0,1,2.9,0.044,84.8500727018174
2026-09-21 12:40:07.921593+00:00,48.3089,21.4804,0.0,1,4.5,0.081,87.12223132014641
2026-09-21 12:40:07.925223300+00:00,48.3059,21.5781,0.0,1,-5.0,0.09,86.17625710940592
2026-09-21 12:41:27.681941700+00:00,48.3248,21.4862,0.0,1,-5.9,0.109,88.82410893214876
2026-09-21 12:43:33.880559500+00:00,47.4162,21.9403,0.0,1,-10.6,0.116,26.79698758086424
2026-09-21 12:43:54.301992900+00:00,48.2507,21.4252,0.0,1,9.7,0.065,81.36767014773451
2026-09-21 12:43:54.316122800+00:00,48.2486,21.4279,0.0,1,-6.5,0.068,81.1011231691656
2026-09-21 12:43:54.322863600+00:00,48.2233,21.3778,0.0,1,-5.2,0.175,79.13231218732795
2026-09-21 12:43:54.433853400+00:00,48.2497,21.4271,0.0,1,-8.1,0.079,81.23227802233036
2026-09-21 12:43:54.528695300+00:00,48.2504,21.4274,0.0,1,-4.9,0.076,81.3046684000619
2026-09-21 12:43:54.647333800+00:00,48.2724,21.5184,0.0,1,-4.0,0.092,82.77222631725816
2026-09-21 12:43:54.668222100+00:00,48.2917,21.5173,0.0,1,-17.9,0.08,84.91593324878153
2026-09-21 12:44:54.552720300+00:00,48.2705,21.3857,0.0,1,-8.5,0.08,84.11264859407177
2026-09-21 12:44:54.566172500+00:00,48.2678,21.3849,0.0,1,-8.0,0.063,83.83234595067894
2026-09-21 12:44:54.773607100+00:00,48.3184,21.3667,0.0,1,3.2,0.054,89.61698409040095
2026-09-21 12:44:55.091691200+00:00,48.2213,21.3817,0.0,1,-11.8,0.078,78.84818516925424
2026-09-21 12:47:16.411764+00:00,48.084,21.8262,0.0,1,-3.4,0.073,63.194543437751754
2026-09-21 12:48:09.217633900+00:00,48.1097,21.8332,0.0,1,-5.2,0.082,66.09437464807705
2026-09-21 12:48:09.310974800+00:00,48.0904,21.84,0.0,1,-7.5,0.097,64.13367176247775
2026-09-21 12:48:22.054869+00:00,48.7438,21.1832,0.0,1,-4.8,0.203,138.7597922418595
2026-09-21 12:52:16.970069+00:00,47.4564,21.9757,0.0,1,-5.8,0.089,27.4787075477069
2026-09-21 12:52:16.983060500+00:00,47.4707,21.9941,0.0,1,-5.6,0.179,28.374111884233884
2026-09-21 12:52:16.984137400+00:00,47.461,21.9739,0.0,1,2.5,0.051,27.196803387898477
2026-09-21 12:52:17.010714500+00:00,47.4499,21.9797,0.0,1,-2.6,0.091,27.992834334591695
2026-09-21 12:52:51.193985200+00:00,48.1739,21.7686,0.0,1,3.2,0.091,72.19447790566956
2026-09-21 12:52:51.607758700+00:00,48.1829,21.7749,8.7,2,3.5,0.237,73.25369972666951
2026-09-21 12:53:14.302690200+00:00,48.224,21.4158,0.0,1,12.2,0.061,78.59048924487912
2026-09-21 12:55:16.222397800+00:00,48.1249,21.8309,0.0,1,-3.6,0.085,67.70006033036617
2026-09-21 12:55:47.132723+00:00,48.2166,21.4471,0.0,1,-9.9,0.065,77.34516824213298
2026-09-21 12:55:47.153299200+00:00,48.213,21.4393,0.0,1,12.3,0.075,77.05481171079443
2026-09-21 12:55:47.154036600+00:00,48.2165,21.4527,0.0,1,-5.9,0.071,77.26272880275508
2026-09-21 12:55:47.183824+00:00,48.2317,21.4825,0.0,1,7.1,0.065,78.59288836126903
2026-09-21 12:55:47.223244900+00:00,48.2557,21.532,0.0,1,-8.6,0.095,80.82912881845748
2026-09-21 12:55:47.234643700+00:00,48.2672,21.5598,0.0,1,4.6,0.086,81.94961853215757
2026-09-21 12:55:47.246500900+00:00,48.2673,21.5722,0.0,1,4.7,0.08,81.90916222441
2026-09-21 12:56:02.389380100+00:00,48.1135,21.8337,0.0,1,5.7,0.073,66.51390730923394
