time,temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,cloud_cover,pressure_msl,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,sunshine_duration,rain,snowfall,vapour_pressure_deficit,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2026-09-18 22:00:00+00:00,16.2,14.1,88,0.0,48,1018.3,2.12,4.8,153,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.01,17.3,18.7,15.3,17.5,0.108,0.144,0.158,0.239
2026-09-18 23:00:00+00:00,15.5,13.9,90,0.0,41,1018.7,1.8,3.71,136,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,16.7,18.6,15.4,17.5,0.108,0.144,0.158,0.239
2026-09-19 00:00:00+00:00,14.3,13.4,94,0.0,20,1019.1,1.66,3.09,164,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,15.4,18.1,14.9,17.5,0.09,0.144,0.158,0.239
2026-09-19 01:00:00+00:00,13.7,13.1,96,0.0,23,1019.2,1.9,2.91,166,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,15.0,17.9,14.9,17.5,0.09,0.144,0.158,0.239
2026-09-19 02:00:00+00:00,13.0,12.5,97,0.0,41,1019.6,1.77,3.1,172,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,14.5,17.8,14.9,17.5,0.09,0.144,0.158,0.239
2026-09-19 03:00:00+00:00,12.4,11.8,96,0.0,66,1020.1,1.51,2.71,188,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,14.0,17.6,14.9,17.5,0.09,0.144,0.158,0.239
2026-09-19 04:00:00+00:00,11.7,11.2,97,0.0,37,1020.3,0.98,1.61,165,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,13.5,17.4,14.9,17.5,0.09,0.144,0.158,0.239
2026-09-19 05:00:00+00:00,12.0,11.5,97,0.0,13,1020.9,1.37,1.38,156,2.3,19.0,7.0,12.0,1210.65,0.0,0.0,0.05,0.0,13.2,17.2,14.9,17.5,0.09,0.144,0.158,0.239
2026-09-19 06:00:00+00:00,12.7,11.2,91,0.0,11,1021.8,0.05,0.51,270,2.8,145.0,92.0,53.0,3600.0,0.0,0.0,0.14,0.06,13.4,16.9,14.6,17.5,0.096,0.144,0.158,0.239
2026-09-19 07:00:00+00:00,15.5,10.8,74,0.0,2,1022.2,0.6,0.96,360,3.1,285.0,186.0,99.0,3600.0,0.0,0.0,0.46,0.14,14.9,16.8,14.7,17.5,0.096,0.144,0.158,0.239
2026-09-19 08:00:00+00:00,18.4,11.1,62,0.0,1,1022.7,0.87,1.17,24,4.0,449.0,346.0,103.0,3600.0,0.0,0.0,0.8,0.25,17.1,16.7,14.7,17.5,0.096,0.144,0.158,0.239
2026-09-19 09:00:00+00:00,21.0,11.1,53,0.0,0,1022.9,0.36,0.45,344,4.0,571.0,465.0,106.0,3600.0,0.0,0.0,1.17,0.34,19.6,16.8,14.7,17.5,0.096,0.144,0.158,0.239
2026-09-19 10:00:00+00:00,23.1,10.6,45,0.0,0,1022.8,0.4,0.43,263,3.6,652.0,547.0,105.0,3600.0,0.0,0.0,1.55,0.41,22.2,16.9,14.7,17.5,0.095,0.144,0.158,0.238
