temperature_mean_c,precipitation_total_mm,wind_speed_mean_ms,pressure_mean_hpa,cloud_cover_mean_pct,shortwave_total_wh_m2,et0_total_mm,water_balance_mm,baseline_year
23.2,0.0,6.9,1016.9,9.0,5897.222222694,6.33,-6.33,1990
17.1,0.0,4.24,1016.8,41.0,4238.888889228,3.14,-3.14,1991
29.4,0.0,5.86,1013.2,14.0,5577.777778224,6.69,-6.69,1992
17.4,0.4,4.04,1015.5,38.0,5880.555556026001,4.19,-3.7900000000000005,1993
18.1,0.8,8.37,1009.4,69.0,2027.77777794,2.28,-1.4799999999999998,1994
19.9,1.0,4.0,1007.8,42.0,4455.555555912,3.42,-2.42,1995
22.1,0.0,1.91,1016.7,75.0,5036.111111514,3.63,-3.63,1996
21.8,0.0,3.41,1007.1,52.0,3994.4444447640008,3.17,-3.17,1997
17.9,0.0,6.78,1010.6,34.0,4766.666667048001,4.07,-4.07,1998
17.7,0.0,2.91,1021.3,44.0,5913.888889362001,3.92,-3.92,1999
18.0,0.0,6.69,1017.8,32.0,3844.4444447520004,3.87,-3.87,2000
23.4,0.0,3.12,1013.2,21.0,5325.000000426001,4.1,-4.1,2001
22.1,0.0,2.59,1017.6,15.0,5105.555555964,3.72,-3.72,2002
22.5,0.0,6.44,1007.9,6.0,5516.666667108,6.06,-6.06,2003
16.6,7.1,6.65,1008.2,81.0,1541.6666667900001,1.33,5.77,2004
21.1,1.5,3.96,1018.3,77.0,4047.2222225460005,2.86,-1.3599999999999999,2005
19.3,0.0,3.57,1008.7,56.0,5250.00000042,3.89,-3.89,2006
23.5,0.0,3.43,1017.7,19.0,5180.55555597,4.39,-4.39,2007
21.2,0.0,3.43,1020.7,5.0,5780.555556018,4.28,-4.28,2008
25.0,0.0,3.29,1016.7,80.0,4644.444444816,4.16,-4.16,2009
24.6,0.4,7.46,1008.0,45.0,5811.111111576001,5.53,-5.13,2010
26.3,0.0,3.95,1014.4,5.0,5816.666667132001,5.05,-5.05,2011
20.5,1.9,6.24,1013.6,76.0,3752.777778078,3.82,-1.92,2012
19.4,0.6,2.98,1012.6,78.0,3252.7777780380006,2.37,-1.77,2013
18.5,3.0,6.23,1008.3,83.0,2672.222222436,2.17,0.8300000000000001,2014
23.4,0.0,1.73,1018.3,8.0,5733.333333792,4.22,-4.22,2015
21.7,0.0,2.69,1022.4,0.0,6052.7777782620005,4.28,-4.28,2016
25.5,0.5,5.29,1013.4,31.0,5730.555556014,5.37,-4.87,2017
17.8,1.6,4.81,1013.9,65.0,3102.7777780260003,2.44,-0.8399999999999999,2018
25.3,0.0,3.46,1020.0,51.0,5002.7777781780005,4.05,-4.05,2019
22.3,0.0,6.88,1012.1,29.0,5905.555556028001,5.44,-5.44,2020
15.4,3.1,2.98,1012.1,81.0,2066.6666668320004,1.35,1.75,2021
24.9,0.2,2.8,1009.9,19.0,5980.555556034001,4.95,-4.75,2022
29.6,0.0,5.94,1009.3,19.0,5572.2222226680005,6.38,-6.38,2023
24.8,0.7,4.26,1016.6,88.0,4838.888889276001,3.99,-3.29,2024
20.8,0.0,5.37,1015.9,12.0,5750.000000460001,5.04,-5.04,2025
