start_date,end_date,similarity,distance,character,metrics
2025-09-16,2025-09-18,97.7,0.215,seasonally typical mixed weather,"{'temperature_mean_c': 16.233333333333345, 'precipitation_total_mm': 0.9999999999999893, 'wind_speed_10m_mean_ms': 2.5799999999999965, 'shortwave_total_mj_m2': 41.92000000000004, 'cloud_cover_mean_pct': 50.333333333333336, 'pressure_mean_hpa': 1020.666666666667}"
2016-08-11,2016-08-13,97.2,0.239,"wet, bright","{'temperature_mean_c': 16.46666666666667, 'precipitation_total_mm': 5.499999999999993, 'wind_speed_10m_mean_ms': 2.869999999999998, 'shortwave_total_mj_m2': 49.68000000000005, 'cloud_cover_mean_pct': 48.333333333333336, 'pressure_mean_hpa': 1021.3333333333334}"
2023-09-29,2023-10-01,96.5,0.268,dry,"{'temperature_mean_c': 17.766666666666673, 'precipitation_total_mm': 0.09999999999998935, 'wind_speed_10m_mean_ms': 2.5933333333333306, 'shortwave_total_mj_m2': 43.27000000000005, 'cloud_cover_mean_pct': 37.666666666666664, 'pressure_mean_hpa': 1021.9333333333337}"
2013-08-31,2013-09-02,95.6,0.299,bright,"{'temperature_mean_c': 17.96666666666667, 'precipitation_total_mm': 1.099999999999993, 'wind_speed_10m_mean_ms': 2.706666666666665, 'shortwave_total_mj_m2': 49.34000000000002, 'cloud_cover_mean_pct': 44.0, 'pressure_mean_hpa': 1018.2666666666665}"
2014-09-26,2014-09-28,95.5,0.303,"cool, bright","{'temperature_mean_c': 13.733333333333334, 'precipitation_total_mm': 2.1999999999999913, 'wind_speed_10m_mean_ms': 2.509999999999998, 'shortwave_total_mj_m2': 44.39000000000003, 'cloud_cover_mean_pct': 31.666666666666668, 'pressure_mean_hpa': 1022.7333333333332}"
