start_date,end_date,similarity,distance,character,metrics
2022-08-10,2022-08-12,89.4,0.474,"dry, windy","{'temperature_mean_c': 22.866666666666674, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 4.256666666666664, 'shortwave_total_mj_m2': 66.65000000000006, 'cloud_cover_mean_pct': 26.333333333333332, 'pressure_mean_hpa': 1018.2333333333336}"
2016-08-24,2016-08-26,84.1,0.589,"dry, windy","{'temperature_mean_c': 21.733333333333334, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 3.869999999999998, 'shortwave_total_mj_m2': 65.31000000000006, 'cloud_cover_mean_pct': 9.333333333333334, 'pressure_mean_hpa': 1021.7333333333332}"
2016-08-06,2016-08-08,81.4,0.642,"dry, windy, bright","{'temperature_mean_c': 22.3, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 3.649999999999998, 'shortwave_total_mj_m2': 68.32000000000005, 'cloud_cover_mean_pct': 20.666666666666668, 'pressure_mean_hpa': 1019.1333333333333}"
2025-08-10,2025-08-12,79.9,0.671,"dry, windy, bright","{'temperature_mean_c': 23.96666666666668, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 3.416666666666663, 'shortwave_total_mj_m2': 73.84000000000003, 'cloud_cover_mean_pct': 2.3333333333333335, 'pressure_mean_hpa': 1020.4333333333337}"
2019-06-28,2019-06-30,78.8,0.69,"dry, windy, bright","{'temperature_mean_c': 21.8, 'precipitation_total_mm': 0.0, 'wind_speed_10m_mean_ms': 3.563333333333331, 'shortwave_total_mj_m2': 78.24000000000005, 'cloud_cover_mean_pct': 15.333333333333334, 'pressure_mean_hpa': 1019.166666666667}"
