time,temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,cloud_cover,pressure_msl,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,sunshine_duration,rain,snowfall,vapour_pressure_deficit,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2026-08-06 22:00:00+00:00,28.7,13.0,38,0.0,3,1013.3,2.53,5.25,189,6.1,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.1,30.7,30.0,21.9,16.5,0.089,0.147,0.166,0.25
2026-08-06 23:00:00+00:00,27.4,13.5,42,0.0,9,1013.5,2.4,4.62,168,4.4,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.08,29.7,29.9,21.9,16.5,0.089,0.147,0.166,0.25
2026-08-07 00:00:00+00:00,25.6,12.7,45,0.0,14,1013.0,3.45,6.94,180,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.11,28.0,29.1,21.3,16.5,0.089,0.147,0.166,0.25
2026-08-07 01:00:00+00:00,24.9,13.8,50,0.0,6,1012.9,2.51,5.01,145,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.07,27.3,28.9,21.3,16.5,0.089,0.147,0.166,0.25
2026-08-07 02:00:00+00:00,23.9,14.1,54,0.0,2,1013.2,2.52,4.51,129,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.06,26.6,28.7,21.3,16.5,0.089,0.147,0.166,0.25
2026-08-07 03:00:00+00:00,23.7,14.4,56,0.0,2,1013.0,2.5,4.91,160,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.05,26.0,28.5,21.4,16.5,0.089,0.147,0.166,0.25
2026-08-07 04:00:00+00:00,23.6,14.5,57,0.0,2,1013.3,2.69,4.58,132,4.6,13.0,5.0,8.0,766.97,0.0,0.0,1.26,0.07,25.5,28.3,21.4,16.5,0.089,0.147,0.166,0.25
2026-08-07 05:00:00+00:00,25.3,14.9,52,0.0,8,1013.7,1.61,3.86,126,4.6,116.0,70.0,46.0,3600.0,0.0,0.0,1.54,0.1,25.8,28.1,21.4,16.5,0.089,0.147,0.166,0.25
2026-08-07 06:00:00+00:00,26.9,14.8,47,0.0,50,1014.0,0.51,0.54,349,3.5,249.0,166.0,83.0,3600.0,0.0,0.0,1.86,0.16,26.9,27.8,21.3,16.5,0.089,0.147,0.166,0.25
2026-08-07 07:00:00+00:00,29.4,14.8,41,0.0,5,1014.0,1.0,1.21,3,4.1,433.0,327.0,106.0,3600.0,0.0,0.0,2.41,0.31,28.8,27.7,21.4,16.5,0.089,0.147,0.166,0.25
2026-08-07 08:00:00+00:00,30.8,14.7,38,0.0,50,1014.1,2.1,2.73,12,6.3,596.0,496.0,100.0,3600.0,0.0,0.0,2.77,0.47,30.9,27.7,21.4,16.5,0.089,0.147,0.166,0.25
2026-08-07 09:00:00+00:00,31.9,14.6,35,0.1,9,1013.8,1.81,2.41,39,6.6,619.0,457.0,162.0,3600.0,0.1,0.0,3.07,0.5,32.7,27.8,21.4,16.5,0.09,0.147,0.166,0.25
2026-08-07 10:00:00+00:00,33.5,13.6,30,0.0,6,1013.1,2.23,2.91,50,6.8,702.0,545.0,157.0,3600.0,0.0,0.0,3.62,0.58,34.5,27.9,21.4,16.5,0.09,0.147,0.165,0.25
2026-08-07 11:00:00+00:00,34.7,13.0,27,0.0,16,1012.4,1.49,1.88,20,6.8,812.0,687.0,125.0,3600.0,0.0,0.0,4.02,0.64,36.4,28.1,21.5,16.5,0.09,0.147,0.165,0.25
2026-08-07 12:00:00+00:00,35.6,13.3,26,0.0,11,1011.9,2.15,2.75,87,8.8,763.0,618.0,145.0,3600.0,0.0,0.0,4.28,0.64,39.1,29.1,22.2,16.5,0.089,0.147,0.165,0.25
2026-08-07 13:00:00+00:00,35.5,13.5,27,0.0,61,1012.1,1.43,1.85,12,6.4,725.0,586.0,139.0,3600.0,0.0,0.0,4.22,0.58,39.9,29.5,22.2,16.5,0.089,0.147,0.165,0.25
2026-08-07 14:00:00+00:00,33.9,13.9,30,0.1,89,1012.2,3.83,5.13,345,8.4,418.0,265.0,153.0,3600.0,0.1,0.0,3.69,0.46,39.1,29.7,22.2,16.5,0.09,0.147,0.165,0.25
2026-08-07 15:00:00+00:00,30.7,15.1,39,0.6,41,1013.3,5.19,7.41,36,13.4,410.0,261.0,149.0,3600.0,0.6,0.0,2.7,0.43,37.3,29.9,22.2,16.5,0.096,0.147,0.165,0.25
2026-08-07 16:00:00+00:00,30.8,16.3,42,0.0,8,1013.4,5.52,7.75,18,11.0,308.0,226.0,82.0,3600.0,0.0,0.0,2.59,0.36,36.0,30.1,22.3,16.5,0.096,0.147,0.165,0.25
2026-08-07 17:00:00+00:00,26.9,17.2,55,0.0,7,1014.4,6.02,8.99,13,13.9,154.0,96.0,58.0,3600.0,0.0,0.0,1.59,0.22,34.1,30.1,22.3,16.5,0.096,0.147,0.165,0.25
2026-08-07 18:00:00+00:00,23.5,16.7,66,0.0,9,1014.9,5.83,9.25,18,12.4,33.0,15.0,18.0,3219.22,0.0,0.0,0.99,0.11,31.7,29.9,21.8,16.5,0.095,0.147,0.165,0.25
2026-08-07 19:00:00+00:00,22.7,16.2,67,0.0,90,1015.2,5.75,8.85,26,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.09,29.7,29.8,21.8,16.5,0.095,0.147,0.165,0.25
2026-08-07 20:00:00+00:00,21.8,15.6,68,0.0,99,1015.6,5.17,8.14,25,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.07,28.2,29.6,21.8,16.5,0.095,0.147,0.165,0.25
2026-08-07 21:00:00+00:00,21.4,15.4,69,0.0,96,1015.9,4.31,6.83,9,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.06,27.0,29.5,21.8,16.6,0.095,0.147,0.165,0.25
2026-08-07 22:00:00+00:00,20.9,15.4,71,0.0,56,1016.2,4.55,7.47,3,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.05,26.0,29.2,21.8,16.6,0.095,0.147,0.165,0.25
