time,reflectivity_dbz,domain_max_dbz,echo_fraction_pct
2026-08-11 07:00:00+00:00,,41.0,0.126347082868822
2026-08-11 07:30:00+00:00,,32.5,0.13377926421404682
2026-08-11 08:00:00+00:00,,23.0,0.06688963210702341
2026-08-11 08:30:00+00:00,,,0.0
2026-08-11 09:00:00+00:00,,,0.0
2026-08-11 09:30:00+00:00,,,0.0
2026-08-11 10:00:00+00:00,,,0.0
2026-08-11 10:30:00+00:00,,,0.0
2026-08-11 11:00:00+00:00,,40.0,0.30153421457769286
2026-08-11 11:30:00+00:00,,54.0,0.9120348250783034
2026-08-11 12:00:00+00:00,,45.5,1.4142379359770665
2026-08-11 12:30:00+00:00,,49.5,2.2774327122153206
2026-08-11 13:00:00+00:00,,43.0,1.9111323459149547
2026-08-11 13:30:00+00:00,,57.0,2.5598556033338644
2026-08-11 14:00:00+00:00,,49.5,1.6987843074799596
2026-08-11 14:30:00+00:00,,39.5,1.091468917555874
2026-08-11 15:00:00+00:00,,40.5,0.9311461485374529
2026-08-11 15:30:00+00:00,,26.5,0.23252110208631946
2026-08-11 16:00:00+00:00,,33.5,0.09768009768009768
2026-08-11 16:30:00+00:00,,,0.0
2026-08-11 17:00:00+00:00,,,0.0
2026-08-11 17:30:00+00:00,,,0.0
2026-08-11 18:00:00+00:00,,,0.0
2026-08-11 18:30:00+00:00,,,0.0
2026-08-11 19:00:00+00:00,,0.5,0.0031852205765249245
2026-08-11 19:30:00+00:00,,,0.0
2026-08-11 20:00:00+00:00,,,0.0
2026-08-11 20:30:00+00:00,,,0.0
2026-08-11 21:00:00+00:00,,,0.0
2026-08-11 21:30:00+00:00,,,0.0
2026-08-11 22:00:00+00:00,,,0.0
2026-08-11 22:30:00+00:00,,,0.0
2026-08-11 23:00:00+00:00,,,0.0
2026-08-11 23:30:00+00:00,,,0.0
2026-08-12 00:00:00+00:00,,,0.0
2026-08-12 00:30:00+00:00,,,0.0
2026-08-12 01:00:00+00:00,,,0.0
2026-08-12 01:30:00+00:00,,,0.0
2026-08-12 02:00:00+00:00,,,0.0
2026-08-12 02:30:00+00:00,,,0.0
2026-08-12 03:00:00+00:00,,,0.0
2026-08-12 03:30:00+00:00,,,0.0
2026-08-12 04:00:00+00:00,,,0.0
2026-08-12 04:30:00+00:00,,,0.0
2026-08-12 05:00:00+00:00,,,0.0
2026-08-12 05:30:00+00:00,,,0.0
2026-08-12 06:00:00+00:00,,,0.0
2026-08-12 06:30:00+00:00,,,0.0
2026-08-12 07:00:00+00:00,,,0.0
2026-08-12 07:30:00+00:00,,,0.0
2026-08-12 08:00:00+00:00,,,0.0
2026-08-12 08:30:00+00:00,,,0.0
2026-08-12 09:00:00+00:00,,,0.0
2026-08-12 09:30:00+00:00,,,0.0
2026-08-12 10:00:00+00:00,,,0.0
2026-08-12 10:30:00+00:00,,,0.0
2026-08-12 11:00:00+00:00,,,0.0
2026-08-12 11:30:00+00:00,,,0.0
2026-08-12 12:00:00+00:00,,,0.0
2026-08-12 12:30:00+00:00,,,0.0
2026-08-12 13:00:00+00:00,,,0.0
2026-08-12 13:30:00+00:00,,,0.0
2026-08-12 14:00:00+00:00,,,0.0
2026-08-12 14:30:00+00:00,,,0.0
2026-08-12 15:00:00+00:00,,,0.0
2026-08-12 15:30:00+00:00,,,0.0
2026-08-12 16:00:00+00:00,,,0.0
2026-08-12 16:30:00+00:00,,,0.0
2026-08-12 17:00:00+00:00,,,0.0
2026-08-12 17:30:00+00:00,,,0.0
2026-08-12 18:00:00+00:00,,,0.0
2026-08-12 18:30:00+00:00,,,0.0
2026-08-12 19:00:00+00:00,,,0.0
2026-08-12 19:30:00+00:00,,,0.0
2026-08-12 20:00:00+00:00,,,0.0
2026-08-12 20:30:00+00:00,,,0.0
