time,cape,convective_inhibition,freezing_level_height,boundary_layer_height,total_column_integrated_water_vapour,wet_bulb_temperature_2m
2026-08-08 00:00:00+00:00,10.0,0.0,4100.0,410.0,36.4,18.5
2026-08-08 01:00:00+00:00,0.0,0.0,4120.0,445.0,36.2,18.2
2026-08-08 02:00:00+00:00,10.0,0.0,4150.0,450.0,35.2,17.8
2026-08-08 03:00:00+00:00,30.0,0.0,4150.0,425.0,34.2,17.4
2026-08-08 04:00:00+00:00,10.0,0.0,4080.0,400.0,33.1,16.8
2026-08-08 05:00:00+00:00,0.0,0.0,4100.0,430.0,32.1,16.6
2026-08-08 06:00:00+00:00,0.0,0.0,4040.0,515.0,28.4,16.9
2026-08-08 07:00:00+00:00,0.0,0.0,4060.0,650.0,27.9,17.7
2026-08-08 08:00:00+00:00,0.0,0.0,4080.0,805.0,28.6,18.6
2026-08-08 09:00:00+00:00,0.0,0.0,4180.0,1165.0,29.7,19.2
2026-08-08 10:00:00+00:00,0.0,0.0,4090.0,1465.0,30.2,19.4
2026-08-08 11:00:00+00:00,0.0,0.0,4140.0,1750.0,30.3,19.8
2026-08-08 12:00:00+00:00,0.0,0.0,4180.0,1850.0,29.8,19.7
2026-08-08 13:00:00+00:00,0.0,0.0,4190.0,1995.0,28.0,19.5
2026-08-08 14:00:00+00:00,0.0,0.0,4180.0,2020.0,28.2,19.1
2026-08-08 15:00:00+00:00,0.0,0.0,4170.0,1970.0,27.2,18.9
2026-08-08 16:00:00+00:00,0.0,0.0,4170.0,1790.0,25.2,18.4
2026-08-08 17:00:00+00:00,0.0,0.0,4180.0,1505.0,23.0,17.8
2026-08-08 18:00:00+00:00,0.0,0.0,4180.0,1045.0,22.2,17.5
2026-08-08 19:00:00+00:00,0.0,0.0,4150.0,700.0,20.2,17.0
2026-08-08 20:00:00+00:00,0.0,0.0,4270.0,600.0,18.5,16.6
2026-08-08 21:00:00+00:00,0.0,0.0,4320.0,545.0,18.3,16.2
2026-08-08 22:00:00+00:00,0.0,0.0,4290.0,470.0,16.2,15.8
2026-08-08 23:00:00+00:00,0.0,0.0,4320.0,430.0,16.2,15.4
2026-08-09 00:00:00+00:00,0.0,0.0,4360.0,430.0,16.6,15.2
2026-08-09 01:00:00+00:00,0.0,0.0,4380.0,385.0,16.4,14.7
2026-08-09 02:00:00+00:00,0.0,0.0,4370.0,310.0,16.6,14.4
2026-08-09 03:00:00+00:00,0.0,0.0,4340.0,280.0,16.8,14.1
2026-08-09 04:00:00+00:00,0.0,0.0,4370.0,270.0,17.5,14.1
2026-08-09 05:00:00+00:00,0.0,0.0,4370.0,305.0,18.7,14.5
2026-08-09 06:00:00+00:00,0.0,0.0,4400.0,355.0,18.9,15.2
2026-08-09 07:00:00+00:00,0.0,0.0,4440.0,485.0,19.1,16.1
2026-08-09 08:00:00+00:00,0.0,0.0,4560.0,905.0,18.9,17.1
2026-08-09 09:00:00+00:00,0.0,0.0,4490.0,1655.0,19.7,18.0
2026-08-09 10:00:00+00:00,0.0,0.0,4510.0,2180.0,20.2,18.4
2026-08-09 11:00:00+00:00,0.0,0.0,4500.0,2195.0,20.0,18.4
2026-08-09 12:00:00+00:00,0.0,0.0,4500.0,2180.0,19.7,18.6
2026-08-09 13:00:00+00:00,0.0,0.0,4500.0,2200.0,19.9,18.3
2026-08-09 14:00:00+00:00,0.0,0.0,4500.0,2240.0,20.1,18.0
2026-08-09 15:00:00+00:00,0.0,0.0,4540.0,2260.0,20.3,17.9
2026-08-09 16:00:00+00:00,0.0,0.0,4580.0,2230.0,20.3,17.7
2026-08-09 17:00:00+00:00,0.0,0.0,4570.0,15.0,20.3,17.3
2026-08-09 18:00:00+00:00,0.0,0.0,4600.0,55.0,19.2,17.1
2026-08-09 19:00:00+00:00,0.0,0.0,4620.0,95.0,17.6,16.8
2026-08-09 20:00:00+00:00,0.0,0.0,4600.0,120.0,17.2,16.1
2026-08-09 21:00:00+00:00,0.0,0.0,4510.0,110.0,18.3,15.7
2026-08-09 22:00:00+00:00,0.0,0.0,4470.0,95.0,18.5,15.0
2026-08-09 23:00:00+00:00,0.0,0.0,4470.0,70.0,18.8,14.7
2026-08-10 00:00:00+00:00,0.0,0.0,4420.0,55.0,17.4,14.8
2026-08-10 01:00:00+00:00,0.0,0.0,4420.0,60.0,17.3,14.6
2026-08-10 02:00:00+00:00,0.0,0.0,4420.0,40.0,17.2,14.3
2026-08-10 03:00:00+00:00,0.0,0.0,4420.0,30.0,16.4,14.0
2026-08-10 04:00:00+00:00,0.0,0.0,4490.0,20.0,15.7,13.9
2026-08-10 05:00:00+00:00,0.0,0.0,4530.0,40.0,15.3,14.8
2026-08-10 06:00:00+00:00,0.0,0.0,4510.0,85.0,17.1,16.1
2026-08-10 07:00:00+00:00,0.0,0.0,4490.0,165.0,17.6,17.2
2026-08-10 08:00:00+00:00,0.0,0.0,4460.0,600.0,18.0,18.1
2026-08-10 09:00:00+00:00,0.0,0.0,4480.0,1705.0,18.4,18.4
2026-08-10 10:00:00+00:00,0.0,0.0,4490.0,1900.0,18.8,18.1
2026-08-10 11:00:00+00:00,0.0,0.0,4470.0,1875.0,18.8,18.2
2026-08-10 12:00:00+00:00,0.0,0.0,4420.0,1960.0,17.9,18.0
2026-08-10 13:00:00+00:00,0.0,0.0,4380.0,2010.0,18.2,17.8
2026-08-10 14:00:00+00:00,0.0,0.0,4410.0,2075.0,18.6,18.1
2026-08-10 15:00:00+00:00,0.0,0.0,4420.0,1950.0,18.7,17.7
2026-08-10 16:00:00+00:00,0.0,0.0,4370.0,1560.0,18.6,17.3
2026-08-10 17:00:00+00:00,0.0,0.0,4330.0,230.0,19.0,17.1
2026-08-10 18:00:00+00:00,0.0,0.0,4270.0,140.0,19.4,16.6
2026-08-10 19:00:00+00:00,0.0,0.0,4250.0,50.0,20.8,17.2
2026-08-10 20:00:00+00:00,0.0,0.0,4320.0,60.0,21.6,17.1
2026-08-10 21:00:00+00:00,0.0,0.0,4360.0,60.0,23.5,15.9
2026-08-10 22:00:00+00:00,0.0,0.0,4350.0,65.0,24.6,15.1
2026-08-10 23:00:00+00:00,0.0,0.0,4280.0,65.0,25.4,15.1
